method,value,median_seconds,q1_seconds,q3_seconds,min_seconds,max_seconds,repeats,warmups,workload_id,representative_run_id,case_name,block_size,alpha,observable_id,classical_adjoint_value_recorded_phase2,abs_diff_vs_recorded_phase2,timing_note
dense_adjoint_selected_output,-0.004259018143057703,9.916489943861961e-06,9.802286513149738e-06,1.0239513358101249e-05,9.66701190918684e-06,1.1875061318278313e-05,30,3,ieee14_4x4_primary_anchor,anchor_4x4_benchmark_alpha_d31,ieee14,4,366448.364834772,state_correction_0,-0.0042590181430577,2.6020852139652106e-18,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_direct_full_update,-0.004259018143057706,9.916024282574654e-06,9.802286513149738e-06,9.958050213754177e-06,9.66701190918684e-06,1.0458054021000862e-05,30,3,ieee14_4x4_primary_anchor,anchor_4x4_benchmark_alpha_d31,ieee14,4,366448.364834772,state_correction_0,-0.0042590181430577,6.071532165918825e-18,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_adjoint_selected_output,0.003937581251108951,1.0666553862392902e-05,1.0624993592500687e-05,1.0739779099822044e-05,1.0500079952180386e-05,1.1082971468567848e-05,30,3,ieee14_8x8_lambda_matched_anchor,8x8_codesigned_lambda_matched_d31,ieee14,8,507204.4756358543,state_correction_0,0.0039375812511089,5.117434254131581e-17,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_direct_full_update,0.003937581251108952,1.06250518001616e-05,1.0500079952180386e-05,1.0739429853856564e-05,1.0458054021000862e-05,1.1124997399747372e-05,30,3,ieee14_8x8_lambda_matched_anchor,8x8_codesigned_lambda_matched_d31,ieee14,8,507204.4756358543,state_correction_0,0.0039375812511089,5.204170427930421e-17,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_adjoint_selected_output,0.0005842170740965107,1.0624993592500687e-05,1.0541989468038082e-05,1.066701952368021e-05,1.0457937605679035e-05,1.091696321964264e-05,30,3,ieee14_8x8_condition_controlled_k1e4,phase2_ieee14_8x8_condition_controlled_k1e4_lambda0.069_dmax45,ieee14,8,507072.469133275,state_correction_0,0.0005842170740965107,0.0,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_direct_full_update,0.0005842170740965107,1.0604038834571838e-05,1.054129097610712e-05,1.069749123416841e-05,1.0457937605679035e-05,1.0791933164000511e-05,30,3,ieee14_8x8_condition_controlled_k1e4,phase2_ieee14_8x8_condition_controlled_k1e4_lambda0.069_dmax45,ieee14,8,507072.469133275,state_correction_0,0.0005842170740965107,0.0,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_adjoint_selected_output,0.00042372398611563845,1.4458433724939823e-05,1.4167046174407005e-05,1.4750025002285838e-05,1.4082994312047958e-05,1.5332945622503757e-05,30,3,ieee30_16x16_raw,phase2_ieee30_16x16_raw_lambda0.069_dmax45,ieee30,16,1476382.377957815,state_correction_0,0.00042372398611563845,0.0,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
dense_direct_full_update,0.00042372398611563845,1.4583463780581951e-05,1.4125020243227482e-05,1.4781486243009567e-05,1.3999990187585354e-05,1.529103610664606e-05,30,3,ieee30_16x16_raw,phase2_ieee30_16x16_raw_lambda0.069_dmax45,ieee30,16,1476382.377957815,state_correction_0,0.00042372398611563845,0.0,"Python wall-clock; host-specific diagnostic, not a hardware-normalized performance claim"
