estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,0.010120561626051247,0.0028866893973863274,0.013990037992602906,4.8668625425985965,4.8668625425985965,2.8235854533001427e+17,234,234,0.013348832995689008,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1746.6292992729552,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
ridge,0.010082313531467487,0.0028762341027663623,0.013937073258245468,4.8668625435470085,4.8668625435470085,2.8235854533001427e+17,234,234,0.008039374995860271,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1746.6292992729552,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
truncated_svd,0.010120561626051247,0.0028866893973863274,0.013990037992602906,4.8668625425985965,4.8668625425985965,2.8235854533001427e+17,234,234,0.00830566600052407,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1746.6292992729552,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
qsvt_regularized,0.010082313531467487,0.0028762341027663623,0.013937073258245468,4.8668625435470085,4.8668625435470085,2.8235854533001427e+17,234,234,0.00767700000142213,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1746.6292992729552,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
huber_irls,0.00984801324766149,0.002701966250411251,0.01363473817077175,4.932367855203536,4.932367855203536,2.8235854533001427e+17,234,234,0.035349999998288695,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1746.6292992729552,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
pseudoinverse,0.00476170614526948,0.004526092124789229,0.004984339042409016,3.2118614883887973,3.2118614883887973,4962.954962791906,235,235,0.0139575000066543,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1736.5043872396936,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
ridge,0.004761704381840454,0.004526091562121061,0.004984336193967854,3.211861488388829,3.211861488388829,4962.954962791906,235,235,0.008027459000004455,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1736.5043872396936,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
truncated_svd,0.00476170614526948,0.004526092124789228,0.0049843390424090155,3.2118614883887977,3.2118614883887977,4962.954962791906,235,235,0.007804291999491397,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1736.5043872396936,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
qsvt_regularized,0.004761704381840454,0.004526091562121061,0.004984336193967854,3.211861488388829,3.211861488388829,4962.954962791906,235,235,0.007683999996515922,True,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1736.5043872396936,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
huber_irls,0.00396970465694711,0.0042309865987521095,0.003692427513069474,3.2515701688670005,3.2515701688670005,4962.954962791906,235,235,0.06540516600216506,False,False,,ieee118,pypower,pypower.case118.case118,True,ac_power_flow_linearized,380,235,real_ieee118_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,1736.5043872396936,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
