estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,4.7444282818242385e-05,5.96859759809704e-05,3.21431116518613e-05,0.035289271637625394,0.035289271637625394,305.0616369710952,27,27,0.0002406249986961484,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,302.96090859503363,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
ridge,4.7444573233241157e-05,5.9686508218156345e-05,3.214302064666799e-05,0.03528927163770028,0.03528927163770028,305.0616369710952,27,27,0.0001150840034824796,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,302.96090859503363,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
truncated_svd,4.7444282818242805e-05,5.9685975980970705e-05,3.2143111651861964e-05,0.03528927163762546,0.03528927163762546,305.0616369710952,27,27,0.00014429200382437557,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,302.96090859503363,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
qsvt_regularized,4.7444573233241157e-05,5.9686508218156345e-05,3.214302064666799e-05,0.03528927163770028,0.03528927163770028,305.0616369710952,27,27,0.00012416599929565564,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,302.96090859503363,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
huber_irls,4.744428281824786e-05,5.968597598097444e-05,3.2143111651869926e-05,0.035289271637625144,0.035289271637625144,305.0616369710952,27,27,0.00029108300077496096,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,302.96090859503363,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
pseudoinverse,0.10772106151127114,0.0956860915653607,0.11780054752674025,4.664260318808624,4.664260318808624,938.3144931361185,27,27,0.00020583299919962883,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,300.6831409100342,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
ridge,0.10771925009451502,0.09568448854878257,0.11779856207284503,4.66426031886481,4.66426031886481,938.3144931361185,27,27,0.00012354199861874804,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,300.6831409100342,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
truncated_svd,0.10772106151127128,0.09568609156536083,0.1178005475267404,4.6642603188086245,4.6642603188086245,938.3144931361185,27,27,0.00028575000033015385,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,300.6831409100342,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
qsvt_regularized,0.10771925009451502,0.09568448854878257,0.11779856207284503,4.66426031886481,4.66426031886481,938.3144931361185,27,27,0.00012116699508624151,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,300.6831409100342,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
huber_irls,0.03700291609652156,0.03282716859429452,0.04049667324741514,4.811479806256575,4.811479806256575,938.3144931361185,27,27,0.0007314579997910187,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,300.6831409100342,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
pseudoinverse,0.0015898720359104918,0.0018118268104494208,0.0013515176749959777,0.09893919973925269,0.09893919973925269,815.9584900351615,27,27,0.0001595840003574267,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.81605802419926,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
ridge,0.0015898653621523263,0.001811817369514468,0.0013515142866342537,0.09893919973946513,0.09893919973946513,815.9584900351615,27,27,0.00010954099707305431,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.81605802419926,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
truncated_svd,0.0015898720359104927,0.0018118268104494225,0.0013515176749959777,0.09893919973925258,0.09893919973925258,815.9584900351615,27,27,0.00010937500337604433,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.81605802419926,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
qsvt_regularized,0.0015898653621523263,0.001811817369514468,0.0013515142866342537,0.09893919973946513,0.09893919973946513,815.9584900351615,27,27,0.000106333005533088,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.81605802419926,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
huber_irls,0.001589872035910945,0.0018118268104499497,0.0013515176749963479,0.09893919973925382,0.09893919973925382,815.9584900351615,27,27,0.0002177499991375953,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.81605802419926,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
pseudoinverse,0.10421843316172986,0.05844775036780737,0.13332296851972789,0.24193700878208285,0.24193700878208285,300.75277519089803,27,27,0.00021058299898868427,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.69608455790126,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
ridge,0.10421831015970626,0.05844768023301766,0.1333228116368671,0.2419370088536899,0.2419370088536899,300.75277519089803,27,27,0.00011304100189590827,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.69608455790126,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
truncated_svd,0.10421843316172986,0.05844775036780737,0.13332296851972789,0.24193700878208316,0.24193700878208316,300.75277519089803,27,27,0.00011074999929405749,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.69608455790126,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
qsvt_regularized,0.10421831015970626,0.05844768023301766,0.1333228116368671,0.2419370088536899,0.2419370088536899,300.75277519089803,27,27,0.00011237499711569399,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.69608455790126,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
huber_irls,0.10421843316172985,0.05844775036780726,0.1333229685197279,0.24193700878208305,0.24193700878208305,300.75277519089803,27,27,0.0002613749966258183,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.69608455790126,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
pseudoinverse,0.037028324462441975,0.0221038830868057,0.046803580845678476,3.96901354315805,3.96901354315805,300.61744761714016,27,27,0.00016816599963931367,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.2770082702438,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
ridge,0.03702829440424698,0.02210385716029419,0.04680354635330985,3.969013543158428,3.969013543158428,300.61744761714016,27,27,0.00011420800001360476,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.2770082702438,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
truncated_svd,0.03702832446244201,0.022103883086805727,0.04680358084567851,3.9690135431580504,3.9690135431580504,300.61744761714016,27,27,0.00011687499500112608,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.2770082702438,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
qsvt_regularized,0.03702829440424698,0.02210385716029419,0.04680354635330985,3.969013543158428,3.969013543158428,300.61744761714016,27,27,0.00010887500684475526,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.2770082702438,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
huber_irls,0.017633025485524867,0.010521506556407597,0.02228998744962268,4.27670231574406,4.27670231574406,300.61744761714016,27,27,0.0010335839979234152,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,301.2770082702438,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
pseudoinverse,0.00016020231160749948,6.747998664702176e-05,0.00021276293743204342,0.01406972784892096,0.01406972784892096,1298.3356442093802,27,27,0.00016091599536594003,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.561516877775,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
ridge,0.00016018479492923597,6.747089212030547e-05,0.00021274017914724868,0.014069727851813648,0.014069727851813648,1298.3356442093802,27,27,0.00010983399988617748,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.561516877775,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
truncated_svd,0.00016020231160749962,6.747998664702048e-05,0.000212762937432044,0.014069727848921635,0.014069727848921635,1298.3356442093802,27,27,0.00010762500460259616,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.561516877775,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
qsvt_regularized,0.00016018479492923597,6.747089212030547e-05,0.00021274017914724868,0.014069727851813648,0.014069727851813648,1298.3356442093802,27,27,0.00011600000289035961,True,False,,ieee14,pypower,pypower.case14.case14,True,ac_power_flow_linearized,43,27,real_ieee14_ac_linearized,0.0,0.1,0.05,0,5.0,weak_area,,297.561516877775,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
