estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,iterations,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,0.01706232461739697,0.010658989355167174,0.021634234268886,5.816409142442465,5.816409142442465,209116.74065973566,599,599,120.48591545800082,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,209116.74065973566,nonlinear_noise_sweep_0p0_seed101,nonlinear_noise_sweep,scenario.noise_std,0.0,101
ridge,0.017062324617073105,0.010658989354161518,0.021634234268869828,5.816409142442441,5.816409142442441,209116.7406597024,599,599,120.4954155000014,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,209116.7406597024,nonlinear_noise_sweep_0p0_seed101,nonlinear_noise_sweep,scenario.noise_std,0.0,101
truncated_svd,0.017062324617397276,0.010658989355167079,0.021634234268886526,5.816409142442477,5.816409142442477,209116.7406596752,599,599,121.33660979100023,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,209116.7406596752,nonlinear_noise_sweep_0p0_seed101,nonlinear_noise_sweep,scenario.noise_std,0.0,101
qsvt_regularized,0.017062324617073105,0.010658989354161518,0.021634234268869828,5.816409142442441,5.816409142442441,209116.7406597024,599,599,121.20177395800056,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,209116.7406597024,nonlinear_noise_sweep_0p0_seed101,nonlinear_noise_sweep,scenario.noise_std,0.0,101
huber_irls,0.017271431132794134,0.006284773792151816,0.023584817262213308,6.05625927384499,6.05625927384499,209113.29018204787,599,599,127.67109566600266,8,True,False,,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,209113.29018204787,nonlinear_noise_sweep_0p0_seed101,nonlinear_noise_sweep,scenario.noise_std,0.0,101
pseudoinverse,0.046049404091938646,0.060199546983383374,0.024942358286791342,7.176250367922684,7.176250367922684,179585.63642631538,599,599,123.0997674579994,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,179585.63642631538,nonlinear_noise_sweep_0p0_seed202,nonlinear_noise_sweep,scenario.noise_std,0.0,202
ridge,0.04604940409208604,0.06019954698358384,0.024942358286852477,7.176250367922688,7.176250367922688,179585.636426347,599,599,120.74321562499972,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,179585.636426347,nonlinear_noise_sweep_0p0_seed202,nonlinear_noise_sweep,scenario.noise_std,0.0,202
truncated_svd,0.04604940409194033,0.060199546983385956,0.024942358286791342,7.176250367922684,7.176250367922684,179585.6364263669,599,599,120.65027270800056,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,179585.6364263669,nonlinear_noise_sweep_0p0_seed202,nonlinear_noise_sweep,scenario.noise_std,0.0,202
qsvt_regularized,0.04604940409208604,0.06019954698358384,0.024942358286852477,7.176250367922688,7.176250367922688,179585.636426347,599,599,123.95166450000033,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,179585.636426347,nonlinear_noise_sweep_0p0_seed202,nonlinear_noise_sweep,scenario.noise_std,0.0,202
huber_irls,0.04541974371448849,0.05939709916680969,0.024551464103978567,7.192836565729799,7.192836565729799,179582.2318514589,599,599,122.80786962500133,8,False,False,max_iterations reached,ieee300,pypower,pypower.case300.case300,True,nonlinear_ac_state_estimation,1550,599,nonlinear_ac_ieee300,0.0,0.1,0.05,3,5.0,weak_area,,179582.2318514589,nonlinear_noise_sweep_0p0_seed202,nonlinear_noise_sweep,scenario.noise_std,0.0,202
