absolute_spectral_error,absolute_tolerance_for_near_zero_targets,component,configuration_sha256,degree,evidence_label,polynomial,relative_spectral_error,shape,spectrum,status,tolerance
1.2136128894932134e-13,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,3,EXECUTED_STATEVECTOR,cubic,1.415498340274925e-13,8x4,nearly_rank_deficient,pass,1e-08
6.224228286391862e-14,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,7,EXECUTED_STATEVECTOR,ridge_degree_7,2.528751853232404e-13,8x4,nearly_rank_deficient,pass,1e-08
5.817173816225377e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,31,EXECUTED_STATEVECTOR,ridge_degree_31,6.762007469177489e-15,8x4,nearly_rank_deficient,pass,1e-08
8.078517244966423e-14,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,255,EXECUTED_STATEVECTOR,ridge_degree_255_repaired,1.558866499963644e-13,8x4,nearly_rank_deficient,pass,1e-08
7.572010146659547e-14,1e-12,neg_imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,1,EXECUTED_STATEVECTOR,identity,1.3767291175744624e-13,8x4,repeated_singular_values,pass,1e-08
3.409612120804503e-14,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,3,EXECUTED_STATEVECTOR,cubic,2.0493536413550715e-13,8x4,repeated_singular_values,pass,1e-08
5.644707265158797e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,7,EXECUTED_STATEVECTOR,ridge_degree_7,3.7627322198225715e-14,8x4,repeated_singular_values,pass,1e-08
1.302212313306175e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,31,EXECUTED_STATEVECTOR,ridge_degree_31,2.1050389969873726e-14,8x4,repeated_singular_values,pass,1e-08
4.2329638233325415e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,255,EXECUTED_STATEVECTOR,ridge_degree_255_repaired,9.973259043007207e-14,8x4,repeated_singular_values,pass,1e-08
1.1697065416859652e-13,1e-12,neg_imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,1,EXECUTED_STATEVECTOR,identity,1.3761253431599586e-13,8x4,zero_singular_values,pass,1e-08
9.174967411296421e-14,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,3,EXECUTED_STATEVECTOR,cubic,1.4939902155581394e-13,8x4,zero_singular_values,pass,1e-08
4.17481132364601e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,7,EXECUTED_STATEVECTOR,ridge_degree_7,4.753971759392566e-15,8x4,zero_singular_values,pass,1e-08
4.012198827904442e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,31,EXECUTED_STATEVECTOR,ridge_degree_31,1.1307398078036357e-14,8x4,zero_singular_values,pass,1e-08
3.2168717460441132e-15,1e-12,imag,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,255,EXECUTED_STATEVECTOR,ridge_degree_255_repaired,3.44203648644272e-14,8x4,zero_singular_values,pass,1e-08
