aggregate_confidence_interval_half_width,aggregate_confidence_interval_high,aggregate_confidence_interval_low,aggregate_selected_output_estimate,ci_contains_ridge,ci_contains_statevector,configuration_sha256,distribution_monte_carlo_used,empirical_postselection_rate,evidence_label,executed_backend_shots,ridge_selected_output,statevector_selected_output,status,total_accepted_samples,total_hadamard_shots,total_postselection_shots
0.000893943873538205,0.006027540740284547,0.004239652993208137,0.005133596866746342,True,True,db67f79cce4b0a67c78530c0a2a185b729f9d7a2ea6baf40ab50325266a13189,False,0.6028564500484966,EXECUTED_BACKEND_SHOTS,True,0.004938350292269933,0.004936843087993346,pass,621545,1031000,1031000
