configuration_id,chain_type,functional_id,shots_attempted,direct_postselection_shots_attempted,seed,backend,postselection_accepted,readout_accepted,measured_postselection_probability,interference_acceptance_probability,inferred_postselection_probability_from_branch,branch_probability,quadrature,quadrature_probability,readout_sign_mean_accepted,signed_overlap_estimate,selected_output_estimate,absolute_error_vs_quantized_ridge,relative_error_vs_quantized_ridge,absolute_error_vs_statevector,analytic_standard_error,statevector_expected_standard_error,confidence_interval_lower,confidence_interval_upper,statevector_reference,quantized_ridge_reference,statevector_postselection_probability,physical_recovery_scale,output_state_used_for_preparation
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,10000,10000,6,qiskit_aer_statevector_actual_shot_sampling,6023,7999,0.6023,0.7999,0.5998000000000001,0.5,real,1.0,0.5101887735966996,0.4081,0.004966510442898642,0.00011628542459792435,0.022878240171230507,0.0001163903986915165,9.685190130136001e-05,9.66010648483436e-05,0.004776684204513748,0.005156336681283536,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,10000,10000,7,qiskit_aer_statevector_actual_shot_sampling,6128,8034,0.6128,0.8034,0.6068,0.5,real,1.0,0.52974856858352,0.4256,0.005179482588820538,9.668672132397225e-05,0.019022349872884713,9.65817472303801e-05,9.600024021055929e-05,9.66010648483436e-05,0.0049913255755006485,0.005367639602140428,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,10000,10000,8,qiskit_aer_statevector_actual_shot_sampling,6169,8055,0.6169,0.8055,0.611,0.5,real,1.0,0.5374301675977654,0.4329,0.005268322398262244,0.00018552653076567803,0.03650088171985856,0.00018542155667208588,9.567826323391266e-05,9.66010648483436e-05,0.005080796448220432,0.005455848348304056,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,10000,10000,9,qiskit_aer_statevector_actual_shot_sampling,6121,8063,0.6121,0.8063,0.6126,0.5,real,1.0,0.5232543718219025,0.4219,0.0051344541922541944,5.165832475762834e-05,0.010163367977843198,5.155335066403619e-05,9.646470107691369e-05,9.66010648483436e-05,0.004945386852364022,0.005323521532144367,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,0,qiskit_aer_statevector_actual_shot_sampling,61039,80446,0.61039,0.80446,0.6089199999999999,0.5,real,1.0,0.5224374114312706,0.42028,0.005114739056460282,3.194318896371576e-05,0.006284570499473701,3.183821487012361e-05,3.0493267568973665e-05,3.054793893183939e-05,0.00505497335025415,0.0051745047626664134,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,1,qiskit_aer_statevector_actual_shot_sampling,60824,80497,0.60824,0.80497,0.6099399999999999,0.5,real,1.0,0.515658968657217,0.41509,0.005051577602898302,3.121826459826383e-05,0.006141947347895321,3.132323869185598e-05,3.0610715371482016e-05,3.054793893183939e-05,0.004991581703229191,0.005111573502567413,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,2,qiskit_aer_statevector_actual_shot_sampling,60939,80295,0.60939,0.80295,0.6059000000000001,0.5,real,1.0,0.5229341802104739,0.41989,0.005109992820065451,2.7196952568885047e-05,0.00535078592134773,2.7091978475292898e-05,3.0464541232872723e-05,3.054793893183939e-05,0.005050283416443485,0.0051697022236874175,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,3,qiskit_aer_statevector_actual_shot_sampling,60910,80328,0.6091,0.80328,0.60656,0.5,real,1.0,0.5224330245991435,0.41966,0.005107193757576191,2.4397890079625242e-05,0.004800092452196385,2.4292915986033094e-05,3.0477253882801077e-05,3.054793893183939e-05,0.0050474594376182175,0.005166928077534165,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,4,qiskit_aer_statevector_actual_shot_sampling,60896,80420,0.60896,0.8042,0.6084,0.5,real,1.0,0.5194478985327033,0.41774,0.005083827670709333,1.0318032127665591e-06,0.00020299914449933517,9.268291191744105e-07,3.0538611830206925e-05,3.054793893183939e-05,0.005023973091384278,0.005143682250034387,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,5,qiskit_aer_statevector_actual_shot_sampling,61072,80443,0.61072,0.80443,0.60886,0.5,real,1.0,0.5234389567768482,0.42107,0.0051243532276190416,4.155736012247547e-05,0.008176082850036579,4.145238602888332e-05,3.0476393023069558e-05,3.054793893183939e-05,0.005064620594915138,0.005184085860322945,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,6,qiskit_aer_statevector_actual_shot_sampling,60762,80238,0.60762,0.80238,0.60476,0.5,real,1.0,0.5196540292629428,0.41696,0.00507433519791967,8.46066957689573e-06,0.0016645700117527778,8.565643670487878e-06,3.0510253417970752e-05,3.054793893183939e-05,0.0050145362000612575,0.005134134195778083,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,7,qiskit_aer_statevector_actual_shot_sampling,61083,80315,0.61083,0.80315,0.6063000000000001,0.5,real,1.0,0.5261408205192056,0.42257,0.005142607982983776,5.9812115487210306e-05,0.011767561996675191,5.970714139361816e-05,3.0414479774195477e-05,3.054793893183939e-05,0.005082996698017831,0.0052022192679497216,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,8,qiskit_aer_statevector_actual_shot_sampling,61147,80286,0.61147,0.80286,0.60572,0.5,real,1.0,0.5286102184689734,0.4244,0.005164878784528751,8.208291703218525e-05,0.016149166555573993,8.19779429385931e-05,3.0369647935306798e-05,3.054793893183939e-05,0.005105355368352389,0.0052244022007051135,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,100000,100000,9,qiskit_aer_statevector_actual_shot_sampling,60718,80325,0.60718,0.80325,0.6065,0.5,real,1.0,0.5166137566137566,0.41497,0.005050117222469124,3.267864502744244e-05,0.006429265679626376,3.278361912103459e-05,3.0571490214332854e-05,3.054793893183939e-05,0.004990198202695312,0.005110036242242935,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,1000000,1000000,0,qiskit_aer_statevector_actual_shot_sampling,609385,804959,0.609385,0.804959,0.609918,0.5,real,1.0,0.5193196175208924,0.418031,0.00508736909325009,4.573225753524285e-06,0.0008997460989470623,4.468251659932136e-06,9.661111343334239e-06,9.660106484834362e-06,0.0050684336629665235,0.005106304523533657,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,1000000,1000000,1,qiskit_aer_statevector_actual_shot_sampling,609159,804414,0.609159,0.804414,0.6088279999999999,0.5,real,1.0,0.5195483917485275,0.417932,0.005086164279396018,3.3684118994521672e-06,0.0006627084752689889,3.2634378058600186e-06,9.657567624157718e-06,9.660106484834362e-06,0.005067235794674409,0.005105092764117627,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,1000000,1000000,2,qiskit_aer_statevector_actual_shot_sampling,608694,803932,0.608694,0.803932,0.607864,0.5,real,1.0,0.5195240393466114,0.417662,0.005082878423430366,8.255593380007004e-08,1.6242228874072684e-05,2.2418159792078618e-08,9.655601475224161e-06,9.660106484834362e-06,0.005063953792289855,0.005101803054570878,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
ieee14_sparse_quantized_8x8_d31_selected_v1,sparse,signed_difference_e0_minus_e1,1000000,1000000,3,qiskit_aer_statevector_actual_shot_sampling,608791,803994,0.608791,0.803994,0.607988,0.5,real,1.0,0.5193993985029739,0.417594,0.005082050874520499,7.449929760672616e-07,0.0001465714924400837,8.499670696594103e-07,9.65651253456422e-06,9.660106484834362e-06,0.005063124457736493,0.005100977291304504,0.005082900841590158,0.005082795867496566,0.6090421558900074,0.012169836909822694,False
