run_id,case_name,block_size,matrix_source,kappa,sigma_min,sigma_max,beta,lambda,alpha,degree_attempted,degree_min_feasible,phase_count,target_error_tolerance,max_polynomial_error,spectrum_point_error,uniform_grid_error,boundedness_pass,parity_pass,phase_synthesis_status,phase_synthesis_error,qsvt_statevector_status,postselection_probability,update_relative_error_vs_matched_ridge,selected_functional_errors,finite_shot_readout_status,finite_shot_shots,finite_shot_mean_relative_error,classical_adjoint_value,classical_adjoint_time,final_status,failure_reason,block_id,block_kind,degree_ceiling,selected_rows,selected_cols,block_checksum,residual_checksum,selection_rule,measurement_state_provenance,singular_values,controlled_target_kappa,polynomial_degree_evaluated,physical_recovery_factor_C_over_beta,classical_adjoint_observable
phase2_ieee14_8x8_raw_lambda0.1_dmax45,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.1,734887.6364250337,21,21.0,22,0.01,0.006106917627065167,0.006106917627065167,0.006106917627065167,True,True,completed,none,completed,0.5365070088317312,0.0031812696840862295,"{""area_aggregate_first_half"":0.00044169493281973483,""energy_block_first_half"":0.002611203899494662,""state_correction_0"":0.00027825032443728196,""state_difference_0_1"":0.00109477446662816}",not_run,0,not_applicable,0.0035684777591830693,1.0812495020218194e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,45,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,21,0.0006124192490615583,state_correction_0
phase2_ieee14_8x8_raw_lambda0.1_dmax71,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.1,734887.6364250337,21,21.0,22,0.01,0.006106917627065167,0.006106917627065167,0.006106917627065167,True,True,completed,none,completed,0.5365070088317312,0.0031812696840862295,"{""area_aggregate_first_half"":0.00044169493281973483,""energy_block_first_half"":0.002611203899494662,""state_correction_0"":0.00027825032443728196,""state_difference_0_1"":0.00109477446662816}",not_run,0,not_applicable,0.0035684777591830693,1.0770992957986891e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,71,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,21,0.0006124192490615583,state_correction_0
phase2_ieee14_8x8_raw_lambda0.1_dmax101,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.1,734887.6364250337,21,21.0,22,0.01,0.006106917627065167,0.006106917627065167,0.006106917627065167,True,True,completed,none,completed,0.5365070088317312,0.0031812696840862295,"{""area_aggregate_first_half"":0.00044169493281973483,""energy_block_first_half"":0.002611203899494662,""state_correction_0"":0.00027825032443728196,""state_difference_0_1"":0.00109477446662816}",not_run,0,not_applicable,0.0035684777591830693,1.0562493116594851e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,101,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,21,0.0006124192490615583,state_correction_0
phase2_ieee14_8x8_raw_lambda0.1_dmax201,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.1,734887.6364250337,21,21.0,22,0.01,0.006106917627065167,0.006106917627065167,0.006106917627065167,True,True,completed,none,completed,0.5365070088317312,0.0031812696840862295,"{""area_aggregate_first_half"":0.00044169493281973483,""energy_block_first_half"":0.002611203899494662,""state_correction_0"":0.00027825032443728196,""state_difference_0_1"":0.00109477446662816}",not_run,0,not_applicable,0.0035684777591830693,1.0499992640689015e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,201,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,21,0.0006124192490615583,state_correction_0
phase2_ieee14_8x8_raw_lambda0.069_dmax45,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.069,507072.46913327323,25,25.0,26,0.01,0.006747320884906316,0.006747320884906316,0.006747320884906316,True,True,completed,none,completed,0.4280706133401064,0.0024509362350829044,"{""area_aggregate_first_half"":0.003958307228650928,""energy_block_first_half"":0.0025924803784475713,""state_correction_0"":0.0018829288144872806,""state_difference_0_1"":0.0007264212114739257}",not_run,0,not_applicable,0.003937814733001503,1.0541494702920318e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,45,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,25,0.0007372661185760752,state_correction_0
phase2_ieee14_8x8_raw_lambda0.069_dmax71,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.069,507072.46913327323,25,25.0,26,0.01,0.006747320884906316,0.006747320884906316,0.006747320884906316,True,True,completed,none,completed,0.4280706133401064,0.0024509362350829044,"{""area_aggregate_first_half"":0.003958307228650928,""energy_block_first_half"":0.0025924803784475713,""state_correction_0"":0.0018829288144872806,""state_difference_0_1"":0.0007264212114739257}",not_run,0,not_applicable,0.003937814733001503,1.0520510841161013e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,71,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,25,0.0007372661185760752,state_correction_0
phase2_ieee14_8x8_raw_lambda0.069_dmax101,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.069,507072.46913327323,25,25.0,26,0.01,0.006747320884906316,0.006747320884906316,0.006747320884906316,True,True,completed,none,completed,0.4280706133401064,0.0024509362350829044,"{""area_aggregate_first_half"":0.003958307228650928,""energy_block_first_half"":0.0025924803784475713,""state_correction_0"":0.0018829288144872806,""state_difference_0_1"":0.0007264212114739257}",not_run,0,not_applicable,0.003937814733001503,1.0395495337434113e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,101,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,25,0.0007372661185760752,state_correction_0
phase2_ieee14_8x8_raw_lambda0.069_dmax201,ieee14,8,ieee14_pypower_ac_weighted_jacobian,132.83928362164585,20.40722466179977,2710.8811047794657,2710.8811047794657,0.069,507072.46913327323,25,25.0,26,0.01,0.006747320884906316,0.006747320884906316,0.006747320884906316,True,True,completed,none,completed,0.4280706133401064,0.0024509362350829044,"{""area_aggregate_first_half"":0.003958307228650928,""energy_block_first_half"":0.0025924803784475713,""state_correction_0"":0.0018829288144872806,""state_difference_0_1"":0.0007264212114739257}",not_run,0,not_applicable,0.003937814733001503,1.0437506716698408e-05,feasible,none,ieee14_8x8_raw,raw_ieee_derived_selected_block,201,15 17 18 29 31 32 48 68,0 2 3 7 13 14 16 17,c5027daaefc0c0c2eb6117a0e1bd1194,9de39f6071024f5c884183271791e2c5,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE14 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",2710.88110478 2652.75393378 1327.18724551 1255.8131012 514.089515029 449.892835303 69.2384564704 20.4072246618,not_applicable,25,0.0007372661185760752,state_correction_0
phase2_ieee30_16x16_raw_lambda0.1_dmax45,ieee30,16,ieee30_pypower_ac_weighted_jacobian,87.89749014434929,52.625763150379335,4625.672497849328,4625.672497849328,0.1,2139684.6057359637,21,21.0,22,0.01,0.006092939623676741,0.006092939623676741,0.006092939623676741,True,True,completed,none,completed,0.7303584625223158,0.004254793973358429,"{""area_aggregate_first_half"":0.0034507502642944,""energy_block_first_half"":0.005258818839193909,""state_correction_0"":0.0020422397516399876,""state_difference_0_1"":0.0018961198423134012}",not_run,0,not_applicable,0.0003904673964413647,1.4500008546747267e-05,feasible,none,ieee30_16x16_raw,raw_ieee_derived_selected_block,45,33 35 50 51 63 65 80 81 93 96 99 118 134 137 140 159,0 1 2 4 6 8 19 20 30 31 32 34 36 38 49 50,07a4ffdc507fe0711e91c87bfe497135,55aadb52987463e7aaa88165721655dc,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE30 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",4625.67249785 4599.54543613 4113.5302507 4091.67741645 2412.41403581 2402.28736205 971.593858136 961.903444505 611.317920181 606.198022142 430.092889512 427.731707078 82.2933268147 81.6310091476 53.2235191053 52.6257631504,not_applicable,21,0.00035890905352806173,state_correction_0
phase2_ieee30_16x16_raw_lambda0.1_dmax71,ieee30,16,ieee30_pypower_ac_weighted_jacobian,87.89749014434929,52.625763150379335,4625.672497849328,4625.672497849328,0.1,2139684.6057359637,21,21.0,22,0.01,0.006092939623676741,0.006092939623676741,0.006092939623676741,True,True,completed,none,completed,0.7303584625223158,0.004254793973358429,"{""area_aggregate_first_half"":0.0034507502642944,""energy_block_first_half"":0.005258818839193909,""state_correction_0"":0.0020422397516399876,""state_difference_0_1"":0.0018961198423134012}",not_run,0,not_applicable,0.0003904673964413647,1.4541001291945577e-05,feasible,none,ieee30_16x16_raw,raw_ieee_derived_selected_block,71,33 35 50 51 63 65 80 81 93 96 99 118 134 137 140 159,0 1 2 4 6 8 19 20 30 31 32 34 36 38 49 50,07a4ffdc507fe0711e91c87bfe497135,55aadb52987463e7aaa88165721655dc,"largest_row_col_norms (deterministic, pre-solve)","Generated IEEE30 PYPOWER weighted Jacobian, seed 123; largest_row_col_norms (deterministic, pre-solve); generated benchmark measurements, not field records",4625.67249785 4599.54543613 4113.5302507 4091.67741645 2412.41403581 2402.28736205 971.593858136 961.903444505 611.317920181 606.198022142 430.092889512 427.731707078 82.2933268147 81.6310091476 53.2235191053 52.6257631504,not_applicable,21,0.00035890905352806173,state_correction_0
