estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,iterations,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,0.0007835438394949774,0.0010376247169603015,0.00039387591230369555,8.223399479810128,8.223399479810128,441.1782927428307,235,235,5.304461707999991,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,441.1782927428307,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
ridge,0.0007835438394949888,0.0010376247169602902,0.00039387591230377074,8.223399479810132,8.223399479810132,441.1782927428186,235,235,5.409222209000006,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,441.1782927428186,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
truncated_svd,0.0007835438394949519,0.001037624716960275,0.0003938759123036639,8.223399479810132,8.223399479810132,441.1782927428255,235,235,5.228933667000007,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,441.1782927428255,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
qsvt_regularized,0.0007835438394949888,0.0010376247169602902,0.00039387591230377074,8.223399479810132,8.223399479810132,441.1782927428186,235,235,5.254804875000019,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,441.1782927428186,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
huber_irls,0.0003105578067205042,0.00041476901552648716,0.0001466271999087017,8.390747243623647,8.390747243623647,440.6306175381835,235,235,5.430269457999998,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,440.6306175381835,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
pseudoinverse,0.0038030278891007636,0.0016934637571824705,0.005095091592217582,7.198561346691344,7.198561346691344,427.8058678217969,235,235,6.638552790999995,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.8058678217969,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
ridge,0.0038030278891006924,0.0016934637571822948,0.005095091592217534,7.198561346691361,7.198561346691361,427.8058678217916,235,235,6.2911423330000105,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.8058678217916,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
truncated_svd,0.0038030278891007774,0.0016934637571824364,0.005095091592217614,7.198561346691319,7.198561346691319,427.80586782179597,235,235,6.472566916999995,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.80586782179597,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
qsvt_regularized,0.0038030278891006924,0.0016934637571822948,0.005095091592217534,7.198561346691361,7.198561346691361,427.8058678217916,235,235,6.412225791999987,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.8058678217916,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
huber_irls,0.0023646478758361593,0.0011382388235329206,0.0031386501863037088,7.503221658558439,7.503221658558439,428.9414928882653,235,235,7.529672790999996,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,428.9414928882653,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
pseudoinverse,0.0022802733103700922,0.0030831764678285116,0.0009642665278285686,7.877465660690509,7.877465660690509,309.1977416701854,235,235,5.437071790999994,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,309.1977416701854,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
ridge,0.002280273310369913,0.0030831764678283407,0.0009642665278282683,7.87746566069051,7.87746566069051,309.19774167020563,235,235,5.574884999999995,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,309.19774167020563,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
truncated_svd,0.0022802733103700836,0.003083176467828512,0.0009642665278285272,7.877465660690522,7.877465660690522,309.1977416701849,235,235,5.097651042000024,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,309.1977416701849,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
qsvt_regularized,0.002280273310369913,0.0030831764678283407,0.0009642665278282683,7.87746566069051,7.87746566069051,309.19774167020563,235,235,5.086273041999988,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,309.19774167020563,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
huber_irls,0.0009236625305539192,0.0012516748998399666,0.00038165667096448446,8.167939749946564,8.167939749946564,308.7448593885193,235,235,5.366979834000006,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,308.7448593885193,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
pseudoinverse,0.0022008063793804065,0.0009940293772060353,0.0029438630563643413,7.8315412610091535,7.8315412610091535,427.98630516515647,235,235,7.401403125000002,6,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.98630516515647,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
ridge,0.0022008063793804203,0.0009940293772060158,0.0029438630563643686,7.831541261009124,7.831541261009124,427.9863051651586,235,235,7.385980291999999,6,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.9863051651586,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
truncated_svd,0.0022008063793804307,0.000994029377206041,0.0029438630563643755,7.831541261009137,7.831541261009137,427.9863051651596,235,235,7.390116040999999,6,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.9863051651596,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
qsvt_regularized,0.0022008063793804203,0.0009940293772060158,0.0029438630563643686,7.831541261009124,7.831541261009124,427.9863051651586,235,235,7.384662042000002,6,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.9863051651586,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
huber_irls,0.0008676292456709166,0.0003852161844918408,0.0011627758023031618,8.150605497634961,8.150605497634961,427.9969777002766,235,235,5.399026042000003,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,427.9969777002766,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
pseudoinverse,0.0048375439981492895,0.0013692333519353115,0.006689277346750871,7.939038928649307,7.939038928649307,492.2831867879635,235,235,6.293599208000046,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,492.2831867879635,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
ridge,0.00483754399814893,0.0013692333519352226,0.006689277346750372,7.939038928649297,7.939038928649297,492.28318678793545,235,235,6.385570457999961,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,492.28318678793545,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
truncated_svd,0.004837543998149273,0.0013692333519353045,0.006689277346750849,7.939038928649291,7.939038928649291,492.2831867879642,235,235,6.411235042000044,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,492.2831867879642,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
qsvt_regularized,0.00483754399814893,0.0013692333519352226,0.006689277346750372,7.939038928649297,7.939038928649297,492.28318678793545,235,235,6.420053792000033,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,492.28318678793545,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
huber_irls,0.0025250693524804468,0.0006876627637439737,0.0034970050275740018,8.123507784759791,8.123507784759791,485.8763776898922,235,235,6.894734707999987,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,485.8763776898922,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
pseudoinverse,0.0027751891882730893,0.0011873983805263018,0.0037336463606440834,7.325770096767784,7.325770096767784,304.5210808403955,235,235,6.458938042,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,304.5210808403955,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
ridge,0.002775189188273073,0.0011873983805262545,0.003733646360644074,7.325770096767715,7.325770096767715,304.5210808403915,235,235,6.448678915999949,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,304.5210808403915,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
truncated_svd,0.0027751891882731353,0.0011873983805263002,0.0037336463606441523,7.3257700967677515,7.3257700967677515,304.5210808403929,235,235,6.414585208000005,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,304.5210808403929,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
qsvt_regularized,0.002775189188273073,0.0011873983805262545,0.003733646360644074,7.325770096767715,7.325770096767715,304.5210808403915,235,235,6.3239446659999885,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,304.5210808403915,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
huber_irls,0.0018646136810006216,0.0007809261864750619,0.0025138469645729334,7.617152998044352,7.617152998044352,304.8197155231226,235,235,6.744455416999983,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,304.8197155231226,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
pseudoinverse,0.0032460981704179504,0.0016685116313614203,0.004269036229236703,7.707616917865131,7.707616917865131,422.01567349461044,235,235,6.305114166999999,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,422.01567349461044,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
ridge,0.0032460981704177487,0.0016685116313611963,0.004269036229236485,7.707616917865156,7.707616917865156,422.015673494611,235,235,6.227239625000038,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,422.015673494611,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
truncated_svd,0.003246098170417892,0.001668511631361392,0.004269036229236626,7.70761691786511,7.70761691786511,422.01567349460925,235,235,6.290067915999998,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,422.01567349460925,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
qsvt_regularized,0.0032460981704177487,0.0016685116313611963,0.004269036229236485,7.707616917865156,7.707616917865156,422.015673494611,235,235,6.3304758749999905,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,422.015673494611,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
huber_irls,0.002233135410437293,0.0010676751065018988,0.0029666910865429655,7.8388696774344835,7.8388696774344835,422.0464941636748,235,235,6.827211624999961,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,422.0464941636748,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
pseudoinverse,0.001651324869881594,0.0005655242540324583,0.002261311829226275,8.428863064265252,8.428863064265252,373.0998795394518,235,235,6.285639250000031,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,373.0998795394518,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
ridge,0.001651324869881555,0.0005655242540324508,0.0022613118292262205,8.428863064265245,8.428863064265245,373.09987953945847,235,235,6.350337833000026,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,373.09987953945847,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
truncated_svd,0.0016513248698815691,0.0005655242540324686,0.0022613118292262365,8.428863064265247,8.428863064265247,373.09987953945205,235,235,6.4565087919999655,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,373.09987953945205,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
qsvt_regularized,0.001651324869881555,0.0005655242540324508,0.0022613118292262205,8.428863064265245,8.428863064265245,373.09987953945847,235,235,6.396780250000006,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,373.09987953945847,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
huber_irls,0.000529688405947391,0.00018154519533855325,0.0007253154880933527,8.537561169786127,8.537561169786127,379.2276999264674,235,235,5.402778375000025,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.0,0.1,0.05,3,5.0,weak_area,,379.2276999264674,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
pseudoinverse,0.0010033410036594786,0.00040088882291254314,0.0013584937091062877,8.973086190652925,8.973086190652925,397.9704647695169,235,235,5.297045916000002,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,397.9704647695169,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
ridge,0.0010033410036595367,0.00040088882291252156,0.0013584937091063796,8.973086190652912,8.973086190652912,397.9704647694866,235,235,5.2709255830000075,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,397.9704647694866,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
truncated_svd,0.0010033410036594816,0.00040088882291252525,0.0013584937091062977,8.973086190652939,8.973086190652939,397.97046476952363,235,235,5.286866125000017,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,397.97046476952363,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
qsvt_regularized,0.0010033410036595367,0.00040088882291252156,0.0013584937091063796,8.973086190652912,8.973086190652912,397.9704647694866,235,235,5.198491875000002,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,397.9704647694866,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
huber_irls,0.00043572198970428253,0.00037456704602759603,0.0004888628544362827,8.9975825249255,8.9975825249255,401.2107483598391,235,235,5.440531749999991,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,401.2107483598391,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
pseudoinverse,0.0037278518666725496,0.004537613368252267,0.002694539814073344,7.436651222536472,7.436651222536472,330.24050764129674,235,235,6.525806165999995,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,330.24050764129674,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
ridge,0.003727851866672534,0.004537613368252286,0.002694539814073269,7.436651222536469,7.436651222536469,330.2405076412985,235,235,6.42049750000001,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,330.2405076412985,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
truncated_svd,0.003727851866672542,0.0045376133682522605,0.0026945398140733328,7.436651222536485,7.436651222536485,330.2405076412966,235,235,6.445764875000009,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,330.2405076412966,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
qsvt_regularized,0.003727851866672534,0.004537613368252286,0.002694539814073269,7.436651222536469,7.436651222536469,330.2405076412985,235,235,6.4365162080000005,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,330.2405076412985,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
huber_irls,0.0024634786753201755,0.0031415943308543545,0.00151659168567016,7.721698785435533,7.721698785435533,330.05637767774135,235,235,6.859294207999994,5,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,330.05637767774135,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
pseudoinverse,0.0007845172189924595,0.001034434225795117,0.00040587288361752425,8.592894755355882,8.592894755355882,440.2502132803552,235,235,5.294659999999965,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,440.2502132803552,nonlinear_noise_sweep_0p002_seed303,nonlinear_noise_sweep,scenario.noise_std,0.002,303
ridge,0.0007845172189924218,0.0010344342257950817,0.000405872883617469,8.592894755355866,8.592894755355866,440.25021328033927,235,235,5.252015207999989,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,440.25021328033927,nonlinear_noise_sweep_0p002_seed303,nonlinear_noise_sweep,scenario.noise_std,0.002,303
truncated_svd,0.0007845172189924618,0.001034434225795123,0.00040587288361751883,8.59289475535586,8.59289475535586,440.25021328035115,235,235,5.228589542000009,4,True,False,,ieee118,pypower,pypower.case118.case118,True,nonlinear_ac_state_estimation,653,235,nonlinear_ac_ieee118,0.002,0.1,0.05,3,5.0,weak_area,,440.25021328035115,nonlinear_noise_sweep_0p002_seed303,nonlinear_noise_sweep,scenario.noise_std,0.002,303
