bootstrap_sample,structural_group_count,median_paired_difference_sensitivity_minus_magnitude,mean_paired_difference_sensitivity_minus_magnitude,resampling_unit,bootstrap_mode,bootstrap_seed
1376,12,-0.03983392994862024,-0.1839993837468743,structural_group,case_stratified,8675310
1377,12,-0.006246033357254349,-0.06953884774027048,structural_group,case_stratified,8675310
1378,12,-0.005658969592345277,-0.06784287262892813,structural_group,case_stratified,8675310
1379,12,-0.0031230166786271746,-0.06110147565482164,structural_group,case_stratified,8675310
1380,12,0.0,-0.11142473104240304,structural_group,case_stratified,8675310
1381,12,-0.0034439534025555232,-0.062232377144441915,structural_group,case_stratified,8675310
1382,12,-0.0034439534025555232,-0.06620517356533424,structural_group,case_stratified,8675310
1383,12,-0.0034439534025555232,-0.011872820663270355,structural_group,case_stratified,8675310
1384,12,-0.0006418734478566973,-0.002415198309739531,structural_group,case_stratified,8675310
1385,12,-0.0034439534025555232,-0.011599619770496637,structural_group,case_stratified,8675310
1386,12,-0.00032093672392834866,-0.010790708608680434,structural_group,case_stratified,8675310
1387,12,-0.0034439534025555232,-0.0124740844259615,structural_group,case_stratified,8675310
1388,12,-0.005658969592345277,-0.06841924071342019,structural_group,case_stratified,8675310
1389,12,0.0,-0.06279971566427572,structural_group,case_stratified,8675310
1390,12,-0.0034439534025555232,-0.1685737371021011,structural_group,case_stratified,8675310
1391,12,0.0,-0.0650890308853873,structural_group,case_stratified,8675310
1392,12,-0.021288940384876134,-0.08001571703430614,structural_group,case_stratified,8675310
1393,12,-0.006246033357254349,-0.11822188793873072,structural_group,case_stratified,8675310
1394,12,-0.005658969592345277,-0.01279422364295698,structural_group,case_stratified,8675310
1395,12,-0.0034439534025555232,-0.01307534818865265,structural_group,case_stratified,8675310
1396,12,-0.008461049547044103,-0.1227935722715814,structural_group,case_stratified,8675310
1397,12,-0.00032093672392834866,-0.013515195368003588,structural_group,case_stratified,8675310
1398,12,-0.00032093672392834866,-0.05984075865649358,structural_group,case_stratified,8675310
1399,12,0.0,-0.009664266425078732,structural_group,case_stratified,8675310
1400,12,-0.0006418734478566973,-0.003579922458058002,structural_group,case_stratified,8675310
1401,12,-0.010676065736833856,-0.12327209639525527,structural_group,case_stratified,8675310
1402,12,-0.006246033357254349,-0.07088478502753709,structural_group,case_stratified,8675310
1403,12,-0.0034439534025555232,-0.014064291923563751,structural_group,case_stratified,8675310
1404,12,-0.0006418734478566973,-0.06084992242846441,structural_group,case_stratified,8675310
1405,12,-0.015950907516459206,-0.02155620261988185,structural_group,case_stratified,8675310
1406,12,0.0,-0.013580748861652248,structural_group,case_stratified,8675310
1407,12,-0.0006418734478566973,-0.061633489232483574,structural_group,case_stratified,8675310
1408,12,-0.00032093672392834866,-0.06505481324708294,structural_group,case_stratified,8675310
1409,12,-0.00032093672392834866,3.608755680990552e-05,structural_group,case_stratified,8675310
1410,12,-0.0034439534025555232,-0.01284325379092646,structural_group,case_stratified,8675310
1411,12,-0.0031230166786271746,-0.02143609967792022,structural_group,case_stratified,8675310
1412,12,-0.00032093672392834866,-0.06752956856868403,structural_group,case_stratified,8675310
1413,12,-0.0031230166786271746,-0.013510519726864227,structural_group,case_stratified,8675310
1414,12,-0.0034439534025555232,-0.06389421067780618,structural_group,case_stratified,8675310
1415,12,0.0,-0.012441793958791985,structural_group,case_stratified,8675310
1416,12,-0.0034439534025555232,-0.06621309721825619,structural_group,case_stratified,8675310
1417,12,-0.0034439534025555232,-0.06498413543269695,structural_group,case_stratified,8675310
1418,12,0.0,-0.056934972183419565,structural_group,case_stratified,8675310
1419,12,0.0,-0.060715223311958444,structural_group,case_stratified,8675310
1420,12,-0.005658969592345277,-0.11799446918214389,structural_group,case_stratified,8675310
1421,12,-0.00032093672392834866,-0.05498111462119585,structural_group,case_stratified,8675310
1422,12,-0.0006418734478566973,-0.06342719735202303,structural_group,case_stratified,8675310
1423,12,-0.008461049547044103,-0.019010769483894786,structural_group,case_stratified,8675310
1424,12,-0.0034439534025555232,-0.17100981547937924,structural_group,case_stratified,8675310
1425,12,-0.0031230166786271746,-0.018722361101849775,structural_group,case_stratified,8675310
1426,12,-0.010676065736833856,-0.07179848068942254,structural_group,case_stratified,8675310
1427,12,0.0,-0.011063909501454151,structural_group,case_stratified,8675310
1428,12,-0.008461049547044103,-0.06706625193428144,structural_group,case_stratified,8675310
1429,12,-0.00032093672392834866,-0.05923481925266308,structural_group,case_stratified,8675310
1430,12,-0.0006418734478566973,-0.004785274513771057,structural_group,case_stratified,8675310
1431,12,-0.00032093672392834866,-0.005796814136474693,structural_group,case_stratified,8675310
1432,12,0.0,-0.06552137789326812,structural_group,case_stratified,8675310
1433,12,-0.008461049547044103,-0.0743198903082603,structural_group,case_stratified,8675310
1434,12,-0.021288940384876134,-0.12617518809831654,structural_group,case_stratified,8675310
1435,12,-0.008461049547044103,-0.06521905436075391,structural_group,case_stratified,8675310
1436,12,-0.0034439534025555232,-0.06194679329272767,structural_group,case_stratified,8675310
1437,12,-0.006246033357254349,-0.1284081893351093,structural_group,case_stratified,8675310
1438,12,0.0,-0.06890061786927049,structural_group,case_stratified,8675310
1439,12,-0.00032093672392834866,-0.060075677584550534,structural_group,case_stratified,8675310
1440,12,-0.0006418734478566973,-0.006135887442176997,structural_group,case_stratified,8675310
1441,12,-0.00032093672392834866,-0.06124040173286901,structural_group,case_stratified,8675310
1442,12,0.0,-0.014639337761198733,structural_group,case_stratified,8675310
1443,12,-0.006246033357254349,-0.06929132951815224,structural_group,case_stratified,8675310
1444,12,-0.0006418734478566973,-0.12019562863136508,structural_group,case_stratified,8675310
1445,12,-0.0034439534025555232,-0.10961613435287222,structural_group,case_stratified,8675310
1446,12,-0.0034439534025555232,-0.06852176031537771,structural_group,case_stratified,8675310
1447,12,-0.016271844240387554,-0.0713804975116089,structural_group,case_stratified,8675310
1448,12,-0.01907392419508638,-0.07529053977103718,structural_group,case_stratified,8675310
1449,12,-0.01907392419508638,-0.07292046356700566,structural_group,case_stratified,8675310
1450,12,-0.036226347372473364,-0.13346122232196464,structural_group,case_stratified,8675310
1451,12,0.0,-0.0119808531751222,structural_group,case_stratified,8675310
1452,12,-0.005338032868416928,-0.06459387246341314,structural_group,case_stratified,8675310
1453,12,0.0,-0.006752039774859509,structural_group,case_stratified,8675310
1454,12,-0.021288940384876134,-0.12617518809831654,structural_group,case_stratified,8675310
1455,12,-0.0006418734478566973,-0.06305802798705808,structural_group,case_stratified,8675310
1456,12,-0.03190181503291841,-0.07877913450574847,structural_group,case_stratified,8675310
1457,12,-0.0034439534025555232,-0.06833565520016947,structural_group,case_stratified,8675310
1458,12,-0.021288940384876134,-0.12441105129811554,structural_group,case_stratified,8675310
1459,12,-0.0034439534025555232,-0.06022701099935677,structural_group,case_stratified,8675310
1460,12,-0.021288940384876134,-0.1296717064859498,structural_group,case_stratified,8675310
1461,12,-0.021288940384876134,-0.07408779591053412,structural_group,case_stratified,8675310
1462,12,-0.021288940384876134,-0.12441105129811554,structural_group,case_stratified,8675310
1463,12,-0.0034439534025555232,-0.11459297022499808,structural_group,case_stratified,8675310
1464,12,-0.0031230166786271746,-0.015880595930895754,structural_group,case_stratified,8675310
1465,12,-0.036226347372473364,-0.12951614610960213,structural_group,case_stratified,8675310
1466,12,-0.0034439534025555232,-0.12123901004164028,structural_group,case_stratified,8675310
1467,12,0.0,-0.004981067817907109,structural_group,case_stratified,8675310
1468,12,-0.0006418734478566973,-0.06307500001233522,structural_group,case_stratified,8675310
1469,12,-0.0006418734478566973,-0.007256781823589552,structural_group,case_stratified,8675310
1470,12,-0.0034439534025555232,-0.01062918664284053,structural_group,case_stratified,8675310
1471,12,-0.036226347372473364,-0.13021992947425085,structural_group,case_stratified,8675310
1472,12,-0.0034439534025555232,-0.015266819448946046,structural_group,case_stratified,8675310
1473,12,-0.0006418734478566973,-0.004789950154910416,structural_group,case_stratified,8675310
1474,12,-0.00032093672392834866,-0.06646453949199234,structural_group,case_stratified,8675310
1475,12,-0.0031230166786271746,-0.010651782530633064,structural_group,case_stratified,8675310
1476,12,-0.008461049547044103,-0.014453681325588441,structural_group,case_stratified,8675310
1477,12,-0.03190181503291841,-0.1781228686218046,structural_group,case_stratified,8675310
1478,12,-0.021288940384876134,-0.020129288014574535,structural_group,case_stratified,8675310
1479,12,-0.00032093672392834866,-0.06467550701359222,structural_group,case_stratified,8675310
1480,12,0.0,-0.06641105003800428,structural_group,case_stratified,8675310
1481,12,-0.006246033357254349,-0.1170442560915475,structural_group,case_stratified,8675310
1482,12,-0.0006418734478566973,-0.0057667180772120385,structural_group,case_stratified,8675310
1483,12,-0.00032093672392834866,-0.11232123834389059,structural_group,case_stratified,8675310
1484,12,-0.0034439534025555232,-0.06924251570530354,structural_group,case_stratified,8675310
1485,12,-0.0034439534025555232,-0.06376909518805611,structural_group,case_stratified,8675310
1486,12,-0.0034439534025555232,-0.01317786779061019,structural_group,case_stratified,8675310
1487,12,-0.010676065736833856,-0.12373910972103841,structural_group,case_stratified,8675310
1488,12,-0.01907392419508638,-0.17780013721895552,structural_group,case_stratified,8675310
1489,12,0.0,-0.06368938780901189,structural_group,case_stratified,8675310
1490,12,-0.021288940384876134,-0.17409095888440881,structural_group,case_stratified,8675310
1491,12,-0.016271844240387554,-0.017942492395420503,structural_group,case_stratified,8675310
1492,12,-0.0034439534025555232,-0.06261405922866543,structural_group,case_stratified,8675310
1493,12,-0.0034439534025555232,-0.11273706200609222,structural_group,case_stratified,8675310
1494,12,0.0,-0.06285320511826378,structural_group,case_stratified,8675310
1495,12,-0.006246033357254349,-0.12004418983405914,structural_group,case_stratified,8675310
1496,12,0.0,-0.005737252140373283,structural_group,case_stratified,8675310
1497,12,-0.010676065736833856,-0.06972711237109078,structural_group,case_stratified,8675310
1498,12,-0.0034439534025555232,-0.06550931385360752,structural_group,case_stratified,8675310
1499,12,-0.010676065736833856,-0.12327209639525527,structural_group,case_stratified,8675310
1500,12,-0.006246033357254349,-0.11874706635964127,structural_group,case_stratified,8675310
1501,12,-0.00032093672392834866,-0.11230833064502586,structural_group,case_stratified,8675310
1502,12,0.0,-0.06357396050818961,structural_group,case_stratified,8675310
1503,12,-0.016271844240387554,-0.07375057371564041,structural_group,case_stratified,8675310
1504,12,-0.036226347372473364,-0.1809745543261636,structural_group,case_stratified,8675310
1505,12,0.0,-0.06285320511826378,structural_group,case_stratified,8675310
1506,12,-0.008461049547044103,-0.019064258937882845,structural_group,case_stratified,8675310
1507,12,-0.0034439534025555232,-0.12126390571983936,structural_group,case_stratified,8675310
1508,12,-0.006246033357254349,-0.11993483507535023,structural_group,case_stratified,8675310
1509,12,0.0,-0.002248657405662004,structural_group,case_stratified,8675310
1510,12,0.0,-0.005632573022803723,structural_group,case_stratified,8675310
1511,12,-0.006246033357254349,-0.0703393865695668,structural_group,case_stratified,8675310
1512,12,-0.0031230166786271746,-0.121329907893086,structural_group,case_stratified,8675310
1513,12,-0.0006418734478566973,-0.0003865712621431115,structural_group,case_stratified,8675310
1514,12,-0.0006418734478566973,-0.11377437087425407,structural_group,case_stratified,8675310
1515,12,0.0,-0.006908048830805105,structural_group,case_stratified,8675310
1516,12,-0.021288940384876134,-0.12261734317857607,structural_group,case_stratified,8675310
1517,12,-0.006246033357254349,-0.06904226309514892,structural_group,case_stratified,8675310
1518,12,-0.005658969592345277,-0.013737601576801975,structural_group,case_stratified,8675310
1519,12,-0.010676065736833856,-0.024288396697006175,structural_group,case_stratified,8675310
1520,12,-0.010676065736833856,-0.11778259482147742,structural_group,case_stratified,8675310
1521,12,-0.0034439534025555232,-0.11817307412588202,structural_group,case_stratified,8675310
1522,12,-0.0006418734478566973,-0.11284641676480116,structural_group,case_stratified,8675310
1523,12,-0.010676065736833856,-0.1212007280769235,structural_group,case_stratified,8675310
1524,12,-0.008461049547044103,-0.06806081953170794,structural_group,case_stratified,8675310
1525,12,-0.006246033357254349,-0.12308153197402845,structural_group,case_stratified,8675310
1526,12,-0.0006418734478566973,-0.06282593358933189,structural_group,case_stratified,8675310
1527,12,-0.005658969592345277,-0.12031105593218734,structural_group,case_stratified,8675310
1528,12,-0.008461049547044103,-0.12290292703029032,structural_group,case_stratified,8675310
1529,12,-0.00032093672392834866,-0.06137280105896842,structural_group,case_stratified,8675310
1530,12,-0.0006418734478566973,-0.007868182454806458,structural_group,case_stratified,8675310
1531,12,-0.03190181503291841,-0.12173841921709262,structural_group,case_stratified,8675310
1532,12,0.0,-0.06591914103402205,structural_group,case_stratified,8675310
1533,12,-0.0031230166786271746,-0.06727582650454134,structural_group,case_stratified,8675310
1534,12,0.0,-0.012859993471726424,structural_group,case_stratified,8675310
1535,12,-0.03190181503291841,-0.13157291825338957,structural_group,case_stratified,8675310
1536,12,-0.0034439534025555232,-0.01947171026756457,structural_group,case_stratified,8675310
1537,12,-0.00032093672392834866,-0.11184738986135608,structural_group,case_stratified,8675310
1538,12,-0.0034439534025555232,-0.010104008221929974,structural_group,case_stratified,8675310
1539,12,-0.0031230166786271746,-0.06740324178469798,structural_group,case_stratified,8675310
1540,12,-0.005338032868416928,-0.17441632698431353,structural_group,case_stratified,8675310
1541,12,-0.010676065736833856,-0.12547932838658982,structural_group,case_stratified,8675310
1542,12,-0.00032093672392834866,-0.06470040269179132,structural_group,case_stratified,8675310
1543,12,-0.006246033357254349,-0.06661869743712934,structural_group,case_stratified,8675310
1544,12,0.0,-0.06617895564027809,structural_group,case_stratified,8675310
1545,12,-0.021288940384876134,-0.12059708846349955,structural_group,case_stratified,8675310
1546,12,-0.008461049547044103,-0.07307863213856329,structural_group,case_stratified,8675310
1547,12,-0.008461049547044103,-0.11865705947694229,structural_group,case_stratified,8675310
1548,12,-0.0034439534025555232,-0.013434434385083635,structural_group,case_stratified,8675310
1549,12,-0.008461049547044103,-0.07426640085427225,structural_group,case_stratified,8675310
1550,12,-0.00032093672392834866,-0.0620765844236171,structural_group,case_stratified,8675310
1551,12,-0.00032093672392834866,-0.06172438708392928,structural_group,case_stratified,8675310
1552,12,-0.006246033357254349,-0.16841089288940414,structural_group,case_stratified,8675310
1553,12,-0.010676065736833856,-0.12429155967088086,structural_group,case_stratified,8675310
1554,12,-0.03190181503291841,-0.13748061934010186,structural_group,case_stratified,8675310
1555,12,-0.010676065736833856,-0.11700597412683073,structural_group,case_stratified,8675310
1556,12,-0.0006418734478566973,-0.009050489943129021,structural_group,case_stratified,8675310
1557,12,-0.008461049547044103,-0.17479006660791815,structural_group,case_stratified,8675310
1558,12,-0.00032093672392834866,-0.015044413240147658,structural_group,case_stratified,8675310
1559,12,-0.00032093672392834866,-0.004725712517669647,structural_group,case_stratified,8675310
1560,12,-0.0031230166786271746,-0.06822867629219335,structural_group,case_stratified,8675310
1561,12,-0.036226347372473364,-0.1329974570079641,structural_group,case_stratified,8675310
1562,12,-0.0006418734478566973,-0.06721388865770712,structural_group,case_stratified,8675310
1563,12,-0.0034439534025555232,-0.06389421067780618,structural_group,case_stratified,8675310
1564,12,-0.0034439534025555232,-0.0698437794679947,structural_group,case_stratified,8675310
1565,12,-0.0006418734478566973,-0.05513244803600209,structural_group,case_stratified,8675310
1566,12,-0.021288940384876134,-0.07293743559228281,structural_group,case_stratified,8675310
1567,12,-0.04055087971202831,-0.1822158124958606,structural_group,case_stratified,8675310
1568,12,-0.0006418734478566973,-0.06287942304331995,structural_group,case_stratified,8675310
1569,12,-0.021288940384876134,-0.13185850210510383,structural_group,case_stratified,8675310
1570,12,-0.005338032868416928,-0.06706862778501424,structural_group,case_stratified,8675310
1571,12,-0.0034439534025555232,-0.06352504131284122,structural_group,case_stratified,8675310
1572,12,0.0,-0.00947045399206931,structural_group,case_stratified,8675310
1573,12,-0.006246033357254349,-0.11632350070162169,structural_group,case_stratified,8675310
1574,12,-0.036226347372473364,-0.13091578918597757,structural_group,case_stratified,8675310
1575,12,-0.03190181503291841,-0.12759003866396326,structural_group,case_stratified,8675310
1576,12,-0.0034439534025555232,-0.06389421067780617,structural_group,case_stratified,8675310
1577,12,0.0,-0.05496590713192456,structural_group,case_stratified,8675310
1578,12,0.0,-0.05579601728055931,structural_group,case_stratified,8675310
1579,12,0.0,-0.06268428836345345,structural_group,case_stratified,8675310
1580,12,-0.010676065736833856,-0.12368562026705036,structural_group,case_stratified,8675310
1581,12,-0.00032093672392834866,-0.01634153671456554,structural_group,case_stratified,8675310
1582,12,-0.021288940384876134,-0.12380511189428504,structural_group,case_stratified,8675310
1583,12,0.0,-0.00583509610119146,structural_group,case_stratified,8675310
1584,12,0.0,-0.005683762686385224,structural_group,case_stratified,8675310
1585,12,-0.010676065736833856,-0.12477554502194114,structural_group,case_stratified,8675310
1586,12,-0.00032093672392834866,-0.06100830733514281,structural_group,case_stratified,8675310
1587,12,-0.036226347372473364,-0.1408598593161042,structural_group,case_stratified,8675310
1588,12,-0.0031230166786271746,-0.00920966043605446,structural_group,case_stratified,8675310
1589,12,0.0,-0.06817986247934466,structural_group,case_stratified,8675310
1590,12,-0.005658969592345277,-0.07090880854468638,structural_group,case_stratified,8675310
1591,12,0.0,-0.008834156276443987,structural_group,case_stratified,8675310
1592,12,-0.0034439534025555232,-0.014491963290305209,structural_group,case_stratified,8675310
1593,12,-0.005658969592345277,-0.11794097972815583,structural_group,case_stratified,8675310
1594,12,-0.0034439534025555232,-0.01662994509661055,structural_group,case_stratified,8675310
1595,12,-0.00032093672392834866,-0.11894969482052871,structural_group,case_stratified,8675310
1596,12,-0.008461049547044103,-0.06646498817159029,structural_group,case_stratified,8675310
1597,12,-0.0031230166786271746,-0.009354659056215181,structural_group,case_stratified,8675310
1598,12,-0.008461049547044103,-0.018592569970960347,structural_group,case_stratified,8675310
1599,12,-0.0034439534025555232,-0.014861132655270169,structural_group,case_stratified,8675310
1600,12,-0.006246033357254349,-0.01608541879969005,structural_group,case_stratified,8675310
1601,12,-0.00032093672392834866,-0.003750603748874181,structural_group,case_stratified,8675310
1602,12,-0.005658969592345277,-0.11931648833476087,structural_group,case_stratified,8675310
1603,12,0.0,-0.012361032975872032,structural_group,case_stratified,8675310
1604,12,-0.00032093672392834866,-0.060058094244546445,structural_group,case_stratified,8675310
1605,12,-0.006246033357254349,-0.12360203475379965,structural_group,case_stratified,8675310
1606,12,-0.036226347372473364,-0.23161198734124824,structural_group,case_stratified,8675310
1607,12,-0.0006418734478566973,-0.005009445258575294,structural_group,case_stratified,8675310
1608,12,0.0,-0.005969346538099471,structural_group,case_stratified,8675310
1609,12,-0.0031230166786271746,-0.01825067213492728,structural_group,case_stratified,8675310
1610,12,0.0,-0.006876207043233547,structural_group,case_stratified,8675310
1611,12,-0.006246033357254349,-0.06921056853523229,structural_group,case_stratified,8675310
1612,12,-0.03190181503291841,-0.12836665935860994,structural_group,case_stratified,8675310
1613,12,-0.0031230166786271746,-0.010754302132590604,structural_group,case_stratified,8675310
1614,12,-0.010676065736833856,-0.12682994131499578,structural_group,case_stratified,8675310
1615,12,-0.00032093672392834866,-0.06028287630407763,structural_group,case_stratified,8675310
1616,12,-0.025613472724431083,-0.12974824050732833,structural_group,case_stratified,8675310
1617,12,-0.008461049547044103,-0.06878157492163377,structural_group,case_stratified,8675310
1618,12,-0.03190181503291841,-0.08085657536619358,structural_group,case_stratified,8675310
1619,12,-0.006246033357254349,-0.11762062417603958,structural_group,case_stratified,8675310
1620,12,-0.0034439534025555232,-0.014035698147774785,structural_group,case_stratified,8675310
1621,12,-0.01907392419508638,-0.07247736837587214,structural_group,case_stratified,8675310
1622,12,-0.0006418734478566973,-0.06544507621636675,structural_group,case_stratified,8675310
1623,12,-0.025613472724431083,-0.13137997798142995,structural_group,case_stratified,8675310
1624,12,-0.005338032868416928,-0.07120751643038614,structural_group,case_stratified,8675310
1625,12,-0.00032093672392834866,-0.06776633860754958,structural_group,case_stratified,8675310
1626,12,-0.0006418734478566973,-0.007988285396768088,structural_group,case_stratified,8675310
1627,12,0.0,-0.014966028107960508,structural_group,case_stratified,8675310
1628,12,-0.0006418734478566973,-0.006451567353153898,structural_group,case_stratified,8675310
1629,12,-0.01907392419508638,-0.12332112654322475,structural_group,case_stratified,8675310
1630,12,-0.00032093672392834866,-0.11241768540373477,structural_group,case_stratified,8675310
1631,12,-0.00032093672392834866,-0.054242775891265936,structural_group,case_stratified,8675310
1632,12,0.0,-0.06103090322293534,structural_group,case_stratified,8675310
1633,12,-0.03190181503291841,-0.12938612263423555,structural_group,case_stratified,8675310
1634,12,-0.005658969592345277,-0.06642625752727556,structural_group,case_stratified,8675310
1635,12,-0.0034439534025555232,-0.06553790762939649,structural_group,case_stratified,8675310
1636,12,-0.0034439534025555232,-0.06947461010302973,structural_group,case_stratified,8675310
1637,12,-0.021288940384876134,-0.17718179047836613,structural_group,case_stratified,8675310
1638,12,-0.005658969592345277,-0.0671221172390023,structural_group,case_stratified,8675310
1639,12,-0.006246033357254349,-0.12118314473691942,structural_group,case_stratified,8675310
1640,12,-0.010676065736833856,-0.06873254477366429,structural_group,case_stratified,8675310
1641,12,-0.008461049547044103,-0.1222730694918102,structural_group,case_stratified,8675310
1642,12,-0.008461049547044103,-0.01622249376692882,structural_group,case_stratified,8675310
1643,12,-0.006246033357254349,-0.0679407165897463,structural_group,case_stratified,8675310
1644,12,0.0,-0.003492291426091828,structural_group,case_stratified,8675310
1645,12,-0.0006418734478566973,-0.05915590938055173,structural_group,case_stratified,8675310
1646,12,-0.036226347372473364,-0.2301315832819529,structural_group,case_stratified,8675310
1647,12,-0.00032093672392834866,-0.06586327572930119,structural_group,case_stratified,8675310
1648,12,-0.008461049547044103,-0.01973152487382061,structural_group,case_stratified,8675310
1649,12,-0.021288940384876134,-0.07227016965634504,structural_group,case_stratified,8675310
1650,12,-0.00032093672392834866,-0.018479518520870878,structural_group,case_stratified,8675310
1651,12,-0.0034439534025555232,-0.06785449437943995,structural_group,case_stratified,8675310
1652,12,-0.010676065736833856,-0.07220962871048481,structural_group,case_stratified,8675310
1653,12,0.0,-0.05889759705776937,structural_group,case_stratified,8675310
1654,12,0.0,-0.0062042654661564195,structural_group,case_stratified,8675310
1655,12,0.0,-0.05871431647289188,structural_group,case_stratified,8675310
1656,12,0.0,-0.00947045399206931,structural_group,case_stratified,8675310
1657,12,0.0,-0.009246283247265072,structural_group,case_stratified,8675310
1658,12,-0.008461049547044103,-0.07172801921015735,structural_group,case_stratified,8675310
1659,12,-0.01907392419508638,-0.12378813986900788,structural_group,case_stratified,8675310
1660,12,-0.0031230166786271746,-0.0196503152113027,structural_group,case_stratified,8675310
1661,12,-0.006246033357254349,-0.12000083724859685,structural_group,case_stratified,8675310
1662,12,-0.0031230166786271746,-0.017649408372236133,structural_group,case_stratified,8675310
1663,12,0.0,-0.06461734191846481,structural_group,case_stratified,8675310
1664,12,0.0,-0.05698846163740764,structural_group,case_stratified,8675310
1665,12,-0.016271844240387554,-0.06828966591765152,structural_group,case_stratified,8675310
1666,12,-0.015950907516459206,-0.12583796590342286,structural_group,case_stratified,8675310
1667,12,-0.00032093672392834866,-0.06290669457225184,structural_group,case_stratified,8675310
1668,12,0.0,-0.002248657405662004,structural_group,case_stratified,8675310
1669,12,-0.010676065736833856,-0.07333844674481932,structural_group,case_stratified,8675310
1670,12,0.0,-0.060655661315857035,structural_group,case_stratified,8675310
1671,12,0.0,-0.0031430051915375193,structural_group,case_stratified,8675310
1672,12,0.0,-0.0005999479062832562,structural_group,case_stratified,8675310
1673,12,0.0,-0.00583509610119146,structural_group,case_stratified,8675310
1674,12,-0.00032093672392834866,-0.061931585803456375,structural_group,case_stratified,8675310
1675,12,-0.016271844240387554,-0.12826153156144243,structural_group,case_stratified,8675310
1676,12,-0.006246033357254349,-0.0691183484369295,structural_group,case_stratified,8675310
1677,12,-0.021288940384876134,-0.07279067243611624,structural_group,case_stratified,8675310
1678,12,-0.006246033357254349,-0.11944292607136801,structural_group,case_stratified,8675310
1679,12,-0.008461049547044103,-0.07203057508714873,structural_group,case_stratified,8675310
1680,12,-0.00032093672392834866,-0.0053298008106915555,structural_group,case_stratified,8675310
1681,12,-0.0006418734478566973,-0.010477853228034295,structural_group,case_stratified,8675310
1682,12,-0.006246033357254349,-0.06555812766645622,structural_group,case_stratified,8675310
1683,12,-0.008461049547044103,-0.02165850588671861,structural_group,case_stratified,8675310
1684,12,-0.021288940384876134,-0.0751072591861597,structural_group,case_stratified,8675310
1685,12,-0.010676065736833856,-0.06978060182507884,structural_group,case_stratified,8675310
1686,12,-0.0034439534025555232,-0.06675294787403734,structural_group,case_stratified,8675310
1687,12,-0.03190181503291841,-0.1302757947789717,structural_group,case_stratified,8675310
1688,12,0.0,-0.008464986911479027,structural_group,case_stratified,8675310
1689,12,-0.008461049547044103,-0.07142931132445758,structural_group,case_stratified,8675310
1690,12,-0.0031230166786271746,-0.0639602128510528,structural_group,case_stratified,8675310
1691,12,-0.008461049547044103,-0.11776562279620029,structural_group,case_stratified,8675310
1692,12,-0.0034439534025555232,-0.07010446764150985,structural_group,case_stratified,8675310
1693,12,-0.021288940384876134,-0.12600688265823318,structural_group,case_stratified,8675310
1694,12,-0.00032093672392834866,-0.010432287426968188,structural_group,case_stratified,8675310
1695,12,-0.00032093672392834866,-0.013018610722881999,structural_group,case_stratified,8675310
1696,12,-0.00032093672392834866,-0.06409446328796081,structural_group,case_stratified,8675310
1697,12,0.0,-0.007997973585695891,structural_group,case_stratified,8675310
1698,12,-0.0031230166786271746,-0.06585860008816183,structural_group,case_stratified,8675310
1699,12,-0.0034439534025555232,-0.06376909518805611,structural_group,case_stratified,8675310
1700,12,-0.00032093672392834866,-0.01634153671456554,structural_group,case_stratified,8675310
1701,12,-0.0006418734478566973,-0.05804467468622131,structural_group,case_stratified,8675310
1702,12,-0.0034439534025555232,-0.06271657883062297,structural_group,case_stratified,8675310
1703,12,0.0,-0.0021223306216759455,structural_group,case_stratified,8675310
1704,12,-0.005658969592345277,-0.1696636618569919,structural_group,case_stratified,8675310
1705,12,-0.0031230166786271746,-0.01480764320128211,structural_group,case_stratified,8675310
1706,12,-0.0034439534025555232,-0.06794539223088565,structural_group,case_stratified,8675310
1707,12,-0.00032093672392834866,-0.061931585803456375,structural_group,case_stratified,8675310
1708,12,-0.0006418734478566973,-0.006554086955111438,structural_group,case_stratified,8675310
1709,12,-0.006246033357254349,-0.015799834947975804,structural_group,case_stratified,8675310
1710,12,0.0,-0.014221354583385077,structural_group,case_stratified,8675310
1711,12,-0.03190181503291841,-0.13013547179995033,structural_group,case_stratified,8675310
1712,12,-0.03190181503291841,-0.08499546401156549,structural_group,case_stratified,8675310
1713,12,-0.00032093672392834866,-0.05544205540486564,structural_group,case_stratified,8675310
1714,12,-0.025613472724431083,-0.13033897242188755,structural_group,case_stratified,8675310
1715,12,-0.00032093672392834866,-0.010765812930481344,structural_group,case_stratified,8675310
1716,12,-0.00032093672392834866,-0.008887645730432043,structural_group,case_stratified,8675310
1717,12,-0.006246033357254349,-0.016872787677589447,structural_group,case_stratified,8675310
1718,12,-0.010676065736833856,-0.01991741365390808,structural_group,case_stratified,8675310
1719,12,-0.005338032868416928,-0.06836575125943213,structural_group,case_stratified,8675310
1720,12,0.0,-0.0011097025028017394,structural_group,case_stratified,8675310
1721,12,0.0,-0.06058097287505044,structural_group,case_stratified,8675310
1722,12,0.0,-0.006756715415998868,structural_group,case_stratified,8675310
1723,12,-0.00032093672392834866,-0.06337370789803498,structural_group,case_stratified,8675310
1724,12,-0.010676065736833856,-0.11942953978485032,structural_group,case_stratified,8675310
1725,12,-0.005658969592345277,-0.0696116850702685,structural_group,case_stratified,8675310
1726,12,-0.021288940384876134,-0.17640516978371945,structural_group,case_stratified,8675310
1727,12,-0.008461049547044103,-0.06634549654435562,structural_group,case_stratified,8675310
1728,12,0.0,-0.06665064460720059,structural_group,case_stratified,8675310
