arm,scenario,seed,iteration,state_rmse,angle_rmse,voltage_rmse,weighted_residual_norm,step_norm,selected_coordinate_rmse,frozen_coordinate_rmse,selected_output_benchmark_error,convergence_status
block_full_support_ridge,gaussian_noise_baseline,101,19,0.006078090322923141,0.005375574678968311,0.003958259757187892,12.864225137559298,0.00015058937241851266,0.0028256501321646584,0.004947861770400394,0.002984960539917548,running
block_full_support_ridge,gaussian_noise_baseline,101,20,0.006086734469484049,0.005380796913385917,0.003966942563571337,12.857356380799416,0.0001322227948743997,0.0028996041307830043,0.004947861770400394,0.0030370286461225285,running
block_full_support_ridge,gaussian_noise_baseline,101,21,0.0060945022533377795,0.005385459804047086,0.00397477954240415,12.852375320042192,0.00011609891951283841,0.002964573678723856,0.004947861770400394,0.003082560708642438,running
block_full_support_ridge,gaussian_noise_baseline,101,22,0.006101459074508876,0.005389610340022074,0.003981827842591094,12.848814511330836,0.00010194362596887463,0.003021643025749996,0.004947861770400394,0.0031223753853124574,running
block_full_support_ridge,gaussian_noise_baseline,101,23,0.006107672065119364,0.005393295158800357,0.003988147960093206,12.84631727366189,8.951632538547154e-05,0.0030717679174534916,0.004947861770400394,0.0031571890243546996,running
block_full_support_ridge,gaussian_noise_baseline,101,24,0.006113207595034503,0.005396559267609421,0.003993800956947941,12.844612037546547,7.860585628761281e-05,0.00311579002702231,0.004947861770400394,0.0031876284180531573,running
block_full_support_ridge,gaussian_noise_baseline,101,25,0.006118129621981171,0.005399445241483624,0.00399884657554961,12.84349253644522,6.902688298018703e-05,0.0031544500596524653,0.004947861770400394,0.003214241971694375,running
block_full_support_ridge,gaussian_noise_baseline,101,26,0.006122498654377138,0.005401992762317365,0.004003342006645834,12.84280253535579,6.061673492616655e-05,0.0031883995314015657,0.004947861770400394,0.003237509483769808,running
block_full_support_ridge,gaussian_noise_baseline,101,27,0.0061263711542885735,0.005404238398490796,0.004007341130860746,12.842424073681443,5.323263310027374e-05,0.003218211286990915,0.004947861770400394,0.003257850709377514,running
block_full_support_ridge,gaussian_noise_baseline,101,28,0.006129799252436034,0.005406215551139438,0.004010894099687372,12.842268424709713,4.674925592761333e-05,0.003244388849918366,0.004947861770400394,0.0032756328576191303,running
block_full_support_ridge,gaussian_noise_baseline,101,29,0.006132830680583117,0.005407954512938187,0.004014047156527,12.842269151791042,4.105660321962003e-05,0.003267374708877972,0.004947861770400394,0.003291177155212581,running
sparse_exact_ridge,gaussian_noise_baseline,101,0,0.006371533539056902,0.00542958767919551,0.004396442592894402,22.807552354615517,0.004596591594694701,0.0047638394467801074,0.004947861770400394,0.0027204506015598064,running
sparse_exact_ridge,gaussian_noise_baseline,101,1,0.006122535529387569,0.005350525887859359,0.0040670796333426296,16.97776277168809,0.0019958590522373715,0.0031886846322203644,0.004947861770400394,0.001185463198893151,running
sparse_exact_ridge,gaussian_noise_baseline,101,2,0.006032762994717705,0.005297136162916386,0.003976637207667549,15.797814075616522,0.0014002851488036758,0.002402901804751631,0.004947861770400394,0.0002649566255519774,running
sparse_exact_ridge,gaussian_noise_baseline,101,3,0.00598371773253371,0.005274580335026817,0.003918808104372841,15.232116102414802,0.0011932252514482919,0.0018441554561833132,0.004947861770400394,0.00030619551385072964,running
sparse_exact_ridge,gaussian_noise_baseline,101,4,0.005954129536635173,0.00526666520407664,0.003876619439047308,14.74292678108361,0.0010537051382784723,0.0014066517346024228,0.004947861770400394,0.000775877582456621,running
sparse_exact_ridge,gaussian_noise_baseline,101,5,0.005938705382795676,0.005269122028910817,0.0038461813730416286,14.329119124465034,0.0009347849834261852,0.001113579398390797,0.004947861770400394,0.0011943415576308788,running
sparse_exact_ridge,gaussian_noise_baseline,101,6,0.005934063454051207,0.005278366776812784,0.003826116051548873,13.996413421924888,0.000829051045582032,0.0010090332104802048,0.004947861770400394,0.001559541592445817,running
sparse_exact_ridge,gaussian_noise_baseline,101,7,0.005937118172433891,0.005291456837734289,0.0038147615173401814,13.73273848918898,0.0007351899659546662,0.0010789632587134852,0.004947861770400394,0.00187266743920707,running
sparse_exact_ridge,gaussian_noise_baseline,101,8,0.005945373552063268,0.005306350909504371,0.0038103394103324775,13.524435442347535,0.0006520849779925799,0.0012486552068794103,0.004947861770400394,0.002139790470934089,running
sparse_exact_ridge,gaussian_noise_baseline,101,9,0.00595696638109868,0.005321706241984935,0.003811283838371495,13.360454052029732,0.0005785235099516766,0.0014542092278829106,0.004947861770400394,0.0023673113572881266,running
sparse_exact_ridge,gaussian_noise_baseline,101,10,0.0059705335547765295,0.00533665997401255,0.0038162877390757787,13.231956830405462,0.0005133869456461717,0.0016632208996459974,0.004947861770400394,0.0025606720898569604,running
sparse_exact_ridge,gaussian_noise_baseline,101,11,0.005985084978151385,0.005350681375388065,0.0038242706687859613,13.131757837036993,0.00045569537189179014,0.001861934555050881,0.004947861770400394,0.0027244972753461315,running
sparse_exact_ridge,gaussian_noise_baseline,101,12,0.005999912097780243,0.005363472576452641,0.0038343478275209984,13.054021028023842,0.00040458910083189065,0.0020450727625025947,0.004947861770400394,0.002862811094940903,running
sparse_exact_ridge,gaussian_noise_baseline,101,13,0.006014519928764105,0.005374896701932258,0.0038458049182324354,12.994040450498806,0.00035930873062806653,0.0022111069356996623,0.004947861770400394,0.0029791372147944324,running
sparse_exact_ridge,gaussian_noise_baseline,101,14,0.006028574183927575,0.005384924930052238,0.0038580745078351966,12.948044916780495,0.00031918217565535565,0.002360192204314112,0.004947861770400394,0.003076554561616428,running
sparse_exact_ridge,gaussian_noise_baseline,101,15,0.006041860093125093,0.005393598194617998,0.0038707133931313075,12.913026680812548,0.0002836148573881838,0.0024932358208153045,0.004947861770400394,0.0031577466185181992,running
sparse_exact_ridge,gaussian_noise_baseline,101,16,0.006054250735181139,0.0054010000360983045,0.0038833818127094093,12.88659608798089,0.00025208103271993584,0.002611457832242734,0.004947861770400394,0.003225048176954189,running
sparse_exact_ridge,gaussian_noise_baseline,101,17,0.006065682921693501,0.005407237671650948,0.0038958250241417137,12.866860625556876,0.0002241159412656673,0.0027161763784691088,0.004947861770400394,0.0032804876577610487,running
sparse_exact_ridge,gaussian_noise_baseline,101,18,0.00607613894715323,0.005412429028326263,0.003907857349667076,12.85232556566073,0.00019930878529399485,0.0028087007879439552,0.004947861770400394,0.0033258245928356254,running
sparse_exact_ridge,gaussian_noise_baseline,101,19,0.00608563285607425,0.005416694071773742,0.0039193485830765085,12.841813169777874,0.00017729649937006593,0.002890278828071104,0.004947861770400394,0.0033625827410269805,running
sparse_exact_ridge,gaussian_noise_baseline,101,20,0.006094200174943367,0.005420149206405227,0.003930212559857052,12.834397503542965,0.00015775822756222105,0.0029620722011156155,0.004947861770400394,0.003392079372172399,running
sparse_exact_ridge,gaussian_noise_baseline,101,21,0.006101890292885581,0.0054229038492109695,0.003940397654100261,12.829352157922251,0.0001404104275785644,0.0030251471529750785,0.004947861770400394,0.0034154511525320446,running
sparse_exact_ridge,gaussian_noise_baseline,101,22,0.006108760859726705,0.005425058521133129,0.0039498789552937785,12.826108509337773,0.0001250025318489941,0.003080473252367352,0.004947861770400394,0.003433676999484436,running
sparse_exact_ridge,gaussian_noise_baseline,101,23,0.006114873714817585,0.005426703979448771,0.00395865188567256,12.824222507630727,0.00011131310427069261,0.0031289265450681184,0.004947861770400394,0.003447598234988319,running
sparse_exact_ridge,gaussian_noise_baseline,101,24,0.0061202919727934785,0.005427921047478084,0.003966727036932848,12.823348317554409,9.914643799010626e-05,0.003171294955938163,0.004947861770400394,0.00345793633565411,running
sparse_exact_ridge,gaussian_noise_baseline,101,25,0.006125077979880045,0.005428780895768264,0.003974126028310418,12.823217439812815,8.832954532139857e-05,0.0032082847268095184,0.004947861770400394,0.003465308547420232,running
sparse_exact_ridge,gaussian_noise_baseline,101,26,0.006129291921827676,0.005429345600638421,0.0039808782127133185,12.823622196196135,7.870949605137881e-05,0.0032405271951816508,0.004947861770400394,0.003470241605153667,running
sparse_exact_ridge,gaussian_noise_baseline,101,27,0.006132990916473636,0.005429668858347754,0.003987018081673471,12.824402680554362,7.01510650447088e-05,0.0032685855174892278,0.004947861770400394,0.00347318377234983,running
sparse_exact_ridge,gaussian_noise_baseline,101,28,0.0061362284638099875,0.0054297967712039485,0.003992583242205438,12.82543645658979,6.253465424390456e-05,0.003292961116605022,0.004947861770400394,0.0034745153933849445,running
sparse_exact_ridge,gaussian_noise_baseline,101,29,0.006139054157026576,0.005429768649407631,0.0039976128587033795,12.826630429464547,5.575445791437314e-05,0.003314099738065911,0.004947861770400394,0.003474558130249631,running
sparse_quantized_ridge,gaussian_noise_baseline,101,0,0.006371533539056902,0.00542958767919551,0.004396442592894402,22.807552354615517,0.004592562389687762,0.0047638394467801074,0.004947861770400394,0.0027195690352076612,running
sparse_quantized_ridge,gaussian_noise_baseline,101,1,0.006123306218551923,0.005350274844589395,0.00406872076783846,16.98598113733716,0.0020010093420061025,0.003194637819870784,0.004947861770400394,0.0011832346392131434,running
sparse_quantized_ridge,gaussian_noise_baseline,101,2,0.006033216775634248,0.005296653131243173,0.0039780264042701,15.799039285248416,0.0014052576786793905,0.0024074848832039914,0.004947861770400394,0.0002573284585177778,running
sparse_quantized_ridge,gaussian_noise_baseline,101,3,0.005984069405939371,0.005274230951183201,0.003919862391031985,15.230935233805745,0.001195753655649717,0.001848744416587867,0.004947861770400394,0.00031668745702359286,running
sparse_quantized_ridge,gaussian_noise_baseline,101,4,0.005954508227600196,0.005266584799882544,0.0038773899452966584,14.741631497935884,0.0010552674731743436,0.0014130914390320772,0.004947861770400394,0.0007876014684566044,running
sparse_quantized_ridge,gaussian_noise_baseline,101,5,0.00593913805152369,0.005269309988107804,0.0038467108163214776,14.327886354038215,0.0009358658894919895,0.0011228321273620747,0.004947861770400394,0.0012067025069090434,running
sparse_quantized_ridge,gaussian_noise_baseline,101,6,0.0059345528132532825,0.005278795503383374,0.003826439979828061,13.995281082369635,0.0008297781953407452,0.0010205557502453054,0.004947861770400394,0.001572203916558564,running
sparse_quantized_ridge,gaussian_noise_baseline,101,7,0.005937656753115712,0.0052920868985231635,0.003814914293987429,13.731753846879153,0.0007356507901023794,0.0010908314890001756,0.004947861770400394,0.0018853510596226648,running
sparse_quantized_ridge,gaussian_noise_baseline,101,8,0.005945948236474277,0.005307137769195637,0.0038103534458254168,13.52361893441394,0.0006523592395965315,0.0012596253400043098,0.004947861770400394,0.0021522709054324247,running
sparse_quantized_ridge,gaussian_noise_baseline,101,9,0.0059575623078324935,0.005322606139397232,0.003811188551874886,13.359798828478988,0.0005786761889667486,0.001464005952119494,0.004947861770400394,0.002379422508763027,running
sparse_quantized_ridge,gaussian_noise_baseline,101,10,0.005971136616401181,0.005337633400392663,0.00381610908589109,13.231441057248668,0.0005134662910774798,0.0016719153402579203,0.004947861770400394,0.0025722962731071644,running
sparse_quantized_ridge,gaussian_noise_baseline,101,11,0.0059856829917367795,0.005351694541766135,0.0038240309815331533,13.131354506284639,0.0004656290733297909,0.001869658998333295,0.004947861770400394,0.0027355545398171344,running
sparse_quantized_ridge,gaussian_noise_baseline,101,12,0.006000693659253051,0.005364497740877227,0.0038344231674144673,13.052112256861953,0.0004117650736499463,0.0020542852925593486,0.004947861770400394,0.0028736698345933746,running
sparse_quantized_ridge,gaussian_noise_baseline,101,13,0.006015447699069444,0.005375824177711508,0.003846270487361574,12.991335589809866,0.0003648764167494228,0.002221246027356948,0.004947861770400394,0.002988512972442872,running
sparse_quantized_ridge,gaussian_noise_baseline,101,14,0.0060296431058632005,0.005385724036514948,0.0038589603558151398,12.945059897123693,0.0003234269607080037,0.0023711613335668487,0.004947861770400394,0.003084250761520036,running
sparse_quantized_ridge,gaussian_noise_baseline,101,15,0.0060430539632833945,0.0053942590712284634,0.0038720020891481214,12.91008871768,0.00028674081122486306,0.002504858991953304,0.004947861770400394,0.003163917195315868,running
sparse_quantized_ridge,gaussian_noise_baseline,101,16,0.00605554988641397,0.005401522921009473,0.0038850364728510545,12.883897879377844,0.00025425149799679434,0.002623558438413224,0.004947861770400394,0.0032298480706087302,running
sparse_quantized_ridge,gaussian_noise_baseline,101,17,0.006067064568428208,0.005407627321845667,0.0038977973869723692,12.864508760498538,0.00022547514431886777,0.002728573096753576,0.004947861770400394,0.0032840444211548856,running
sparse_quantized_ridge,gaussian_noise_baseline,101,18,0.0060775788501781745,0.005412693133621171,0.003910092971012767,12.850371058144145,0.00019998571715164448,0.0028212168817051014,0.004947861770400394,0.0033282595834710437,running
sparse_quantized_ridge,gaussian_noise_baseline,101,19,0.006087107220029493,0.005416842442129961,0.00392179137469989,12.8402691478768,0.00017740530622617918,0.002902753111005515,0.004947861770400394,0.0033640167953705893,running
sparse_quantized_ridge,gaussian_noise_baseline,101,20,0.006095686921739582,0.005420192979185717,0.003932808121151659,12.833251445647306,0.00015739915570914592,0.002974364675160482,0.004947861770400394,0.0033926305293317345,running
sparse_quantized_ridge,gaussian_noise_baseline,101,21,0.0061033697524731445,0.005422854794822453,0.003943095388716489,12.828575285050384,0.00013967114427748613,0.0030371405458487107,0.004947861770400394,0.0034152322175924473,running
sparse_quantized_ridge,gaussian_noise_baseline,101,22,0.006110216086267827,0.00542492851182496,0.00395263328002858,12.825662799457596,0.00012395940641965524,0.0030920724939770094,0.004947861770400394,0.003432794197138103,running
sparse_quantized_ridge,gaussian_noise_baseline,101,23,0.0061162905659477565,0.005426504606331923,0.003961422811519244,12.824065672366107,0.00011003236014788393,0.0031400572669549732,0.004947861770400394,0.0034461504904621564,running
sparse_quantized_ridge,gaussian_noise_baseline,101,24,0.0061216590332594245,0.005427663353711864,0.003969480318973009,12.823437201897244,9.768519747426674e-05,0.003181901515492751,0.004947861770400394,0.003456014880890892,running
sparse_quantized_ridge,gaussian_noise_baseline,101,25,0.0061263863852973836,0.005428475199672138,0.003976833024347615,12.823510263705865,8.673678756239932e-05,0.0032183280320588156,0.004947861770400394,0.0034629967598225385,running
sparse_quantized_ridge,gaussian_noise_baseline,101,26,0.006130535123674569,0.005429001388521815,0.00398351555382787,12.82407995719283,7.702693711040187e-05,0.0032499825024494117,0.004947861770400394,0.0034676150358443885,running
sparse_quantized_ridge,gaussian_noise_baseline,101,27,0.006134164418079774,0.005429294730652894,0.003989567230655014,12.824989953764495,6.841396501972793e-05,0.003277440308148392,0.004947861770400394,0.0034703103229618655,running
sparse_quantized_ridge,gaussian_noise_baseline,101,28,0.0061373295481000735,0.005429400428479678,0.00399502999461005,12.826121768694227,6.0772555922832095e-05,0.0033012131141063454,0.004947861770400394,0.0034714556032913253,running
sparse_quantized_ridge,gaussian_noise_baseline,101,29,0.006140081620000019,0.005429356907214825,0.003999946825009052,12.827386339332648,5.399186123850259e-05,0.003321755097114072,0.004947861770400394,0.00347136554251647,running
sparse_exact_polynomial,gaussian_noise_baseline,101,0,0.006371533539056902,0.00542958767919551,0.004396442592894402,22.807552354615517,0.004592498983654485,0.0047638394467801074,0.004947861770400394,0.0027195560049624885,running
sparse_exact_polynomial,gaussian_noise_baseline,101,1,0.006123309896701826,0.005350275946503536,0.004068725790562801,16.986015336331125,0.0020009296367078486,0.0031946662069320527,0.004947861770400394,0.0011833195919551285,running
sparse_exact_polynomial,gaussian_noise_baseline,101,2,0.006033221826660665,0.005296654785028992,0.003978033172523461,15.799091079664679,0.0014052300658692412,0.0024075358502009874,0.004947861770400394,0.0002574031523523508,running
sparse_exact_polynomial,gaussian_noise_baseline,101,3,0.0059840740475840416,0.005274231795747048,0.003919869487711557,15.230988842740864,0.0011957318876358667,0.0018488049107074367,0.004947861770400394,0.0003166323121176973,running
sparse_exact_polynomial,gaussian_noise_baseline,101,4,0.005954512128178501,0.005266584927132686,0.003877396676013026,14.74169564610753,0.0010552507910823988,0.0014131576184689873,0.004947861770400394,0.0007875472984335072,running
sparse_exact_polynomial,gaussian_noise_baseline,101,5,0.005939140731222047,0.005269309177026965,0.0038467166077017882,14.32795399493044,0.0009358545132679941,0.001122889197907159,0.004947861770400394,0.0012066448000167163,running
sparse_exact_polynomial,gaussian_noise_baseline,101,6,0.0059345539946084255,0.00527879380363908,0.0038264442650508958,13.9953465735779,0.0008297715134671354,0.0010205834103843524,0.004947861770400394,0.0015721457274334861,running
sparse_exact_polynomial,gaussian_noise_baseline,101,7,0.005937656415736413,0.005292084509806052,0.003814916766848123,13.731814734260409,0.0007356479239375997,0.0010908240945519492,0.004947861770400394,0.0018852950590545912,running
sparse_exact_polynomial,gaussian_noise_baseline,101,8,0.005945946500768455,0.0053071349143533,0.0038103540221233706,13.523674165825016,0.0006523594169849328,0.001259592349425207,0.004947861770400394,0.0021522183049043045,running
sparse_exact_polynomial,gaussian_noise_baseline,101,9,0.005957559352664385,0.005322603021498358,0.0038111872808664032,13.35984792921833,0.0005786787983744231,0.0014639575300355251,0.004947861770400394,0.0023793738859663152,running
sparse_exact_polynomial,gaussian_noise_baseline,101,10,0.005971132643640771,0.005337630194088045,0.003816106098882876,13.231483938498286,0.0005134708313682914,0.0016718582093883001,0.004947861770400394,0.0025722519920738313,running
sparse_exact_polynomial,gaussian_noise_baseline,101,11,0.005985678207913172,0.005351691390543509,0.003824026462174377,13.131391367115897,0.0004656350610582242,0.0018695973300421,0.004947861770400394,0.00273551240449848,running
sparse_exact_polynomial,gaussian_noise_baseline,101,12,0.006000688129517925,0.005364494545532324,0.0038344173629321202,13.052143339937176,0.00041177355250496343,0.002054220252614683,0.004947861770400394,0.002873630565105495,running
sparse_exact_polynomial,gaussian_noise_baseline,101,13,0.006015441664172793,0.005375821039625562,0.003846263701873929,12.991361257883083,0.00036488567163319775,0.002221180219794676,0.004947861770400394,0.0029884769319768445,running
sparse_exact_polynomial,gaussian_noise_baseline,101,14,0.006029636762644983,0.005385721045499484,0.003858952829755833,12.945080805067162,0.0003234366955334721,0.0023710963842878984,0.004947861770400394,0.0030842181461700193,running
sparse_exact_polynomial,gaussian_noise_baseline,101,15,0.006043047477361872,0.00539425629388376,0.003871994036651515,12.910105501901262,0.00028675079027950216,0.002504795986438018,0.004947861770400394,0.003163888104688616,running
sparse_exact_polynomial,gaussian_noise_baseline,101,16,0.006055543394239317,0.00540152040344801,0.0038850280815915243,12.883911140395666,0.0002542615333540477,0.002623498101059401,0.004947861770400394,0.0032298225164244868,running
sparse_exact_polynomial,gaussian_noise_baseline,101,17,0.006067058179734954,0.00540762509240022,0.0038977888189167006,12.864519045815795,0.00022548508789833836,0.0027285158978316007,0.004947861770400394,0.0032840223296471084,running
sparse_exact_polynomial,gaussian_noise_baseline,101,18,0.006077572650639679,0.005412691205720371,0.003910084363446854,12.85037885587139,0.0001999954549094912,0.002821163106030591,0.004947861770400394,0.003328240813409179,running
sparse_exact_polynomial,gaussian_noise_baseline,101,19,0.006087101274234584,0.005416840817304105,0.003921782841751513,12.840274886460566,0.0001774147525066312,0.002902702906489983,0.004947861770400394,0.003364001159026273,running
sparse_exact_polynomial,gaussian_noise_baseline,101,20,0.006095681276251362,0.0054201916498735165,0.003932799755766091,12.833255496283599,0.00015740824806051288,0.0029743180884974057,0.004947861770400394,0.003392617808908196,running
sparse_exact_polynomial,gaussian_noise_baseline,101,21,0.006103364438728538,0.005422853746804036,0.003943087264848417,12.828577965709789,0.000139679839075495,0.0030370975489815285,0.004947861770400394,0.0034152221773314307,running
sparse_exact_polynomial,gaussian_noise_baseline,101,22,0.006110211123211363,0.005424927726258134,0.003952625454869833,12.825664379905135,0.00012396767524873613,0.0030920330039733057,0.004947861770400394,0.003432786592637893,running
sparse_exact_polynomial,gaussian_noise_baseline,101,23,0.006116285962371377,0.00542650406141868,0.003961415327665185,12.824066379574294,0.0001100401867928547,0.0031400211611786926,0.004947861770400394,0.0034461450759796213,running
sparse_exact_polynomial,gaussian_noise_baseline,101,24,0.006121654789847422,0.005427663026031452,0.003969473206472932,12.82343722541042,9.769257540965685e-05,0.0031818686433392725,0.004947861770400394,0.0034560114149650963,running
sparse_exact_polynomial,gaussian_noise_baseline,101,25,0.006126382496387631,0.00542847506522096,0.003976826302604759,12.823509760702859,8.67437178653827e-05,0.0032182982240975145,0.004947861770400394,0.0034629950094739325,running
sparse_exact_polynomial,gaussian_noise_baseline,101,26,0.006130531578755566,0.005429001423502386,0.003983509233329709,12.824079057122555,7.703342673274583e-05,0.003249955577567211,0.004947861770400394,0.0034676147795970696,running
sparse_exact_polynomial,gaussian_noise_baseline,101,27,0.006134161203047853,0.005429294912053215,0.0039895613145257925,12.824988762502329,6.842002536597002e-05,0.0032774160791276207,0.004947861770400394,0.0034703113529151257,running
sparse_exact_polynomial,gaussian_noise_baseline,101,28,0.006137326646303306,0.005429400734481242,0.003995024479986283,12.826120372209108,6.07782016847971e-05,0.003301191391963758,0.004947861770400394,0.0034714577264245215,running
sparse_exact_polynomial,gaussian_noise_baseline,101,29,0.006140079013095139,0.005429357317462982,0.0039999417042444274,12.82738480688259,5.399710944729438e-05,0.0033217356944504305,0.004947861770400394,0.003471368581384953,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,0,0.006371533539056902,0.00542958767919551,0.004396442592894402,22.807552354615517,0.0045924990108947555,0.0047638394467801074,0.004947861770400394,0.0027195560007097735,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,1,0.006123309895814012,0.005350275946143821,0.004068725789464901,16.986015318412832,0.002000929639356882,0.003194666200080149,0.004947861770400394,0.001183319578367604,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,2,0.006033221825859206,0.0052966547846521935,0.003978033171590952,15.799091070430114,0.0014052300712909366,0.0024075358421140076,0.004947861770400394,0.00025740313943433107,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,3,0.005984074046883712,0.005274231795523296,0.003919869486761162,15.230988833406352,0.0011957318915522257,0.0018488049015802598,0.004947861770400394,0.0003166323239069301,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,4,0.0059545121276395685,0.005266584927096301,0.003877396675106776,14.741695635467535,0.0010552507939496703,0.0014131576093253642,0.004947861770400394,0.0007875473107734765,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,5,0.005939140730912141,0.005269309177212755,0.003846716606915009,14.327953983876741,0.0009358545151842619,0.0011228891913071177,0.004947861770400394,0.0012066448130418545,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,6,0.005934553994562726,0.005278793804033103,0.0038264442644646087,13.995346562942341,0.0008297715145731325,0.0010205834093143862,0.004947861770400394,0.0015721457405924162,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,7,0.005937656415951036,0.005292084510369179,0.0038149167665070443,13.731814724425503,0.0007356479243975825,0.0010908240992559513,0.004947861770400394,0.0018852950719058614,running
sparse_qsvt_statevector_closed_loop,gaussian_noise_baseline,101,8,0.005945946501217822,0.005307134915040275,0.003810354022041593,13.523674156951808,0.0006523594169361455,0.0012595923579664426,0.004947861770400394,0.0021522183172005362,running
