case,matrix_shape,output_name,seeds,shots_per_seed,total_shots,mean_interference_accepted_shots,mean_estimated_qsvt_postselection_accepted_shots,exact_expected_qsvt_postselection_accepted_shots,mean_postselection_probability,exact_postselection_probability,mean_selected_output,empirical_standard_deviation,mean_standard_error,mean_ci95_low,mean_ci95_high,exact_qsvt_output,matched_ridge_output,mean_absolute_error_vs_qsvt,mean_relative_error_vs_qsvt
ieee14,82x27,first_state_coordinate,30,100000,3000000,92400.63333333333,84801.26666666666,84836.16026152355,0.8480126666666667,0.8483616026152354,0.004394005549556686,6.003575686704683e-05,6.47317438484299e-05,0.004267131331613764,0.004520879767499609,0.0043756087620450655,0.004373651875532152,4.9549102505962576e-05,0.011323933468586527
