instance_id,ieee_case,selector,k_budget,slot_budget,training_subset,training_positions,training_seed_ids,full_training_support_id,full_training_support_fingerprint,subset_support_id,subset_support_fingerprint,subset_support_file,jaccard_similarity,heldout_median_normalized_error_full_support,solver_status,refinement_iterations,selection_data_split,held_out_used_for_support_construction,status,failure_reason
ieee14_eval_seed_14104_block_8x8,ieee14,balanced_magnitude,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[1431010,1431011,1431012,1431013,1431014,1431015,1431016,1431017,1431018,1431019]",ieee14_eval_seed_14104_block_8x8__balanced_magnitude_k16_s3_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,ieee14_eval_seed_14104_block_8x8__stability_balanced_magnitude_second_half_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_balanced_magnitude_second_half_4d0f9f900e71.json,1.0,0.5762382659483782,optimal,0,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_initial_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[1431000,1431002,1431004,1431006,1431008,1431010,1431012,1431014,1431016,1431018]",ieee14_eval_seed_14104_block_8x8__sensitivity_initial_mean_k16_s3_ca79a9e7c81c,ca79a9e7c81cedf5365d023223262184a5d06534dfc813521514b30f6d452dcb,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_even_positions_ea884eaffe44,ea884eaffe44d3d444c995947fd28254c1d69bfef7557c987e02255f37a11343,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_even_positions_ea884eaffe44.json,0.8823529411764706,0.2785134286104075,optimal,0,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_initial_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[1431000,1431001,1431002,1431003,1431004,1431005,1431006,1431007,1431008,1431009]",ieee14_eval_seed_14104_block_8x8__sensitivity_initial_mean_k16_s3_ca79a9e7c81c,ca79a9e7c81cedf5365d023223262184a5d06534dfc813521514b30f6d452dcb,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_first_half_02e89db5ba87,02e89db5ba87f41a8e70d09df6195f4a8a637ec9420984375c7204059aaed7d2,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_first_half_02e89db5ba87.json,0.6,0.2785134286104075,optimal,0,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_initial_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[1431001,1431003,1431005,1431007,1431009,1431011,1431013,1431015,1431017,1431019]",ieee14_eval_seed_14104_block_8x8__sensitivity_initial_mean_k16_s3_ca79a9e7c81c,ca79a9e7c81cedf5365d023223262184a5d06534dfc813521514b30f6d452dcb,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_odd_positions_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_odd_positions_889061f1793f.json,0.6842105263157895,0.2785134286104075,optimal,0,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_initial_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[1431010,1431011,1431012,1431013,1431014,1431015,1431016,1431017,1431018,1431019]",ieee14_eval_seed_14104_block_8x8__sensitivity_initial_mean_k16_s3_ca79a9e7c81c,ca79a9e7c81cedf5365d023223262184a5d06534dfc813521514b30f6d452dcb,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_second_half_203c371a074f,203c371a074fdf827b7457c66df38478693d0629e45b363daa91f0ee1b07a7ba,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_initial_mean_second_half_203c371a074f.json,0.8823529411764706,0.2785134286104075,optimal,0,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_refined_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[1431000,1431002,1431004,1431006,1431008,1431010,1431012,1431014,1431016,1431018]",ieee14_eval_seed_14104_block_8x8__sensitivity_refined_mean_k16_s3_f36de1df730a,f36de1df730a2f37758d171ad5f99061a34c6dbe3ac4d078b5f963c08aa1c18a,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_even_positions_78425376c369,78425376c369bae265d59181c294272d08d76b3f6823a4abbda34f006412c2da,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_even_positions_78425376c369.json,0.6,0.1420372237592965,optimal,3,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_refined_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[1431000,1431001,1431002,1431003,1431004,1431005,1431006,1431007,1431008,1431009]",ieee14_eval_seed_14104_block_8x8__sensitivity_refined_mean_k16_s3_f36de1df730a,f36de1df730a2f37758d171ad5f99061a34c6dbe3ac4d078b5f963c08aa1c18a,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_first_half_8e9a47e3f203,8e9a47e3f203a622785f5b637224dd84e5389057884a0f541ffda054bc71f3d2,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_first_half_8e9a47e3f203.json,0.6,0.1420372237592965,optimal,4,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_refined_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[1431001,1431003,1431005,1431007,1431009,1431011,1431013,1431015,1431017,1431019]",ieee14_eval_seed_14104_block_8x8__sensitivity_refined_mean_k16_s3_f36de1df730a,f36de1df730a2f37758d171ad5f99061a34c6dbe3ac4d078b5f963c08aa1c18a,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_odd_positions_ff568e326d75,ff568e326d7505c30be6860e1d79fc14d6bbc3074240ad169d66aeda1478f587,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_odd_positions_ff568e326d75.json,0.45454545454545453,0.1420372237592965,optimal,5,training_only,False,completed,
ieee14_eval_seed_14104_block_8x8,ieee14,sensitivity_refined_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[1431010,1431011,1431012,1431013,1431014,1431015,1431016,1431017,1431018,1431019]",ieee14_eval_seed_14104_block_8x8__sensitivity_refined_mean_k16_s3_f36de1df730a,f36de1df730a2f37758d171ad5f99061a34c6dbe3ac4d078b5f963c08aa1c18a,ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_second_half_1827a4e00b60,1827a4e00b60b7ba37ea0aa0bb91a4d43e4db5e679a8fd2001957e3893c82d0e,supports/stability/ieee14_eval_seed_14104_block_8x8/ieee14_eval_seed_14104_block_8x8__stability_sensitivity_refined_mean_second_half_1827a4e00b60.json,0.6842105263157895,0.1420372237592965,optimal,4,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,balanced_magnitude,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[1441000,1441002,1441004,1441006,1441008,1441010,1441012,1441014,1441016,1441018]",ieee14_eval_seed_14105_block_8x8__balanced_magnitude_k16_s3_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_even_positions_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_even_positions_4d0f9f900e71.json,1.0,0.3691971695679167,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,balanced_magnitude,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[1441000,1441001,1441002,1441003,1441004,1441005,1441006,1441007,1441008,1441009]",ieee14_eval_seed_14105_block_8x8__balanced_magnitude_k16_s3_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_first_half_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_first_half_4d0f9f900e71.json,1.0,0.3691971695679167,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,balanced_magnitude,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[1441001,1441003,1441005,1441007,1441009,1441011,1441013,1441015,1441017,1441019]",ieee14_eval_seed_14105_block_8x8__balanced_magnitude_k16_s3_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_odd_positions_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_odd_positions_4d0f9f900e71.json,1.0,0.3691971695679167,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,balanced_magnitude,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[1441010,1441011,1441012,1441013,1441014,1441015,1441016,1441017,1441018,1441019]",ieee14_eval_seed_14105_block_8x8__balanced_magnitude_k16_s3_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_second_half_4d0f9f900e71,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_balanced_magnitude_second_half_4d0f9f900e71.json,1.0,0.3691971695679167,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_initial_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[1441000,1441002,1441004,1441006,1441008,1441010,1441012,1441014,1441016,1441018]",ieee14_eval_seed_14105_block_8x8__sensitivity_initial_mean_k16_s3_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_even_positions_559026e027b5,559026e027b5bcc239122c45af81d478cd58fb222772a4eb8fbadba277b8e5c1,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_even_positions_559026e027b5.json,0.6842105263157895,0.2412782442945857,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_initial_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[1441000,1441001,1441002,1441003,1441004,1441005,1441006,1441007,1441008,1441009]",ieee14_eval_seed_14105_block_8x8__sensitivity_initial_mean_k16_s3_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_first_half_82b3472630da,82b3472630da27dc235c69ba3cbf8605c9d17a5003b1cb67fba52afa6f017c0e,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_first_half_82b3472630da.json,0.6842105263157895,0.2412782442945857,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_initial_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[1441001,1441003,1441005,1441007,1441009,1441011,1441013,1441015,1441017,1441019]",ieee14_eval_seed_14105_block_8x8__sensitivity_initial_mean_k16_s3_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_odd_positions_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_odd_positions_889061f1793f.json,1.0,0.2412782442945857,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_initial_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[1441010,1441011,1441012,1441013,1441014,1441015,1441016,1441017,1441018,1441019]",ieee14_eval_seed_14105_block_8x8__sensitivity_initial_mean_k16_s3_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_second_half_889061f1793f,889061f1793f1501901d5f8e30b2d441c3a6cde10af06f788c220f161769be34,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_initial_mean_second_half_889061f1793f.json,1.0,0.2412782442945857,optimal,0,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_refined_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[1441000,1441002,1441004,1441006,1441008,1441010,1441012,1441014,1441016,1441018]",ieee14_eval_seed_14105_block_8x8__sensitivity_refined_mean_k16_s3_b4e83118a8fd,b4e83118a8fdc3ab0721fc1936b21888b3851d1ef7906fd28ff1367d5fe2f784,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_even_positions_60066385a20e,60066385a20e57b61d96cb2669cefa01a0a9a735e4e2680e994f2d6c6f45a2e3,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_even_positions_60066385a20e.json,0.6,0.1151256229138957,optimal,2,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_refined_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[1441000,1441001,1441002,1441003,1441004,1441005,1441006,1441007,1441008,1441009]",ieee14_eval_seed_14105_block_8x8__sensitivity_refined_mean_k16_s3_b4e83118a8fd,b4e83118a8fdc3ab0721fc1936b21888b3851d1ef7906fd28ff1367d5fe2f784,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_first_half_77f20c3a9768,77f20c3a9768ef7cbdfe2ca11d99528e654d5c971fc01bba414611f5823b10df,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_first_half_77f20c3a9768.json,0.6842105263157895,0.1151256229138957,optimal,2,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_refined_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[1441001,1441003,1441005,1441007,1441009,1441011,1441013,1441015,1441017,1441019]",ieee14_eval_seed_14105_block_8x8__sensitivity_refined_mean_k16_s3_b4e83118a8fd,b4e83118a8fdc3ab0721fc1936b21888b3851d1ef7906fd28ff1367d5fe2f784,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_odd_positions_39ee933a8213,39ee933a82130f4dd7b2035c99fbc794dc3c2ba858d888be7cf76cfbacce9ffa,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_odd_positions_39ee933a8213.json,0.5238095238095238,0.1151256229138957,optimal,3,training_only,False,completed,
ieee14_eval_seed_14105_block_8x8,ieee14,sensitivity_refined_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[1441010,1441011,1441012,1441013,1441014,1441015,1441016,1441017,1441018,1441019]",ieee14_eval_seed_14105_block_8x8__sensitivity_refined_mean_k16_s3_b4e83118a8fd,b4e83118a8fdc3ab0721fc1936b21888b3851d1ef7906fd28ff1367d5fe2f784,ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_second_half_77db07c91085,77db07c91085ab595ca7338293493407c67e812d5108b074e55d5b1e71fd8bc4,supports/stability/ieee14_eval_seed_14105_block_8x8/ieee14_eval_seed_14105_block_8x8__stability_sensitivity_refined_mean_second_half_77db07c91085.json,0.45454545454545453,0.1151256229138957,optimal,7,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,balanced_magnitude,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3001000,3001002,3001004,3001006,3001008,3001010,3001012,3001014,3001016,3001018]",ieee30_eval_seed_30101_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f.json,1.0,0.8111126698630697,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,balanced_magnitude,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3001000,3001001,3001002,3001003,3001004,3001005,3001006,3001007,3001008,3001009]",ieee30_eval_seed_30101_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f.json,1.0,0.8111126698630697,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,balanced_magnitude,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3001001,3001003,3001005,3001007,3001009,3001011,3001013,3001015,3001017,3001019]",ieee30_eval_seed_30101_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f.json,1.0,0.8111126698630697,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,balanced_magnitude,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3001010,3001011,3001012,3001013,3001014,3001015,3001016,3001017,3001018,3001019]",ieee30_eval_seed_30101_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f.json,1.0,0.8111126698630697,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_initial_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3001000,3001002,3001004,3001006,3001008,3001010,3001012,3001014,3001016,3001018]",ieee30_eval_seed_30101_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_even_positions_61f2a15506fe,61f2a15506fe2c6dbef9814a0c3a24d10b4bbcd7369ce7c8eb80fa8531b0ad86,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_even_positions_61f2a15506fe.json,0.6842105263157895,0.3250209762090252,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_initial_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3001000,3001001,3001002,3001003,3001004,3001005,3001006,3001007,3001008,3001009]",ieee30_eval_seed_30101_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_first_half_c7deb2a1a2e2,c7deb2a1a2e269a69fddd58f4e40992e9ff953e52c9e99db01b3085c1dc1a91d,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_first_half_c7deb2a1a2e2.json,0.6842105263157895,0.3250209762090252,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_initial_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3001001,3001003,3001005,3001007,3001009,3001011,3001013,3001015,3001017,3001019]",ieee30_eval_seed_30101_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_odd_positions_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_odd_positions_91c296f39590.json,1.0,0.3250209762090252,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_initial_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3001010,3001011,3001012,3001013,3001014,3001015,3001016,3001017,3001018,3001019]",ieee30_eval_seed_30101_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_second_half_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_initial_mean_second_half_697ddc3496a3.json,0.8823529411764706,0.3250209762090252,optimal,0,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_refined_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3001000,3001002,3001004,3001006,3001008,3001010,3001012,3001014,3001016,3001018]",ieee30_eval_seed_30101_block_8x8__sensitivity_refined_mean_k16_s3_5e8cb8bb8c87,5e8cb8bb8c8790e060180533b24a5099ceec22d80bb1b3b0ebd7b06eb8d32bbe,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_even_positions_a17a6d699cb5,a17a6d699cb54f5f1fa03571fbcc1b9ff3523baf0cb757addf98f6fa68ffa589,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_even_positions_a17a6d699cb5.json,0.5238095238095238,0.6110274033979827,optimal,6,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_refined_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3001000,3001001,3001002,3001003,3001004,3001005,3001006,3001007,3001008,3001009]",ieee30_eval_seed_30101_block_8x8__sensitivity_refined_mean_k16_s3_5e8cb8bb8c87,5e8cb8bb8c8790e060180533b24a5099ceec22d80bb1b3b0ebd7b06eb8d32bbe,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_first_half_bcec09e6bb8c,bcec09e6bb8c826757640677558acaaf78122bd3b4cf2b99f5bb9cca12462c6a,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_first_half_bcec09e6bb8c.json,0.45454545454545453,0.6110274033979827,optimal,3,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_refined_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3001001,3001003,3001005,3001007,3001009,3001011,3001013,3001015,3001017,3001019]",ieee30_eval_seed_30101_block_8x8__sensitivity_refined_mean_k16_s3_5e8cb8bb8c87,5e8cb8bb8c8790e060180533b24a5099ceec22d80bb1b3b0ebd7b06eb8d32bbe,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_odd_positions_958819962b17,958819962b17e75f139571913b3188f4d1e451e51010e1ef42c7922da7255809,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_odd_positions_958819962b17.json,0.7777777777777778,0.6110274033979827,optimal,3,training_only,False,completed,
ieee30_eval_seed_30101_block_8x8,ieee30,sensitivity_refined_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3001010,3001011,3001012,3001013,3001014,3001015,3001016,3001017,3001018,3001019]",ieee30_eval_seed_30101_block_8x8__sensitivity_refined_mean_k16_s3_5e8cb8bb8c87,5e8cb8bb8c8790e060180533b24a5099ceec22d80bb1b3b0ebd7b06eb8d32bbe,ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_second_half_1db924352b66,1db924352b663d121ec5c4e72fdfa3e4807a24f591cfd20bcf9645c007fd8024,supports/stability/ieee30_eval_seed_30101_block_8x8/ieee30_eval_seed_30101_block_8x8__stability_sensitivity_refined_mean_second_half_1db924352b66.json,0.6842105263157895,0.6110274033979827,optimal,4,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,balanced_magnitude,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3011000,3011002,3011004,3011006,3011008,3011010,3011012,3011014,3011016,3011018]",ieee30_eval_seed_30102_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f.json,1.0,0.5921422970411284,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,balanced_magnitude,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3011000,3011001,3011002,3011003,3011004,3011005,3011006,3011007,3011008,3011009]",ieee30_eval_seed_30102_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f.json,1.0,0.5921422970411284,optimal,0,training_only,False,completed,
