instance_id,ieee_case,support_id,selector,k_budget,slot_budget,actual_nonzeros,slot_count,median_normalized_error,median_absolute_error,random_replicate,accuracy_objective,nondominated
ieee30_eval_seed_30105_block_8x8,ieee30,ieee30_eval_seed_30105_block_8x8__sensitivity_refined_mean_k24_s6_c7899de4d012,sensitivity_refined_mean,24,6,24,6,0.0550450479626601,8.904655586046287e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee30_eval_seed_30105_block_8x8,ieee30,ieee30_eval_seed_30105_block_8x8__sensitivity_initial_worst_case_k32_s8_d49b21359603,sensitivity_initial_worst_case,32,8,32,8,0.0348026097659066,5.356308721036682e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57101_block_8x8,ieee57,ieee57_eval_seed_57101_block_8x8__random_objective_feasible_k8_s8_r22_ddefc6b97559,random_objective_feasible,8,8,8,1,0.549456250578126,0.0011393567771882,22.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57101_block_8x8,ieee57,ieee57_eval_seed_57101_block_8x8__random_objective_feasible_k12_s8_r21_32092b304e1d,random_objective_feasible,12,8,12,3,0.346444989466812,0.0008750841488867,21.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57101_block_8x8,ieee57,ieee57_eval_seed_57101_block_8x8__sensitivity_refined_mean_k16_s3_1227957abb61,sensitivity_refined_mean,16,3,16,3,0.1422786798487556,0.0002722476535754,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57101_block_8x8,ieee57,ieee57_eval_seed_57101_block_8x8__sensitivity_refined_mean_k24_s8_9f1e0c570079,sensitivity_refined_mean,24,8,24,8,0.0288668820935223,4.898954334037642e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57101_block_8x8,ieee57,ieee57_eval_seed_57101_block_8x8__sensitivity_initial_mean_k32_s8_9b2e6504d009,sensitivity_initial_mean,32,8,32,8,0.0087866126046301,1.9320579492129492e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__random_objective_feasible_k8_s3_r24_11715381c766,random_objective_feasible,8,3,8,1,0.4594461058519375,0.0008422658894272,24.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__random_objective_feasible_k8_s4_r04_11715381c766,random_objective_feasible,8,4,8,1,0.4594461058519375,0.0008422658894272,4.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__sensitivity_refined_worst_case_k12_s3_e11caef12362,sensitivity_refined_worst_case,12,3,12,3,0.2703147690413226,0.000413336004747,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__random_objective_feasible_k24_s2_r08_89200e4640df,random_objective_feasible,24,2,15,2,0.228966090906789,0.0006910629435216,8.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__sensitivity_refined_mean_k16_s4_61fd18201266,sensitivity_refined_mean,16,4,16,4,0.1866397990789245,0.0003041057672578,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__sensitivity_refined_worst_case_k24_s8_6652aada3542,sensitivity_refined_worst_case,24,8,24,8,0.1087240612714114,0.0002043877571818,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57102_block_8x8,ieee57,ieee57_eval_seed_57102_block_8x8__sensitivity_refined_mean_k32_s8_1a1075e1fffe,sensitivity_refined_mean,32,8,32,8,0.0113902536903917,1.8029035210151336e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__random_objective_feasible_k8_s3_r11_88fb03a230fa,random_objective_feasible,8,3,8,1,0.4983216904220765,0.0009839131842841,11.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__random_objective_feasible_k8_s8_r23_88fb03a230fa,random_objective_feasible,8,8,8,1,0.4983216904220765,0.0009839131842841,23.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__random_objective_feasible_k12_s2_r12_4dbf98c83012,random_objective_feasible,12,2,12,2,0.3319736115433486,0.0007297414147186,12.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__random_objective_feasible_k16_s2_r21_8e8d50011a78,random_objective_feasible,16,2,14,2,0.3262957263626023,0.0008269645860745,21.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__sensitivity_refined_mean_k16_s4_7ba23e9957d7,sensitivity_refined_mean,16,4,16,4,0.1551796744106552,0.0002562711955033,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__sensitivity_refined_mean_k24_s8_6ca32c7ce82a,sensitivity_refined_mean,24,8,24,7,0.0779511703643239,0.0001151105555169,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57103_block_8x8,ieee57,ieee57_eval_seed_57103_block_8x8__sensitivity_refined_worst_case_k32_s8_c97a29927868,sensitivity_refined_worst_case,32,8,32,8,0.0055341236955279,1.2249567600356672e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__random_objective_feasible_k8_s3_r10_11715381c766,random_objective_feasible,8,3,8,1,0.4997543309084956,0.0008251916458539,10.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__random_objective_feasible_k8_s4_r02_989f4e870886,random_objective_feasible,8,4,8,1,0.4997543309084956,0.0008251916458539,2.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__random_objective_feasible_k8_s8_r07_989f4e870886,random_objective_feasible,8,8,8,1,0.4997543309084956,0.0008251916458539,7.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__random_objective_feasible_k12_s2_r10_2cab4f8ab70a,random_objective_feasible,12,2,12,2,0.2823930611717259,0.000702439286296,10.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__sensitivity_refined_mean_k16_s3_8cb3ea23b983,sensitivity_refined_mean,16,3,16,3,0.1542100759590575,0.0003326866984127,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__sensitivity_refined_worst_case_k24_s8_c849503e618f,sensitivity_refined_worst_case,24,8,24,6,0.1024114721054155,0.00023834713969,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57104_block_8x8,ieee57,ieee57_eval_seed_57104_block_8x8__sensitivity_initial_worst_case_k32_s8_9b2e6504d009,sensitivity_initial_worst_case,32,8,32,8,0.008298870977106,1.34330145607778e-05,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__random_objective_feasible_k8_s3_r04_989f4e870886,random_objective_feasible,8,3,8,1,0.4750768687168938,0.0009720439770589,4.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__random_objective_feasible_k8_s4_r15_11715381c766,random_objective_feasible,8,4,8,1,0.4750768687168938,0.0009720439770589,15.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__random_objective_feasible_k8_s4_r28_989f4e870886,random_objective_feasible,8,4,8,1,0.4750768687168938,0.0009720439770589,28.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__random_objective_feasible_k8_s6_r03_11715381c766,random_objective_feasible,8,6,8,1,0.4750768687168938,0.0009720439770589,3.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__random_objective_feasible_k12_s6_r28_4f6c5deced28,random_objective_feasible,12,6,12,3,0.2424912927412341,0.0005688899235554,28.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__random_objective_feasible_k24_s2_r09_c1fb0babbc9f,random_objective_feasible,24,2,14,2,0.2346162085330141,0.0004977561211702,9.0,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__sensitivity_refined_worst_case_k16_s6_3b080933096b,sensitivity_refined_worst_case,16,6,16,4,0.1248550679493764,0.0001895637435001,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__sensitivity_refined_worst_case_k16_s8_3b080933096b,sensitivity_refined_worst_case,16,8,16,4,0.1248550679493764,0.0001895637435001,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__sensitivity_refined_mean_k24_s6_f61c366e769c,sensitivity_refined_mean,24,6,24,6,0.0764108133472462,0.0001307014563757,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__sensitivity_refined_mean_k24_s8_f61c366e769c,sensitivity_refined_mean,24,8,24,6,0.0764108133472462,0.0001307014563757,,median_heldout_normalized_error_absolute_not_signed,True
ieee57_eval_seed_57105_block_8x8,ieee57,ieee57_eval_seed_57105_block_8x8__sensitivity_initial_mean_k32_s8_9b2e6504d009,sensitivity_initial_mean,32,8,32,8,0.0082112172485616,1.820886514637655e-05,,median_heldout_normalized_error_absolute_not_signed,True
