instance_id,ieee_case,support_id,selector,k_budget,slot_budget,support_fingerprint,sparse_matrix_fingerprint,random_replicate,resource_record_type,actual_nonzeros,actual_max_row_degree,actual_max_column_degree,minimum_slot_count,slot_count,normalization_mu,native_beta,signal_unitary_gate_count,signal_unitary_depth,cx_count,controlled_rotations,wrapper_reconstruction_error,wrapper_statevector_error,wrapper_unitarity_error,slot_assignment_valid,real_edges_covered_exactly_once,resource_measurement,value_semantics,missing_cost_is_zero,resource_fingerprint,status,failure_reason,stage,last_completed_checkpoint,resource_cache_hit,wrapper_reconstruction_tolerance,wrapper_reconstruction_holds
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k24_s3_41817c5201b0,sensitivity_refined_mean,24,3,41817c5201b0f1795b0d0fb2178fb3cda4015666e5496f4664226043da41cffe,490225249e4d4b01af4746e546a33e2cf827aee133494a26b1c69e7bf6508f53,,executed_sparse_signal_unitary,23,3,3,3,3,1342.142784299504,4026.428352898512,3975,2653,1674,24,2.2203684404698382e-13,2.218664422945816e-13,7.260858581048525e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c6fc1534fec51befcd5b280ea7da2b903c148091757d6b692cf8f442bbb173b1,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k24_s3_6c614d24922f,sensitivity_refined_worst_case,24,3,6c614d24922f92e0feceb64bc94d10b56c4156460f6eab1621836e41bd628b6a,88f23f8e037e6b90c0e0d58d83484823d8c027f924b0eb11073c50b23ebc92a0,,executed_sparse_signal_unitary,23,3,3,3,3,1342.142784299504,4026.428352898512,3979,2657,1674,24,2.81618643198641e-13,2.813619414856351e-13,7.249756350802272e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,673274390f9883fe72a971a76cb377ed6e6d706101173cb9ea1ddafad825a13e,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k24_s4_53a2e0a7d162,balanced_magnitude,24,4,53a2e0a7d162bd4c4cdbbd24a104c3341d03407be5cd827fd02a56dc86e5b150,00d1cefcc6ff300b4e5fe441e3b6859f91d2b6a74cd66ea7a40315d1698d7aa1,,executed_sparse_signal_unitary,24,4,4,4,4,1342.142784299504,5368.571137198016,4735,3130,2039,32,3.278211035961931e-13,3.279598814742713e-13,9.825473767932637e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ae22f71e235decf1981093614660f05801215ac343c3d4a6bce7a4d79cd43423,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s4_aeaaee3198c9,leverage_weighted,24,4,aeaaee3198c92c13ab28a44c97613258b5edde5f874d8b8ab611c5c18a7034b0,3deecfdad78f67afe5fdc99199e595431e4d8812480259ed4a1716b63c0c29bd,,executed_sparse_signal_unitary,24,4,4,4,4,1342.142784299504,5368.571137198016,5204,3478,2206,32,3.627653732962699e-13,3.623767952376511e-13,8.93729534823251e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,53dff75b04178186726b84ecf7a6246128c5bbe57d94b292f55ad453905afa6a,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k24_s4_6b37cfb4efc0,sensitivity_initial_mean,24,4,6b37cfb4efc067ba0c1e8a858069f73936f1d236a7cfe699e6bc784c7c0fe5e4,98b2244610d35e6bb89175f7e7b5de1f5b6d506ddc82d75479337a97165d603c,,executed_sparse_signal_unitary,24,4,4,4,4,1342.142784299504,5368.571137198016,5270,3525,2228,32,2.281996250037101e-13,2.2789755370126253e-13,9.126033262418789e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,cacb6921cb514b8a38766bf33402190c741d081e3acdc07b2f28da4f9d8fc4c8,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k24_s4_105838720a73,sensitivity_initial_worst_case,24,4,105838720a7319e9dfb5401b0087a357947d05935b8bf2fc0b904d18db6520ac,59ee3e4e5e4b3d2154a3309fadcd83a1aa041e491995b52e741fec246158aa37,,executed_sparse_signal_unitary,24,4,4,4,4,1342.142784299504,5368.571137198016,5251,3511,2218,32,3.879396803796453e-13,3.8741232444294843e-13,9.481304630298837e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ce979f65659280fb44cfc4dcae95a6cbcb9e64b027c9f17d3242cb4e238551dc,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k24_s4_50774f8a20a5,sensitivity_refined_mean,24,4,50774f8a20a5c08774355bf856323441cd53773ea8e56a697dd3a9e3682046f0,56f122a444e93b5d4d6b1a16e0f2de566457c20271f56fb589495591706d410d,,executed_sparse_signal_unitary,24,4,4,4,4,1342.142784299504,5368.571137198016,5273,3527,2228,32,2.0794588699333477e-13,2.0801271123407857e-13,8.826273045769994e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,da7e009207c1155bb7c270adea48474ef1d3c51fd02cb80e52af41830be2a275,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k24_s4_2de8d6d692d3,sensitivity_refined_worst_case,24,4,2de8d6d692d3f575981e975e82d5cbfbd1238cfcc8c55ba070745e23374db50c,8e31d8c84614fdc31720afbdd1d41b3a88e97aa40ce2bc6529194a1b2e6b6c61,,executed_sparse_signal_unitary,24,4,4,4,4,1342.142784299504,5368.571137198016,4878,3239,2089,32,3.011180727180963e-13,3.011033141556799e-13,9.825473767932637e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,7caf86ff2c5d72a5eeb394d88ebfd1c494d6a67ce6aa8e6695a0fdd88435685d,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k24_s6_ff46166341ad,balanced_magnitude,24,6,ff46166341adddc21367b3edd4f3d84c37d39023c09983a129b7762a798eb6a4,18bc299aad20877f8a00f5b47f696b0320b727f214171ad5eda4aaef1ec5a199,,executed_sparse_signal_unitary,24,5,4,5,5,1342.142784299504,6710.71392149752,16756,11501,6788,40,8.101158632811689e-13,8.097550407981657e-13,6.217248937900878e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,bfd93e1d8378008360a4427f84ef30cf286b5eaa7aebb3dc93ed383257436688,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s6_fd46c5abbdd8,leverage_weighted,24,6,fd46c5abbdd8e4f7d395b718759b1914e9ed4e337711099b9a22acb6538558b5,8023b7a8bf08506bfb4240d181daa41d452d69f567544c46af1d7cc16c07de04,,executed_sparse_signal_unitary,24,5,4,5,5,1342.142784299504,6710.71392149752,17820,12288,7204,40,4.471562009555896e-13,4.479611126484429e-13,6.106226635438361e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,307f0bfb4fe40c066cf58d5f47c0fb89287498c02b7910ac361d806316317184,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k24_s6_dfc8b3c0c3bb,sensitivity_initial_mean,24,6,dfc8b3c0c3bba9b9a255b925e060ad818ab43501e94439068df05fd84da5942d,005d9a92dc0712f71faa5b3ab4cae324de384140a786f9d96926de1319a0a88b,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,20843,15149,8856,48,4.194145031277685e-13,4.174438572590589e-13,4.2543746303636e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,2643a75d789bfe36d8d577aaac14e7ed558ba3edd2ed776badcfcc6878feef70,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k24_s6_7e9350c95640,sensitivity_initial_worst_case,24,6,7e9350c95640c8cab9aa53abd664d6ec8c49f09203bf40c28e01e2f2c4a37be7,30e8f0c947489d1ea07a31d5697dbee36f165ed11de8dce0d08c9273e0f67dc5,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,23299,17760,10134,48,4.176897388428218e-13,4.175640599646617e-13,7.568390358869692e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,e8fe4ff3725abad8e1ab8d5ca82b3f3286b9a0d1a6dea019fa7c93289e034675,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k24_s6_507516dc2f04,sensitivity_refined_mean,24,6,507516dc2f0410420fbf5b5d6b3e52ad0a0988d7a932ff10a83541fbcb81c171,258e27632c1de721219d565058d95d835ba6907752f0dae44979b291f95de74c,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,20875,15178,8856,48,3.924360836293772e-13,3.921585278732209e-13,4.2899017671516054e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,888044eec3546928dc71effe3cb3fc7b58dffc88192b5f2066a51230cfef1e9c,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k24_s6_7e9350c95640,sensitivity_refined_worst_case,24,6,7e9350c95640c8cab9aa53abd664d6ec8c49f09203bf40c28e01e2f2c4a37be7,30e8f0c947489d1ea07a31d5697dbee36f165ed11de8dce0d08c9273e0f67dc5,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,23299,17760,10134,48,4.176897388428218e-13,4.175640599646617e-13,7.568390358869692e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,e8fe4ff3725abad8e1ab8d5ca82b3f3286b9a0d1a6dea019fa7c93289e034675,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k24_s8_ff46166341ad,balanced_magnitude,24,8,ff46166341adddc21367b3edd4f3d84c37d39023c09983a129b7762a798eb6a4,18bc299aad20877f8a00f5b47f696b0320b727f214171ad5eda4aaef1ec5a199,,executed_sparse_signal_unitary,24,5,4,5,5,1342.142784299504,6710.71392149752,16756,11501,6788,40,8.101158632811689e-13,8.097550407981657e-13,6.217248937900878e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,bfd93e1d8378008360a4427f84ef30cf286b5eaa7aebb3dc93ed383257436688,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s8_fd46c5abbdd8,leverage_weighted,24,8,fd46c5abbdd8e4f7d395b718759b1914e9ed4e337711099b9a22acb6538558b5,8023b7a8bf08506bfb4240d181daa41d452d69f567544c46af1d7cc16c07de04,,executed_sparse_signal_unitary,24,5,4,5,5,1342.142784299504,6710.71392149752,17820,12288,7204,40,4.471562009555896e-13,4.479611126484429e-13,6.106226635438361e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,307f0bfb4fe40c066cf58d5f47c0fb89287498c02b7910ac361d806316317184,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k24_s8_dfc8b3c0c3bb,sensitivity_initial_mean,24,8,dfc8b3c0c3bba9b9a255b925e060ad818ab43501e94439068df05fd84da5942d,005d9a92dc0712f71faa5b3ab4cae324de384140a786f9d96926de1319a0a88b,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,20843,15149,8856,48,4.194145031277685e-13,4.174438572590589e-13,4.2543746303636e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,2643a75d789bfe36d8d577aaac14e7ed558ba3edd2ed776badcfcc6878feef70,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k24_s8_7e9350c95640,sensitivity_initial_worst_case,24,8,7e9350c95640c8cab9aa53abd664d6ec8c49f09203bf40c28e01e2f2c4a37be7,30e8f0c947489d1ea07a31d5697dbee36f165ed11de8dce0d08c9273e0f67dc5,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,23299,17760,10134,48,4.176897388428218e-13,4.175640599646617e-13,7.568390358869692e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,e8fe4ff3725abad8e1ab8d5ca82b3f3286b9a0d1a6dea019fa7c93289e034675,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k24_s8_507516dc2f04,sensitivity_refined_mean,24,8,507516dc2f0410420fbf5b5d6b3e52ad0a0988d7a932ff10a83541fbcb81c171,258e27632c1de721219d565058d95d835ba6907752f0dae44979b291f95de74c,,executed_sparse_signal_unitary,24,6,6,6,6,1342.142784299504,8052.856705797024,20875,15178,8856,48,3.924360836293772e-13,3.921585278732209e-13,4.2899017671516054e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,888044eec3546928dc71effe3cb3fc7b58dffc88192b5f2066a51230cfef1e9c,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k24_s8_5c249bb1d6cc,sensitivity_refined_worst_case,24,8,5c249bb1d6cc8e49cc967d42cadfc77640a385328b1062c805c863a57b4ce39f,9c87057f7f23af616a5cb5fc4d15fa8dc9a0d3a19e12306dc05c1b3ca06651d6,,executed_sparse_signal_unitary,24,5,7,7,7,1342.142784299504,9394.999490096528,23171,16624,9753,56,3.397837566865292e-13,3.3995029014022293e-13,3.8546943414985435e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,d4cda3a07ebf744b6917b374f80dee064c81dfcf6a6cb9ccf73ca4d3c34dc8d0,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k32_s2_15456ab4ce3b,balanced_magnitude,32,2,15456ab4ce3b15643a4e13d8087e65680d27934a1999689e86505a5322cefe1d,5714721045bc2dff8246df636e12e9693dcf72b462f5d06fe996983697390870,,executed_sparse_signal_unitary,15,2,2,2,2,1342.142784299504,2684.285568599008,1030,624,440,16,2.5590640717609855e-14,2.525757381022231e-14,6.472600233564664e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,dedfefac748de0174feda834774b1c03748e95810b7f0828460d338fd7c15316,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s2_15456ab4ce3b,leverage_weighted,32,2,15456ab4ce3b15643a4e13d8087e65680d27934a1999689e86505a5322cefe1d,5714721045bc2dff8246df636e12e9693dcf72b462f5d06fe996983697390870,,executed_sparse_signal_unitary,15,2,2,2,2,1342.142784299504,2684.285568599008,1030,624,440,16,2.5590640717609855e-14,2.525757381022231e-14,6.472600233564664e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,dedfefac748de0174feda834774b1c03748e95810b7f0828460d338fd7c15316,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k32_s2_a54f4ba6ec58,sensitivity_initial_mean,32,2,a54f4ba6ec58d367ad57735dd7ba089930ff433c1d0d7b7c355014914aae1213,76deda7fe8eb7fdd9cd51178604e959c146b3a9c03ce14e8424619b07f756835,,executed_sparse_signal_unitary,15,2,2,2,2,1342.142784299504,2684.285568599008,1164,711,488,16,4.074037316067656e-13,4.075137357053118e-13,6.672440377997192e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,d7c933fc0bdbaf3792e30ee671360c454dc2560f6f74f9ff787930e06e65adac,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k32_s2_7a48a1200e74,sensitivity_initial_worst_case,32,2,7a48a1200e74e7fc236a5c7895531e29860c872adc0db97d969c4b70e03e3636,ba08f5ab8d659ed8795c7ab5e126c4a3dad3a0da355a3b5fcb981c7886409e1f,,executed_sparse_signal_unitary,16,2,2,2,2,1342.142784299504,2684.285568599008,1027,612,436,16,6.238700577699395e-14,6.238867450513697e-14,6.694644838489695e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,118e611bb55330fcf827822767f78dc7cd5e2d7dac76fd2d74d38b23d3ad8730,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k32_s2_f883f618abf7,sensitivity_refined_mean,32,2,f883f618abf71f37e74c7b0af5544aedbcd1262a20c59d58e92668f03207d156,7c9e8a657b91fac96c211ebf49f171630b2fe27762f0205f5baf0ef5fbefdce7,,executed_sparse_signal_unitary,15,2,2,2,2,1342.142784299504,2684.285568599008,1167,713,488,16,2.7422508708241367e-14,2.7700064464397656e-14,6.461498003318411e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,8d23ede6503a015e71377648a2ebd1c91aa3f6d6ed2dc18f008441288ddf7c8d,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k32_s2_7a48a1200e74,sensitivity_refined_worst_case,32,2,7a48a1200e74e7fc236a5c7895531e29860c872adc0db97d969c4b70e03e3636,ba08f5ab8d659ed8795c7ab5e126c4a3dad3a0da355a3b5fcb981c7886409e1f,,executed_sparse_signal_unitary,16,2,2,2,2,1342.142784299504,2684.285568599008,1027,612,436,16,6.238700577699395e-14,6.238867450513697e-14,6.694644838489695e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,118e611bb55330fcf827822767f78dc7cd5e2d7dac76fd2d74d38b23d3ad8730,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k32_s3_d2471d0644c6,balanced_magnitude,32,3,d2471d0644c6ebebc8b4e6834fdd014423c5c386705f2e5b0b885a7779a582b7,282624914023bd83ffc07607177657fd9d730bcf56e7fa658b46f8208dfc25a1,,executed_sparse_signal_unitary,22,3,3,3,3,1342.142784299504,4026.428352898512,3321,2175,1436,24,6.737943536450075e-13,6.735445534644668e-13,7.327471962526033e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,75ae31a5ee1f2908b639d336c4c84452d8e9ad2fb13461f947d2075bc5e09cc9,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s3_d2471d0644c6,leverage_weighted,32,3,d2471d0644c6ebebc8b4e6834fdd014423c5c386705f2e5b0b885a7779a582b7,282624914023bd83ffc07607177657fd9d730bcf56e7fa658b46f8208dfc25a1,,executed_sparse_signal_unitary,22,3,3,3,3,1342.142784299504,4026.428352898512,3321,2175,1436,24,6.737943536450075e-13,6.735445534644668e-13,7.327471962526033e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,75ae31a5ee1f2908b639d336c4c84452d8e9ad2fb13461f947d2075bc5e09cc9,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k32_s3_0972fff84c1c,sensitivity_initial_mean,32,3,0972fff84c1caf6b36bc7a5512d908778e51e511b98ab7d966f9da205a8560ff,dd471e151eb72e4fbada49809ea32bfa4bad635040bb19b0e7d5ea53e5d8454f,,executed_sparse_signal_unitary,23,3,3,3,3,1342.142784299504,4026.428352898512,3569,2359,1533,24,1.5578409603168397e-13,1.558705518063456e-13,7.205347429817267e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,38f47d672eb6956db2e7056ad38efc8d8668d85f6d48acb4af4fd248c3ef79e9,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k32_s3_759d4de8b604,sensitivity_initial_worst_case,32,3,759d4de8b604fcc18437b4af6abdf93bc1451f74e3f6b56eadbd678f440f0ee5,c09c4765dd744618a0411f7826882b67dd02dca7387d6c794e2834f960466176,,executed_sparse_signal_unitary,23,3,3,3,3,1342.142784299504,4026.428352898512,3977,2654,1674,24,2.284838984678572e-13,2.275402088969259e-13,6.827871601444714e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,95d74e3b2c77b27ea21211ed0e801ed62be47b6e0fb85f896a7f93036de35456,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k32_s3_41817c5201b0,sensitivity_refined_mean,32,3,41817c5201b0f1795b0d0fb2178fb3cda4015666e5496f4664226043da41cffe,490225249e4d4b01af4746e546a33e2cf827aee133494a26b1c69e7bf6508f53,,executed_sparse_signal_unitary,23,3,3,3,3,1342.142784299504,4026.428352898512,3975,2653,1674,24,2.2203684404698382e-13,2.218664422945816e-13,7.260858581048525e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c6fc1534fec51befcd5b280ea7da2b903c148091757d6b692cf8f442bbb173b1,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k32_s3_6c614d24922f,sensitivity_refined_worst_case,32,3,6c614d24922f92e0feceb64bc94d10b56c4156460f6eab1621836e41bd628b6a,88f23f8e037e6b90c0e0d58d83484823d8c027f924b0eb11073c50b23ebc92a0,,executed_sparse_signal_unitary,23,3,3,3,3,1342.142784299504,4026.428352898512,3979,2657,1674,24,2.81618643198641e-13,2.813619414856351e-13,7.249756350802272e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,673274390f9883fe72a971a76cb377ed6e6d706101173cb9ea1ddafad825a13e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k32_s4_c366faf643b7,balanced_magnitude,32,4,c366faf643b77d4e2ccf3bcfc0b330e92eb54a0c2a4feaba00acbbb9a89836a3,a0622cef4351c133d6a616347c0295acd2b97bf31c471d866c6aabcf950a4f17,,executed_sparse_signal_unitary,30,4,4,4,4,1342.142784299504,5368.571137198016,5395,3772,2357,32,4.2207903838686894e-13,4.2155168245017194e-13,1.667554982986985e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c915bfe5ebddbee8f81fa57bb7ce90a3ef66669cb3e09514dc49654485b58485,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s4_2016e5682f0c,leverage_weighted,32,4,2016e5682f0cacd299bfb25c77493f9e39617bf78136e705cf989d9d16d43210,c6949bfd2c70c5a874c560b5f2721855b4fb0fc2546da3ceb47d0fc8b5aae638,,executed_sparse_signal_unitary,29,4,4,4,4,1342.142784299504,5368.571137198016,5134,3615,2279,32,2.0291368511497197e-13,2.0307524333143862e-13,1.9328982858723978e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,5c63527d71531a942c3cf511a9943ce5f9a1b474097126f5dbe181a804b346e2,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k32_s4_ec17a090aa31,sensitivity_initial_mean,32,4,ec17a090aa3125ae3f9c95d5b2107db27f99c12f979de533f05a383ef3863dc4,876bc518adb842d35d5a663a004a1eb29afea6574160a83077a4ef2279e6a629,,executed_sparse_signal_unitary,31,4,4,4,4,1342.142784299504,5368.571137198016,5705,4069,2499,32,3.4091405554987323e-13,3.406005805217058e-13,2.036149027162537e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,49a71fa03d7b2a36fa071efccc619d60e49b98e76af974098f543baab4339f1d,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k32_s4_02017776e2a0,sensitivity_initial_worst_case,32,4,02017776e2a0cb4c06fa6888b554b839fd24bfdf9587015876c79cae49edff06,823b9f6fb44bff8e37878a2898c25611eb5fa7781b8da86422822b05f0ece225,,executed_sparse_signal_unitary,30,4,4,4,4,1342.142784299504,5368.571137198016,5150,3441,2189,32,3.589444552439453e-13,3.5919849534929713e-13,9.9253938401489e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,47e3710245c9de4f5032d1cec989b17c45e00550cfa8ee46f86373c826212a32,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k32_s4_6413b1e5fb38,sensitivity_refined_mean,32,4,6413b1e5fb3880041b40a78f35f038d26a1af769fee5e30a9ec87d367620edfb,3337eee0139058db0f72a2ed3088e28f118f9be2acc2a738a841585baeaf5471,,executed_sparse_signal_unitary,31,4,4,4,4,1342.142784299504,5368.571137198016,4891,3413,2188,32,1.7576426640309626e-13,1.7580557115924217e-13,1.6331380692236053e-13,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,b0dd61a5ade1a5e3d1fb564e2946699bed0fc9dbdc4dd414ae073a784294d45d,completed,,resources,resources,False,,
