instance_id,ieee_case,support_id,selector,k_budget,slot_budget,support_fingerprint,sparse_matrix_fingerprint,random_replicate,resource_record_type,actual_nonzeros,actual_max_row_degree,actual_max_column_degree,minimum_slot_count,slot_count,normalization_mu,native_beta,signal_unitary_gate_count,signal_unitary_depth,cx_count,controlled_rotations,wrapper_reconstruction_error,wrapper_statevector_error,wrapper_unitarity_error,slot_assignment_valid,real_edges_covered_exactly_once,resource_measurement,value_semantics,missing_cost_is_zero,resource_fingerprint,status,failure_reason,stage,last_completed_checkpoint,resource_cache_hit,wrapper_reconstruction_tolerance,wrapper_reconstruction_holds
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k8_s3_239e7a9180fc,sensitivity_refined_mean,8,3,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k8_s3_72435e6abe4b,sensitivity_refined_worst_case,8,3,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k8_s4_912b8f2f0b10,balanced_magnitude,8,4,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,7715acb496901e0a787076ae6192a9dbc52f2d0c0d66c025a1c12b8b3f656cfb,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,445,260,192,8,1.6764367671839864e-14,1.5987211554602254e-14,3.519406988061746e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c4e3171895754f1fc99d64e66380855b876055c7d40a3ce425d03df73b792462,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s4_912b8f2f0b10,leverage_weighted,8,4,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,7715acb496901e0a787076ae6192a9dbc52f2d0c0d66c025a1c12b8b3f656cfb,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,445,260,192,8,1.6764367671839864e-14,1.5987211554602254e-14,3.519406988061746e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c4e3171895754f1fc99d64e66380855b876055c7d40a3ce425d03df73b792462,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k8_s4_239e7a9180fc,sensitivity_initial_mean,8,4,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k8_s4_72435e6abe4b,sensitivity_initial_worst_case,8,4,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k8_s4_239e7a9180fc,sensitivity_refined_mean,8,4,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k8_s4_72435e6abe4b,sensitivity_refined_worst_case,8,4,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k8_s6_912b8f2f0b10,balanced_magnitude,8,6,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,7715acb496901e0a787076ae6192a9dbc52f2d0c0d66c025a1c12b8b3f656cfb,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,445,260,192,8,1.6764367671839864e-14,1.5987211554602254e-14,3.519406988061746e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c4e3171895754f1fc99d64e66380855b876055c7d40a3ce425d03df73b792462,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s6_912b8f2f0b10,leverage_weighted,8,6,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,7715acb496901e0a787076ae6192a9dbc52f2d0c0d66c025a1c12b8b3f656cfb,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,445,260,192,8,1.6764367671839864e-14,1.5987211554602254e-14,3.519406988061746e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c4e3171895754f1fc99d64e66380855b876055c7d40a3ce425d03df73b792462,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k8_s6_239e7a9180fc,sensitivity_initial_mean,8,6,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k8_s6_72435e6abe4b,sensitivity_initial_worst_case,8,6,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k8_s6_239e7a9180fc,sensitivity_refined_mean,8,6,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k8_s6_72435e6abe4b,sensitivity_refined_worst_case,8,6,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k8_s8_912b8f2f0b10,balanced_magnitude,8,8,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,7715acb496901e0a787076ae6192a9dbc52f2d0c0d66c025a1c12b8b3f656cfb,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,445,260,192,8,1.6764367671839864e-14,1.5987211554602254e-14,3.519406988061746e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c4e3171895754f1fc99d64e66380855b876055c7d40a3ce425d03df73b792462,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s8_912b8f2f0b10,leverage_weighted,8,8,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,7715acb496901e0a787076ae6192a9dbc52f2d0c0d66c025a1c12b8b3f656cfb,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,445,260,192,8,1.6764367671839864e-14,1.5987211554602254e-14,3.519406988061746e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c4e3171895754f1fc99d64e66380855b876055c7d40a3ce425d03df73b792462,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k8_s8_239e7a9180fc,sensitivity_initial_mean,8,8,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k8_s8_72435e6abe4b,sensitivity_initial_worst_case,8,8,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k8_s8_239e7a9180fc,sensitivity_refined_mean,8,8,239e7a9180fcbb032546877323675c5081ab5ddbb6468c9dab66b273835babe5,7444559d484862ac2b6d5df862a4d4852f6c67d3a21bc949596ffa457ee78e71,,executed_sparse_signal_unitary,8,1,1,1,1,1342.142784299504,1342.142784299504,588,354,244,8,3.9221559718829203e-14,3.9039099353665644e-14,3.497202527569243e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ea2b641ca9ff16da52e9aec3e1d8254e57ba67e67ccd96447a465f27aa445cb5,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k8_s8_72435e6abe4b,sensitivity_refined_worst_case,8,8,72435e6abe4b2fb4a31ed0e86c0b0a026b0642e269aff8a091d9532288ae341a,11337ae5716ad8ce92a957fe358979ae5111e8350a8b7b19a73b443da15fd5e5,,executed_sparse_signal_unitary,8,1,1,1,1,1094.9507952096546,1094.9507952096546,591,356,244,8,3.412345963274605e-14,3.3837059361951494e-14,3.3750779948604765e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,9369cba789b140b9e43d335b42ccb7dce6407803b00cd10b573a050d777b704e,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k12_s2_cd4de53cfb8f,balanced_magnitude,12,2,cd4de53cfb8f739bdec9c13e8438407514cbc0dd97b021e5b9154c89953072dd,da382b86eea3c699c9c17ed50eceddd2782057c7e0edbdd9f9067b9039ded53f,,executed_sparse_signal_unitary,12,2,2,2,2,1342.142784299504,2684.285568599008,1008,608,435,16,2.0705659409259173e-14,2.131628207280301e-14,6.7390537594747e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,34a24b8008262d4b55339fad045f6a107184ac7cc08e65d0b8a7732cd9bf22af,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k12_s2_cd4de53cfb8f,leverage_weighted,12,2,cd4de53cfb8f739bdec9c13e8438407514cbc0dd97b021e5b9154c89953072dd,da382b86eea3c699c9c17ed50eceddd2782057c7e0edbdd9f9067b9039ded53f,,executed_sparse_signal_unitary,12,2,2,2,2,1342.142784299504,2684.285568599008,1008,608,435,16,2.0705659409259173e-14,2.131628207280301e-14,6.7390537594747e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,34a24b8008262d4b55339fad045f6a107184ac7cc08e65d0b8a7732cd9bf22af,completed,,resources,resources,True,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_mean_k12_s2_98cdbdcefc6c,sensitivity_initial_mean,12,2,98cdbdcefc6cd1e98b696cc2346d623917850fec5586fbb9504180acb2401138,d7d78ff021912151901170869daf9a5e555c0bdcba15064cdf615ff299682899,,executed_sparse_signal_unitary,12,2,2,2,2,1342.142784299504,2684.285568599008,1164,711,488,16,4.0747855483491033e-13,4.0749186152278554e-13,6.461498003318411e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,c9818548f658d480d76e6e006c098290488a70ea0d4d43fce03f12c4eb90f264,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_initial_worst_case_k12_s2_8429e0442690,sensitivity_initial_worst_case,12,2,8429e0442690fc9a083d75ec555df89131c00bd43a12ed18b79128682c325b59,983d0bbffbaf0a793e13e62eb4861fd978f882f1b9eeea4356e9fce4d1eaeeff,,executed_sparse_signal_unitary,12,2,2,2,2,1342.142784299504,2684.285568599008,1072,653,459,16,1.6819878823071122e-14,1.6875389974302383e-14,6.483702463810914e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,648ba4bf61d93914ceee0b40da83e68968bae25f549f1c9cf5140893054544eb,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_mean_k12_s2_23784c958a82,sensitivity_refined_mean,12,2,23784c958a8275db4d6bdfdba830b2c2a7d9774259318615eb83e9e4569fa840,20bcb40902eef51b3612b8b1ad3d14e68356fcc255b90331f8c8d54b0113776a,,executed_sparse_signal_unitary,12,2,2,2,2,1342.142784299504,2684.285568599008,1157,714,487,16,3.6522344313892013e-14,3.654957186356559e-14,6.450395773072161e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,e062b4ba2e3daf1be456aff72a6a9cfb1f5b2984ee7f4257962acf3b8b4b0647,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__sensitivity_refined_worst_case_k12_s2_ea9c906a2d38,sensitivity_refined_worst_case,12,2,ea9c906a2d385dda3095cfc09ee24bb8d94bedf64a712bcb2df51597695df944,65fad12e64ea0187a239c00189f36c4f3c3703c350bcee6fafad92e579a5243b,,executed_sparse_signal_unitary,12,2,2,2,2,1342.142784299504,2684.285568599008,1099,666,464,16,2.8088642523016464e-14,2.76445533131664e-14,6.52811138479592e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,ed47abf4eed0b728e0d5d0e10dff4182bede2d7b94a46d7c794cca851cc39b82,completed,,resources,resources,False,,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__balanced_magnitude_k12_s3_ba6c6a34d2ef,balanced_magnitude,12,3,ba6c6a34d2ef0f3e267afe12307a5b4d2dc2d4e1611622f5e36df2d84aa0b410,cfd1ecde9ef188c03685df4c5b201e6459dd351163931e85cb8bce56eff8f459,,executed_sparse_signal_unitary,12,3,2,3,3,1342.142784299504,4026.428352898512,3235,2112,1413,24,2.1782575743145574e-13,2.1860291354869335e-13,7.738254481637341e-14,True,True,actual_qiskit_transpile_u3_cx_optimization_level_1,exact_selected_original_values_no_quantization,False,5ddb50055f696048b16ec7cfc72c2eeedb05f70edb348818390b3a5ea2a93d31,completed,,resources,resources,False,,
