instance_id,ieee_case,support_id,selector,k_budget,slot_budget,actual_nonzeros,slot_count,support_fingerprint,random_replicate,heldout_task_count,median_absolute_error,mean_absolute_error,p90_absolute_error,worst_absolute_error,median_normalized_error,mean_normalized_error,p90_normalized_error,worst_normalized_error,failure_fraction,certificate_coverage,median_certificate_tightness,worst_certificate_tightness,status,failure_reason
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k16_s2_15456ab4ce3b,leverage_weighted,16,2,15,2,15456ab4ce3b15643a4e13d8087e65680d27934a1999689e86505a5322cefe1d,,60,0.00041946786225294697,0.0005867288463471688,0.0013716400817888037,0.001974933104218894,0.3317478867456548,2.335299033595484,5.4292565425605215,52.324332986419044,0.7333333333333333,1.0,180.28523784811776,42076.52429699524,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k16_s3_4d0f9f900e71,leverage_weighted,16,3,16,3,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,,60,0.000496401274684782,0.0006476403724911761,0.0013808802084817103,0.0019861466221981422,0.3869994737602769,4.029464800054418,7.6011737557555,136.68453218035248,0.7666666666666667,1.0,150.725373690045,3252.5983525234337,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k16_s4_4d0f9f900e71,leverage_weighted,16,4,16,3,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,,60,0.000496401274684782,0.0006476403724911761,0.0013808802084817103,0.0019861466221981422,0.3869994737602769,4.029464800054418,7.6011737557555,136.68453218035248,0.7666666666666667,1.0,150.725373690045,3252.5983525234337,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k16_s6_4d0f9f900e71,leverage_weighted,16,6,16,3,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,,60,0.000496401274684782,0.0006476403724911761,0.0013808802084817103,0.0019861466221981422,0.3869994737602769,4.029464800054418,7.6011737557555,136.68453218035248,0.7666666666666667,1.0,150.725373690045,3252.5983525234337,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k16_s8_4d0f9f900e71,leverage_weighted,16,8,16,3,4d0f9f900e71cf97722e270475844ec0cb87920603f5bb1ec24ace23404c28fb,,60,0.000496401274684782,0.0006476403724911761,0.0013808802084817103,0.0019861466221981422,0.3869994737602769,4.029464800054418,7.6011737557555,136.68453218035248,0.7666666666666667,1.0,150.725373690045,3252.5983525234337,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s2_15456ab4ce3b,leverage_weighted,24,2,15,2,15456ab4ce3b15643a4e13d8087e65680d27934a1999689e86505a5322cefe1d,,60,0.00041946786225294697,0.0005867288463471688,0.0013716400817888037,0.001974933104218894,0.3317478867456548,2.335299033595484,5.4292565425605215,52.324332986419044,0.7333333333333333,1.0,180.28523784811776,42076.52429699524,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s3_d2471d0644c6,leverage_weighted,24,3,22,3,d2471d0644c6ebebc8b4e6834fdd014423c5c386705f2e5b0b885a7779a582b7,,60,0.00025049954801580293,0.0002917185718939115,0.0006355589461405335,0.0008627519046940844,0.17016086038782824,1.329796597618209,2.7235923982803167,33.23253119633315,0.6166666666666667,1.0,276.94931575603067,13856.444832484482,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s4_aeaaee3198c9,leverage_weighted,24,4,24,4,aeaaee3198c92c13ab28a44c97613258b5edde5f874d8b8ab611c5c18a7034b0,,60,0.000257744832389694,0.00030621567601045186,0.0007030711711966644,0.0010792723088726929,0.16858798570619954,1.3217482530281435,2.4914809496938997,24.897927670972766,0.6,1.0,221.469000277901,6405.21086432832,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s6_fd46c5abbdd8,leverage_weighted,24,6,24,5,fd46c5abbdd8e4f7d395b718759b1914e9ed4e337711099b9a22acb6538558b5,,60,0.000335243773308283,0.0003744790156675729,0.0007524380565102625,0.0012879964045687895,0.21388039257874206,2.4040248875184447,4.082193141395924,89.12209405493215,0.7333333333333333,1.0,189.32331723237968,5739.883524925749,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k24_s8_fd46c5abbdd8,leverage_weighted,24,8,24,5,fd46c5abbdd8e4f7d395b718759b1914e9ed4e337711099b9a22acb6538558b5,,60,0.000335243773308283,0.0003744790156675729,0.0007524380565102625,0.0012879964045687895,0.21388039257874206,2.4040248875184447,4.082193141395924,89.12209405493215,0.7333333333333333,1.0,189.32331723237968,5739.883524925749,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s2_15456ab4ce3b,leverage_weighted,32,2,15,2,15456ab4ce3b15643a4e13d8087e65680d27934a1999689e86505a5322cefe1d,,60,0.00041946786225294697,0.0005867288463471688,0.0013716400817888037,0.001974933104218894,0.3317478867456548,2.335299033595484,5.4292565425605215,52.324332986419044,0.7333333333333333,1.0,180.28523784811776,42076.52429699524,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s3_d2471d0644c6,leverage_weighted,32,3,22,3,d2471d0644c6ebebc8b4e6834fdd014423c5c386705f2e5b0b885a7779a582b7,,60,0.00025049954801580293,0.0002917185718939115,0.0006355589461405335,0.0008627519046940844,0.17016086038782824,1.329796597618209,2.7235923982803167,33.23253119633315,0.6166666666666667,1.0,276.94931575603067,13856.444832484482,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s4_2016e5682f0c,leverage_weighted,32,4,29,4,2016e5682f0cacd299bfb25c77493f9e39617bf78136e705cf989d9d16d43210,,60,0.00014187443585497467,0.0001742983231821507,0.0003462823700111123,0.0006953379827663454,0.10215486325768758,1.109233918360413,1.2963469602669597,40.165642255653765,0.5,1.0,334.71391010221885,7392.753708035647,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s6_bb425f34e400,leverage_weighted,32,6,32,6,bb425f34e4005403bdc9b6a39c37d2b0855cb696ef4324548a661b9d90d18799,,60,0.0002580823832942446,0.00029943555485364043,0.0006616075949752807,0.001003084158837311,0.1761477268933378,1.3274376652136672,3.493683327397756,33.38401428729951,0.6666666666666666,1.0,235.34995878874764,14440.464908521806,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k32_s8_bb425f34e400,leverage_weighted,32,8,32,6,bb425f34e4005403bdc9b6a39c37d2b0855cb696ef4324548a661b9d90d18799,,60,0.0002580823832942446,0.00029943555485364043,0.0006616075949752807,0.001003084158837311,0.1761477268933378,1.3274376652136672,3.493683327397756,33.38401428729951,0.6666666666666666,1.0,235.34995878874764,14440.464908521806,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s2_912b8f2f0b10,leverage_weighted,8,2,8,1,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,,60,0.0012039847708480468,0.0015271769018885134,0.0029398584045885155,0.006832499617159508,0.7553304366983457,10.905462673647078,9.797763623711813,507.0259118856548,0.9666666666666667,1.0,73.05667803231233,1207.6408830859589,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s3_912b8f2f0b10,leverage_weighted,8,3,8,1,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,,60,0.0012039847708480468,0.0015271769018885134,0.0029398584045885155,0.006832499617159508,0.7553304366983457,10.905462673647078,9.797763623711813,507.0259118856548,0.9666666666666667,1.0,73.05667803231233,1207.6408830859589,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s4_912b8f2f0b10,leverage_weighted,8,4,8,1,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,,60,0.0012039847708480468,0.0015271769018885134,0.0029398584045885155,0.006832499617159508,0.7553304366983457,10.905462673647078,9.797763623711813,507.0259118856548,0.9666666666666667,1.0,73.05667803231233,1207.6408830859589,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s6_912b8f2f0b10,leverage_weighted,8,6,8,1,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,,60,0.0012039847708480468,0.0015271769018885134,0.0029398584045885155,0.006832499617159508,0.7553304366983457,10.905462673647078,9.797763623711813,507.0259118856548,0.9666666666666667,1.0,73.05667803231233,1207.6408830859589,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__leverage_weighted_k8_s8_912b8f2f0b10,leverage_weighted,8,8,8,1,912b8f2f0b10b7b22a7248a1909345aa185013716ca8cdd5490076f5788de980,,60,0.0012039847708480468,0.0015271769018885134,0.0029398584045885155,0.006832499617159508,0.7553304366983457,10.905462673647078,9.797763623711813,507.0259118856548,0.9666666666666667,1.0,73.05667803231233,1207.6408830859589,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__random_objective_feasible_k12_s2_r00_85bf861fb331,random_objective_feasible,12,2,12,2,85bf861fb331493f6b00407494fc1aba8a1b88492c011ca1623206515d0fe6f8,0.0,60,0.0019286424478281686,0.0025279364302022286,0.005076686659030738,0.011002582410626406,1.2314004505298153,7.845737694851421,10.920113641904605,137.02286197934603,0.9666666666666667,1.0,64.89344064355886,2032.9943363592397,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__random_objective_feasible_k12_s2_r01_9c409c6f245a,random_objective_feasible,12,2,12,2,9c409c6f245a8f292f2cf8d06563496791bd651eae865d4a00c1db0d3f6bd2ed,1.0,60,0.0016482583704646875,0.002231481806790796,0.004469195057601176,0.011581767307804981,1.0071916015674582,5.271525630661214,4.212451638548659,115.61188731187391,1.0,1.0,67.53265999905611,2721.891358084161,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__random_objective_feasible_k12_s2_r02_4590146770fd,random_objective_feasible,12,2,12,2,4590146770fd4fa6d43b895d77667f47372deaa3d45367168689de1193c0172d,2.0,60,0.0016551373235196608,0.0021942852026539932,0.003966904198457048,0.011127878684872063,1.1451113561283353,4.563255603443272,7.751982210780782,78.7438376161228,1.0,1.0,77.2618125375744,672.8285873983422,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__random_objective_feasible_k12_s2_r03_980a819a37c3,random_objective_feasible,12,2,12,2,980a819a37c369797e811d8b85587a7d2d97183b010345fa04fab0801786d8b4,3.0,60,0.0019265948474649244,0.002384177678282714,0.004984228231057646,0.010738913775413535,1.2874877583604287,12.946504323036558,10.29314031825361,567.7096530652451,0.9666666666666667,1.0,64.89971352397829,1764.1401866557546,completed,
ieee14_eval_seed_14101_block_8x8,ieee14,ieee14_eval_seed_14101_block_8x8__random_objective_feasible_k12_s2_r04_376e4515ee97,random_objective_feasible,12,2,12,2,376e4515ee979c742308fd3ca302d421f834f39cd1037c64ff4eb26e3ff0cff2,4.0,60,0.0017652829471277646,0.002216281138220559,0.004062468983029403,0.010830415921817153,0.9337470333737832,4.689056603262913,10.08100001846163,71.83870518160744,1.0,1.0,100.58193378186765,3799.269643455723,completed,
