bootstrap_sample,instance_count,median_paired_difference_sensitivity_minus_magnitude,resampling_unit,bootstrap_seed
61,15,-0.17884318399519528,instance,8675309
62,15,-0.2859756630598773,instance,8675309
63,15,-0.17884318399519528,instance,8675309
64,15,-0.2673352773955874,instance,8675309
65,15,-0.2859756630598773,instance,8675309
66,15,-0.2977248373379707,instance,8675309
67,15,-0.2659696180787886,instance,8675309
68,15,-0.22946696899122998,instance,8675309
69,15,-0.17884318399519528,instance,8675309
70,15,-0.2673352773955874,instance,8675309
71,15,-0.2859756630598773,instance,8675309
72,15,-0.2859756630598773,instance,8675309
73,15,-0.2859756630598773,instance,8675309
74,15,-0.3985956138757133,instance,8675309
75,15,-0.1515999042352149,instance,8675309
76,15,-0.2673352773955874,instance,8675309
77,15,-0.1515999042352149,instance,8675309
78,15,-0.2659696180787886,instance,8675309
79,15,-0.2859756630598773,instance,8675309
80,15,-0.22946696899122998,instance,8675309
81,15,-0.3156277947922177,instance,8675309
82,15,-0.1515999042352149,instance,8675309
83,15,-0.2673352773955874,instance,8675309
84,15,-0.2659696180787886,instance,8675309
85,15,-0.2659696180787886,instance,8675309
86,15,-0.17884318399519528,instance,8675309
87,15,-0.2859756630598773,instance,8675309
88,15,-0.2673352773955874,instance,8675309
89,15,-0.22946696899122998,instance,8675309
90,15,-0.127918925273331,instance,8675309
91,15,-0.2977248373379707,instance,8675309
92,15,-0.17884318399519528,instance,8675309
93,15,-0.2859756630598773,instance,8675309
94,15,-0.3156277947922177,instance,8675309
95,15,-0.22946696899122998,instance,8675309
96,15,-0.2673352773955874,instance,8675309
97,15,-0.2673352773955874,instance,8675309
98,15,-0.3156277947922177,instance,8675309
99,15,-0.2659696180787886,instance,8675309
100,15,-0.1515999042352149,instance,8675309
101,15,-0.2659696180787886,instance,8675309
102,15,-0.2859756630598773,instance,8675309
103,15,-0.22946696899122998,instance,8675309
104,15,-0.22946696899122998,instance,8675309
105,15,-0.2659696180787886,instance,8675309
106,15,-0.22946696899122998,instance,8675309
107,15,-0.127918925273331,instance,8675309
108,15,-0.2659696180787886,instance,8675309
109,15,-0.2673352773955874,instance,8675309
110,15,-0.2673352773955874,instance,8675309
111,15,-0.2659696180787886,instance,8675309
112,15,-0.2659696180787886,instance,8675309
113,15,-0.17884318399519528,instance,8675309
114,15,-0.17884318399519528,instance,8675309
115,15,-0.2659696180787886,instance,8675309
116,15,-0.2673352773955874,instance,8675309
117,15,-0.2659696180787886,instance,8675309
118,15,-0.22946696899122998,instance,8675309
119,15,-0.2659696180787886,instance,8675309
