bootstrap_sample,instance_count,median_paired_difference_sensitivity_minus_magnitude,resampling_unit,bootstrap_seed
1713,15,-0.2659696180787886,instance,8675309
1714,15,-0.2977248373379707,instance,8675309
1715,15,-0.3156277947922177,instance,8675309
1716,15,-0.1515999042352149,instance,8675309
1717,15,-0.22946696899122998,instance,8675309
1718,15,-0.2673352773955874,instance,8675309
1719,15,-0.2859756630598773,instance,8675309
1720,15,-0.22946696899122998,instance,8675309
1721,15,-0.127918925273331,instance,8675309
1722,15,-0.2659696180787886,instance,8675309
1723,15,-0.2859756630598773,instance,8675309
1724,15,-0.2673352773955874,instance,8675309
1725,15,-0.2673352773955874,instance,8675309
1726,15,-0.17884318399519528,instance,8675309
1727,15,-0.2977248373379707,instance,8675309
1728,15,-0.2659696180787886,instance,8675309
1729,15,-0.2659696180787886,instance,8675309
1730,15,-0.2673352773955874,instance,8675309
1731,15,-0.2659696180787886,instance,8675309
1732,15,-0.2859756630598773,instance,8675309
1733,15,-0.1515999042352149,instance,8675309
1734,15,-0.22946696899122998,instance,8675309
1735,15,-0.127918925273331,instance,8675309
1736,15,-0.17884318399519528,instance,8675309
1737,15,-0.2659696180787886,instance,8675309
1738,15,-0.22946696899122998,instance,8675309
1739,15,-0.22946696899122998,instance,8675309
1740,15,-0.2673352773955874,instance,8675309
1741,15,-0.2859756630598773,instance,8675309
1742,15,-0.22946696899122998,instance,8675309
1743,15,-0.2659696180787886,instance,8675309
1744,15,-0.2859756630598773,instance,8675309
1745,15,-0.2659696180787886,instance,8675309
1746,15,-0.2859756630598773,instance,8675309
1747,15,-0.17884318399519528,instance,8675309
1748,15,-0.17884318399519528,instance,8675309
1749,15,-0.22946696899122998,instance,8675309
1750,15,-0.2859756630598773,instance,8675309
1751,15,-0.2673352773955874,instance,8675309
1752,15,-0.2977248373379707,instance,8675309
1753,15,-0.22946696899122998,instance,8675309
1754,15,-0.3985956138757133,instance,8675309
1755,15,-0.3156277947922177,instance,8675309
1756,15,-0.22946696899122998,instance,8675309
1757,15,-0.2659696180787886,instance,8675309
1758,15,-0.22946696899122998,instance,8675309
1759,15,-0.22946696899122998,instance,8675309
1760,15,-0.17884318399519528,instance,8675309
1761,15,-0.22946696899122998,instance,8675309
1762,15,-0.2673352773955874,instance,8675309
1763,15,-0.2859756630598773,instance,8675309
1764,15,-0.22946696899122998,instance,8675309
1765,15,-0.2859756630598773,instance,8675309
1766,15,-0.2673352773955874,instance,8675309
1767,15,-0.1515999042352149,instance,8675309
1768,15,-0.2659696180787886,instance,8675309
1769,15,-0.22946696899122998,instance,8675309
1770,15,-0.17884318399519528,instance,8675309
1771,15,-0.2673352773955874,instance,8675309
1772,15,-0.2659696180787886,instance,8675309
1773,15,-0.2659696180787886,instance,8675309
1774,15,-0.2659696180787886,instance,8675309
1775,15,-0.2673352773955874,instance,8675309
1776,15,-0.2673352773955874,instance,8675309
1777,15,-0.2659696180787886,instance,8675309
1778,15,-0.22946696899122998,instance,8675309
1779,15,-0.22946696899122998,instance,8675309
1780,15,-0.22946696899122998,instance,8675309
1781,15,-0.2659696180787886,instance,8675309
1782,15,-0.2659696180787886,instance,8675309
1783,15,-0.2673352773955874,instance,8675309
1784,15,-0.22946696899122998,instance,8675309
1785,15,-0.1515999042352149,instance,8675309
1786,15,-0.2859756630598773,instance,8675309
1787,15,-0.2673352773955874,instance,8675309
1788,15,-0.17884318399519528,instance,8675309
1789,15,-0.2859756630598773,instance,8675309
1790,15,-0.1515999042352149,instance,8675309
1791,15,-0.2977248373379707,instance,8675309
1792,15,-0.22946696899122998,instance,8675309
1793,15,-0.22946696899122998,instance,8675309
1794,15,-0.2673352773955874,instance,8675309
1795,15,-0.2659696180787886,instance,8675309
1796,15,-0.1515999042352149,instance,8675309
1797,15,-0.2659696180787886,instance,8675309
1798,15,-0.2659696180787886,instance,8675309
1799,15,-0.2859756630598773,instance,8675309
1800,15,-0.2659696180787886,instance,8675309
1801,15,-0.17884318399519528,instance,8675309
1802,15,-0.2673352773955874,instance,8675309
1803,15,-0.2859756630598773,instance,8675309
1804,15,-0.17884318399519528,instance,8675309
1805,15,-0.2673352773955874,instance,8675309
1806,15,-0.22946696899122998,instance,8675309
1807,15,-0.22946696899122998,instance,8675309
1808,15,-0.2659696180787886,instance,8675309
1809,15,-0.2659696180787886,instance,8675309
1810,15,-0.22946696899122998,instance,8675309
1811,15,-0.2659696180787886,instance,8675309
1812,15,-0.2859756630598773,instance,8675309
1813,15,-0.127918925273331,instance,8675309
1814,15,-0.17884318399519528,instance,8675309
1815,15,-0.2659696180787886,instance,8675309
1816,15,-0.2673352773955874,instance,8675309
1817,15,-0.17884318399519528,instance,8675309
1818,15,-0.2673352773955874,instance,8675309
1819,15,-0.2673352773955874,instance,8675309
1820,15,-0.22946696899122998,instance,8675309
1821,15,-0.2659696180787886,instance,8675309
1822,15,-0.22946696899122998,instance,8675309
1823,15,-0.17884318399519528,instance,8675309
1824,15,-0.127918925273331,instance,8675309
1825,15,-0.2673352773955874,instance,8675309
1826,15,-0.2673352773955874,instance,8675309
1827,15,-0.17884318399519528,instance,8675309
1828,15,-0.17884318399519528,instance,8675309
1829,15,-0.2673352773955874,instance,8675309
1830,15,-0.2659696180787886,instance,8675309
1831,15,-0.2659696180787886,instance,8675309
1832,15,-0.2673352773955874,instance,8675309
1833,15,-0.2659696180787886,instance,8675309
1834,15,-0.1515999042352149,instance,8675309
1835,15,-0.2659696180787886,instance,8675309
1836,15,-0.2659696180787886,instance,8675309
1837,15,-0.127918925273331,instance,8675309
1838,15,-0.22946696899122998,instance,8675309
1839,15,-0.22946696899122998,instance,8675309
1840,15,-0.2659696180787886,instance,8675309
1841,15,-0.2659696180787886,instance,8675309
1842,15,-0.2673352773955874,instance,8675309
1843,15,-0.2673352773955874,instance,8675309
1844,15,-0.2673352773955874,instance,8675309
1845,15,-0.22946696899122998,instance,8675309
1846,15,-0.2659696180787886,instance,8675309
1847,15,-0.2673352773955874,instance,8675309
1848,15,-0.3985956138757133,instance,8675309
