estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,0.022942278414058416,0.030903940264276928,0.01057983616599704,4.636635947101107,4.636635947101107,1910.733895764296,59,59,0.005407541997556109,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
ridge,0.02294223583293227,0.03090388662782589,0.010579806021156596,4.6366359471018175,4.6366359471018175,1910.733895764296,59,59,0.00044429200352169573,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
truncated_svd,0.022942278414058402,0.030903940264276907,0.010579836165997034,4.636635947101107,4.636635947101107,1910.733895764296,59,59,0.00037808300112374127,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
qsvt_regularized,0.02294223583293227,0.03090388662782589,0.010579806021156596,4.6366359471018175,4.6366359471018175,1910.733895764296,59,59,0.0003684170005726628,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
huber_irls,0.008001125165946232,0.010799371250741157,0.0036281127712096887,4.794386859144467,4.794386859144467,1910.733895764296,59,59,0.0025781670046853833,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p0_seed101,real_noise_sweep,scenario.noise_std,0.0,101
pseudoinverse,0.07325782345732797,0.04791721853554544,0.09129623541550212,0.11413538087331856,0.11413538087331856,11356.449255065296,59,59,0.0005841249949298799,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
ridge,0.07325771657809603,0.0479171265656085,0.09129611341218755,0.11413538107607897,0.11413538107607897,11356.449255065296,59,59,0.00037758400139864534,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
truncated_svd,0.07325782345732801,0.04791721853554546,0.09129623541550216,0.11413538087331893,0.11413538087331893,11356.449255065296,59,59,0.00037554200389422476,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
qsvt_regularized,0.07325771657809603,0.0479171265656085,0.09129611341218755,0.11413538107607897,0.11413538107607897,11356.449255065296,59,59,0.0004926670007989742,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
huber_irls,0.07325782345732805,0.04791721853554552,0.09129623541550222,0.11413538087331807,0.11413538087331807,11356.449255065296,59,59,0.000735250003344845,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p0_seed202,real_noise_sweep,scenario.noise_std,0.0,202
pseudoinverse,0.028581268736069934,0.040700749626766466,0.0022837603931695266,3.859508079514059,3.859508079514059,882.8874595088183,59,59,0.0006014999962644652,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
ridge,0.028581218009209756,0.040700677092655464,0.002283761460769818,3.859508079515179,3.859508079515179,882.8874595088183,59,59,0.0004028750045108609,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
truncated_svd,0.02858126873606995,0.04070074962676649,0.0022837603931695222,3.8595080795140584,3.8595080795140584,882.8874595088183,59,59,0.00040858399734133855,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
qsvt_regularized,0.028581218009209756,0.040700677092655464,0.002283761460769818,3.859508079515179,3.859508079515179,882.8874595088183,59,59,0.00038895900070201606,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
huber_irls,0.014389238082025767,0.020486229431008477,0.001225804356254766,4.169793348582076,4.169793348582076,882.8874595088183,59,59,0.003692791004141327,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p0_seed303,real_noise_sweep,scenario.noise_std,0.0,303
pseudoinverse,0.03048491721759477,0.03394464075249568,0.026718008938659714,4.076339111403501,4.076339111403501,654.5687366016749,59,59,0.0006211660002009012,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
ridge,0.03048488295783562,0.033944589508157694,0.026717994996369464,4.076339111404292,4.076339111404292,654.5687366016749,59,59,0.0003892499953508377,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
truncated_svd,0.03048491721759478,0.033944640752495696,0.026718008938659724,4.0763391114035,4.0763391114035,654.5687366016749,59,59,0.00039183400076581165,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
qsvt_regularized,0.03048488295783562,0.033944589508157694,0.026717994996369464,4.076339111404292,4.076339111404292,654.5687366016749,59,59,0.00037858299765503034,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
huber_irls,0.013735716171903991,0.01525047401063024,0.012092411198258244,4.375926816715031,4.375926816715031,654.5687366016749,59,59,0.0032955419956124388,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p0_seed404,real_noise_sweep,scenario.noise_std,0.0,404
pseudoinverse,0.01776573153419334,0.02528283091683037,0.001675581131576771,4.15542011109817,4.15542011109817,1311.6621165062822,59,59,0.0006745829959982075,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,653.3091250021798,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
ridge,0.017765718114667896,0.02528281235606871,0.0016755720349307497,4.155420111098336,4.155420111098336,1311.6621165062822,59,59,0.00041112500184681267,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,653.3091250021798,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
truncated_svd,0.017765731534193332,0.025282830916830364,0.001675581131576767,4.155420111098169,4.155420111098169,1311.6621165062822,59,59,0.00048333399900002405,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,653.3091250021798,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
qsvt_regularized,0.017765718114667896,0.02528281235606871,0.0016755720349307497,4.155420111098336,4.155420111098336,1311.6621165062822,59,59,0.00038949999725446105,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,653.3091250021798,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
huber_irls,0.007787512834012271,0.01098976384505613,0.001587489008061252,4.44329415701648,4.44329415701648,1311.6621165062822,59,59,0.0040390829963143915,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,653.3091250021798,real_noise_sweep_0p0_seed505,real_noise_sweep,scenario.noise_std,0.0,505
pseudoinverse,0.03785410389046795,0.053440120278041146,0.007579600902106605,4.122109444348981,4.122109444348981,1.7682777836755194e+17,58,58,0.0006277909997152165,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.1121893060704,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
ridge,0.037839323932283404,0.053439977432534,0.00743403715303621,4.122109444713207,4.122109444713207,1.7682777836755194e+17,58,58,0.00039283299702219665,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.1121893060704,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
truncated_svd,0.037854103890467936,0.05344012027804113,0.007579600902106605,4.122109444348981,4.122109444348981,1.7682777836755194e+17,58,58,0.00038387499807868153,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.1121893060704,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
qsvt_regularized,0.037839323932283404,0.053439977432534,0.00743403715303621,4.122109444713207,4.122109444713207,1.7682777836755194e+17,58,58,0.0004162920013186522,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.1121893060704,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
huber_irls,0.017468737142192964,0.023561100659078564,0.007969967376531202,4.414887425184971,4.414887425184971,1.7682777836755194e+17,58,58,0.0034653749971766956,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,664.1121893060704,real_noise_sweep_0p0_seed606,real_noise_sweep,scenario.noise_std,0.0,606
