estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,0.72383120787272,0.5183803934983582,0.8778598349280385,3.0958754204163728,3.0958754204163728,8744.460222961441,59,59,0.0005939580005360767,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,655.0626612320015,real_noise_sweep_0p0_seed707,real_noise_sweep,scenario.noise_std,0.0,707
ridge,0.7235396664705774,0.5181735718967945,0.8775051304820336,3.0958756215772874,3.0958756215772874,8744.460222961441,59,59,0.00039649999962421134,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,655.0626612320015,real_noise_sweep_0p0_seed707,real_noise_sweep,scenario.noise_std,0.0,707
truncated_svd,0.723831207872718,0.5183803934983567,0.8778598349280362,3.09587542041637,3.09587542041637,8744.460222961441,59,59,0.0004064169988851063,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,655.0626612320015,real_noise_sweep_0p0_seed707,real_noise_sweep,scenario.noise_std,0.0,707
qsvt_regularized,0.7235396664705774,0.5181735718967945,0.8775051304820336,3.0958756215772874,3.0958756215772874,8744.460222961441,59,59,0.0003967080047004856,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,655.0626612320015,real_noise_sweep_0p0_seed707,real_noise_sweep,scenario.noise_std,0.0,707
huber_irls,0.6544165535102001,0.46869631005423407,0.793657982682859,3.118556160116449,3.118556160116449,8744.460222961441,59,59,0.0037756669989903457,False,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,655.0626612320015,real_noise_sweep_0p0_seed707,real_noise_sweep,scenario.noise_std,0.0,707
pseudoinverse,6.671183055281145,4.340565940964419,8.32546585307032,2.755575619714231,2.755575619714231,77393.8766907611,59,59,0.0005598330026259646,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,656.5888011751795,real_noise_sweep_0p0_seed808,real_noise_sweep,scenario.noise_std,0.0,808
ridge,6.488277607334745,4.220981003587676,8.097496102569515,2.7568458472492456,2.7568458472492456,77393.8766907611,59,59,0.0003971250043832697,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,656.5888011751795,real_noise_sweep_0p0_seed808,real_noise_sweep,scenario.noise_std,0.0,808
truncated_svd,6.67118305528115,4.340565940964422,8.325465853070325,2.755575619714266,2.755575619714266,77393.8766907611,59,59,0.0003867499981424771,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,656.5888011751795,real_noise_sweep_0p0_seed808,real_noise_sweep,scenario.noise_std,0.0,808
qsvt_regularized,6.488277607334745,4.220981003587676,8.097496102569515,2.7568458472492456,2.7568458472492456,77393.8766907611,59,59,0.0003754579956876114,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,656.5888011751795,real_noise_sweep_0p0_seed808,real_noise_sweep,scenario.noise_std,0.0,808
huber_irls,7.056140385015467,4.589753408331876,8.806529124689625,2.774453863745972,2.774453863745972,77393.8766907611,59,59,0.0038041669977246784,False,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,656.5888011751795,real_noise_sweep_0p0_seed808,real_noise_sweep,scenario.noise_std,0.0,808
pseudoinverse,0.07827882025560096,0.06200987583894682,0.09128989210031706,0.046476065671099895,0.046476065671099895,1322.0474132137817,59,59,0.0006254580002860166,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.965485210082,real_noise_sweep_0p0_seed909,real_noise_sweep,scenario.noise_std,0.0,909
ridge,0.07827869555891484,0.062009758789500935,0.0912897586729714,0.046476066298609196,0.046476066298609196,1322.0474132137817,59,59,0.00039287500112550333,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.965485210082,real_noise_sweep_0p0_seed909,real_noise_sweep,scenario.noise_std,0.0,909
truncated_svd,0.07827882025560094,0.0620098758389468,0.09128989210031702,0.046476065671100436,0.046476065671100436,1322.0474132137817,59,59,0.000381792000553105,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.965485210082,real_noise_sweep_0p0_seed909,real_noise_sweep,scenario.noise_std,0.0,909
qsvt_regularized,0.07827869555891484,0.062009758789500935,0.0912897586729714,0.046476066298609196,0.046476066298609196,1322.0474132137817,59,59,0.00044379199971444905,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.965485210082,real_noise_sweep_0p0_seed909,real_noise_sweep,scenario.noise_std,0.0,909
huber_irls,0.07827882025560094,0.06200987583894677,0.09128989210031707,0.046476065671099694,0.046476065671099694,1322.0474132137817,59,59,0.0006973750059842132,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,658.965485210082,real_noise_sweep_0p0_seed909,real_noise_sweep,scenario.noise_std,0.0,909
pseudoinverse,0.04777670186120718,0.05785849076143937,0.035399452708006,2.5270782696442304,2.5270782696442304,1.4221147487147949e+17,58,58,0.0005829590008943342,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,661.0391998992394,real_noise_sweep_0p0_seed1001,real_noise_sweep,scenario.noise_std,0.0,1001
ridge,0.04777401758378906,0.05785791139214363,0.035393242858160465,2.5270782697922436,2.5270782697922436,1.4221147487147949e+17,58,58,0.00038020800275262445,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,661.0391998992394,real_noise_sweep_0p0_seed1001,real_noise_sweep,scenario.noise_std,0.0,1001
truncated_svd,0.04777670186120718,0.057858490761439375,0.03539945270800599,2.52707826964423,2.52707826964423,1.4221147487147949e+17,58,58,0.0003823750012088567,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,661.0391998992394,real_noise_sweep_0p0_seed1001,real_noise_sweep,scenario.noise_std,0.0,1001
qsvt_regularized,0.04777401758378906,0.05785791139214363,0.035393242858160465,2.5270782697922436,2.5270782697922436,1.4221147487147949e+17,58,58,0.00036558300053002313,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,661.0391998992394,real_noise_sweep_0p0_seed1001,real_noise_sweep,scenario.noise_std,0.0,1001
huber_irls,0.047776701861207325,0.05785849076143949,0.035399452708006186,2.52707826964423,2.52707826964423,1.4221147487147949e+17,58,58,0.0006637080005020835,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.0,0.1,0.05,1,5.0,weak_area,,661.0391998992394,real_noise_sweep_0p0_seed1001,real_noise_sweep,scenario.noise_std,0.0,1001
pseudoinverse,0.005437370394630741,0.002365776006411613,0.00726182902679743,4.886406613557959,4.886406613557959,1.9100852249825053e+17,58,58,0.0005752500001108274,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p002_seed101,real_noise_sweep,scenario.noise_std,0.002,101
ridge,0.005437304063417961,0.0023657154899115905,0.007261750407921875,4.886406613558113,4.886406613558113,1.9100852249825053e+17,58,58,0.0004792500039911829,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p002_seed101,real_noise_sweep,scenario.noise_std,0.002,101
truncated_svd,0.005437370394630741,0.0023657760064116117,0.00726182902679743,4.886406613557959,4.886406613557959,1.9100852249825053e+17,58,58,0.00045341600343817845,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p002_seed101,real_noise_sweep,scenario.noise_std,0.002,101
qsvt_regularized,0.005437304063417961,0.0023657154899115905,0.007261750407921875,4.886406613558113,4.886406613558113,1.9100852249825053e+17,58,58,0.0004192080014036037,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p002_seed101,real_noise_sweep,scenario.noise_std,0.002,101
huber_irls,0.002906309435850358,0.0013967440260919117,0.003837427590281355,4.944209779461871,4.944209779461871,1.9100852249825053e+17,58,58,0.0017876670026453212,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.9079859883259,real_noise_sweep_0p002_seed101,real_noise_sweep,scenario.noise_std,0.002,101
pseudoinverse,0.03304084304351824,0.04683305910841781,0.005174984362082345,3.1135585607302776,3.1135585607302776,3232.450505614005,59,59,0.0005720839981222525,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p002_seed202,real_noise_sweep,scenario.noise_std,0.002,202
ridge,0.033040792999815015,0.04683299186357473,0.005174944255496214,3.113558560731893,3.113558560731893,3232.450505614005,59,59,0.0003884170000674203,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p002_seed202,real_noise_sweep,scenario.noise_std,0.002,202
truncated_svd,0.03304084304351822,0.046833059108417785,0.005174984362082343,3.1135585607302776,3.1135585607302776,3232.450505614005,59,59,0.0004975000047124922,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p002_seed202,real_noise_sweep,scenario.noise_std,0.002,202
qsvt_regularized,0.033040792999815015,0.04683299186357473,0.005174944255496214,3.113558560731893,3.113558560731893,3232.450505614005,59,59,0.0004080829967278987,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p002_seed202,real_noise_sweep,scenario.noise_std,0.002,202
huber_irls,0.025629330269789797,0.03632952459759915,0.003998730079498345,3.2358079996022573,3.2358079996022573,3232.450505614005,59,59,0.003808749999734573,False,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.2106903999758,real_noise_sweep_0p002_seed202,real_noise_sweep,scenario.noise_std,0.002,202
pseudoinverse,1.2187165538039322,0.8436091774482102,1.494348413060106,4.150029671357847,4.150029671357847,1.714482301442949e+17,58,58,0.0005590829969150946,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p002_seed303,real_noise_sweep,scenario.noise_std,0.002,303
ridge,0.9521213505881672,0.6630111526076096,1.165298803490965,4.150210104730606,4.150210104730606,1.714482301442949e+17,58,58,0.00038820900226710364,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p002_seed303,real_noise_sweep,scenario.noise_std,0.002,303
truncated_svd,1.2187165538039322,0.8436091774482102,1.494348413060106,4.150029671357847,4.150029671357847,1.714482301442949e+17,58,58,0.0003913749969797209,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p002_seed303,real_noise_sweep,scenario.noise_std,0.002,303
qsvt_regularized,0.9521213505881672,0.6630111526076096,1.165298803490965,4.150210104730606,4.150210104730606,1.714482301442949e+17,58,58,0.00043608299893094227,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p002_seed303,real_noise_sweep,scenario.noise_std,0.002,303
huber_irls,0.5304995868431902,0.367188647865158,0.6504962540577947,4.438756704339787,4.438756704339787,1.714482301442949e+17,58,58,0.003602875003707595,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,658.952167674556,real_noise_sweep_0p002_seed303,real_noise_sweep,scenario.noise_std,0.002,303
pseudoinverse,0.004851917248275463,0.002888768799900276,0.006183096279005696,4.974178003443631,4.974178003443631,389313.94498984964,59,59,0.0005855830022483133,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p002_seed404,real_noise_sweep,scenario.noise_std,0.002,404
ridge,0.004783372427365527,0.0028354490356407936,0.006101379869002837,4.974178003543805,4.974178003543805,389313.94498984964,59,59,0.0003835419993265532,True,False,,ieee30,pypower,pypower.case30.case30,True,ac_power_flow_linearized,91,59,real_ieee30_ac_linearized,0.002,0.1,0.05,1,5.0,weak_area,,664.4204809144534,real_noise_sweep_0p002_seed404,real_noise_sweep,scenario.noise_std,0.002,404
