matrix_id,experiment_family,ieee_case,structural_group_id,matrix_fingerprint,recomputed_matrix_fingerprint,matrix_fingerprint_matches,source_artifact,source_row_locator,configuration_id,matrix_shape,numerical_rank,effective_rank,rank_deficient,sigma_max,sigma_min,smallest_computed_singular_value,singular_threshold,singular_threshold_rule,raw_condition_number,thresholded_condition_number,alpha,regularized_condition_number,max_ridge_filter_response_global,max_ridge_filter_response_actual,effective_dimension,residual_count,ridge_solve_residual_median,ridge_solve_residual_p90,ridge_solve_residual_max,raw_conditioning_label,regularized_conditioning_label,ridge_filter_label
output_aware_structural_generalization:ieee30_structural_group_03_realization_02_seed_30202_8x8,output_aware_structural_generalization,ieee30,ieee30_structural_group_03,fdff4abc28d1cc73c5413568236cd8a8b11aa82731e1e31283ee3e85684235df,fdff4abc28d1cc73c5413568236cd8a8b11aa82731e1e31283ee3e85684235df,true,outputs/output_aware_structural_generalization/instances/ieee30_structural_group_03_realization_02_seed_30202_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,8,2.6433954942550275,false,1738.4518955233414,19.58046641934568,19.58046641934568,3.088110914581217e-12,"max(m,n)*float64_epsilon*sigma_max",88.78500942172323,88.78500942172323,1322950.2051031548,3.283499488649319,0.00043470862329387274,0.00041394911397760073,1.4657825927682548,40,1.1040396125218513e-16,1.934291109193102e-16,2.6218550319829065e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee30_structural_group_04_realization_01_seed_30201_8x8,output_aware_structural_generalization,ieee30,ieee30_structural_group_04,d8e89b859b9c4fb6d7428cf57d544916684bef38a6d269d180a96f8d51e47813,d8e89b859b9c4fb6d7428cf57d544916684bef38a6d269d180a96f8d51e47813,true,outputs/output_aware_structural_generalization/instances/ieee30_structural_group_04_realization_01_seed_30201_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,7,3.850622235688179,true,1299.8802965998254,0.0,0.0,2.309051255266726e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,15.13619753894597,410007.21345479676,5.121119653605163,0.0007808619403118914,0.0007808488323528252,2.7412305485343516,40,1.0240453364368795e-16,1.5775434757774375e-16,2.073102815047022e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee30_structural_group_04_realization_02_seed_30202_8x8,output_aware_structural_generalization,ieee30,ieee30_structural_group_04,d3f24aa1c25f6a51fb9401ec88305a8ece6db70333cf43727fd4b44271cec92b,d3f24aa1c25f6a51fb9401ec88305a8ece6db70333cf43727fd4b44271cec92b,true,outputs/output_aware_structural_generalization/instances/ieee30_structural_group_04_realization_02_seed_30202_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,7,3.865191777038662,true,1298.92677394904,0.0,0.0,2.30735745878448e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,15.527937388180922,418208.05269917543,5.0343813400821835,0.000773167889180461,0.0007731639707907744,2.7300988247406064,40,6.833317302786598e-17,1.319658812495691e-16,2.3030491780966934e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_01_realization_01_seed_57201_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_01,c022f523930dcbed9a21237f81436847f38350b7ec68a12e907f967f61a2ca73,c022f523930dcbed9a21237f81436847f38350b7ec68a12e907f967f61a2ca73,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_01_realization_01_seed_57201_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,8,4.006840459289133,false,1029.1421000982446,19.47959981091743,19.47959981091743,1.828123608224254e-12,"max(m,n)*float64_epsilon*sigma_max",52.83178864493187,52.83178864493187,398205.33505576634,3.656283015078421,0.0007923489143142324,0.0007922186706675241,2.454760062207994,40,8.315370903942037e-17,1.2960315012901648e-16,1.6140359489814614e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_01_realization_02_seed_57202_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_01,5a82b613926e5d1ddf28836401c3752d576d03322f26bbe61f6987dd614e85d7,5a82b613926e5d1ddf28836401c3752d576d03322f26bbe61f6987dd614e85d7,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_01_realization_02_seed_57202_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,8,4.027008471074972,false,1022.6147165278029,19.43045312150866,19.43045312150866,1.816528645775511e-12,"max(m,n)*float64_epsilon*sigma_max",52.629483735292474,52.629483735292474,387192.3932188844,3.6972249898300107,0.0008035383262065441,0.0008031589383684033,2.483186157686551,40,1.045886922957403e-16,1.409918083024873e-16,1.9803342999698188e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_02_realization_01_seed_57201_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_02,ac8544c7da5a6b6f8574c954239df6d3526047c2f9f37f3644a2accb7a8f4e7b,ac8544c7da5a6b6f8574c954239df6d3526047c2f9f37f3644a2accb7a8f4e7b,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_02_realization_01_seed_57201_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,7,3.241106558636096,true,4141.372691983371,0.0,0.0,7.356555705910087e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,274.0364031287552,4114141.874822368,5.1687837453700105,0.0002465076334077842,0.000244673946585085,2.399803149101031,40,1.0805197560109889e-16,1.6925337896111586e-16,2.32407386759821e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_02_realization_02_seed_57202_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_02,01ea0340762b376038d65fc2897f8b2a93d5804ec6dd4ffacb0f2a26e3626612,01ea0340762b376038d65fc2897f8b2a93d5804ec6dd4ffacb0f2a26e3626612,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_02_realization_02_seed_57202_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,7,3.236776947180181,true,4113.51914770751,0.0,0.0,7.307077872034124e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,163.28675011274834,4099220.5831535915,5.12786758733991,0.0002469558736400646,0.0002456724000263851,2.3887890513612877,40,1.1154547134388797e-16,1.7265045006677535e-16,2.0513753201630579e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_03_realization_01_seed_57201_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_03,24f1fce079f96dd5ceff40a3b684a1885c36fc0e1c7f5d4e0ffcb6f414365c95,24f1fce079f96dd5ceff40a3b684a1885c36fc0e1c7f5d4e0ffcb6f414365c95,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_03_realization_01_seed_57201_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,7,4.556901319090549,true,4116.184506398516,0.0,6.557722600243778e-30,7.311812500174347e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.221122324150479,3472671.8034755834,5.87894504564411,0.0002683107875021948,0.00026800359331821834,3.696114288359685,40,8.424345193065496e-17,1.336239152167727e-16,1.7400939153818938e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_03_realization_02_seed_57202_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_03,ca97e77c290d39179e5ed2743cd4e5f4de49bcc20cae917cbce020aef56ab158,ca97e77c290d39179e5ed2743cd4e5f4de49bcc20cae917cbce020aef56ab158,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_03_realization_02_seed_57202_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,7,4.594665049567103,true,4111.693534215996,0.0,6.3803718827789535e-31,7.303834931022372e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.2174721080999955,3433673.2607222567,5.923597103050372,0.00026983017877093066,0.0002697467557502434,3.727311052837802,40,8.804233917087457e-17,1.531152082820335e-16,2.2178662684009435e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_04_realization_01_seed_57201_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_04,02337da17aa0e3ec2e8adcc5cd6f46b21d50b1a1ff6a03bb5299bfc470638c52,02337da17aa0e3ec2e8adcc5cd6f46b21d50b1a1ff6a03bb5299bfc470638c52,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_04_realization_01_seed_57201_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,8,2.1098802741582166,false,1570.057926806782,5.705491836719489,5.705491836719489,2.788983136537805e-12,"max(m,n)*float64_epsilon*sigma_max",275.18362513502865,275.18362513502865,685491.6499716499,4.595860410924976,0.0006039054095194258,0.0005043881856495881,1.6151337510572918,40,7.79453217291543e-17,1.2279134839689915e-16,1.8777662947180078e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
output_aware_structural_generalization:ieee57_structural_group_04_realization_02_seed_57202_8x8,output_aware_structural_generalization,ieee57,ieee57_structural_group_04,9b805022e23e3e796f6c9fb3d9297f2f4f308745bc9c94ef85789132ee7cd493,9b805022e23e3e796f6c9fb3d9297f2f4f308745bc9c94ef85789132ee7cd493,true,outputs/output_aware_structural_generalization/instances/ieee57_structural_group_04_realization_02_seed_57202_8x8.json,$.matrix,cfg:output_aware_structural_generalization:study,8x8,8,2.1138407804271737,false,1532.1995899502028,1.0611487477052308,1.0611487477052308,2.721733220934302e-12,"max(m,n)*float64_epsilon*sigma_max",1443.906514768674,1443.906514768674,667533.3393093913,4.516873778479542,0.0006119747785443327,0.0005092533504706951,1.615345066909938,40,9.47399315646159e-17,1.2866831030863807e-16,1.8467254131666204e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_10,precision_sensitivity,ieee14,,a4b8e89a41a0aff781eef0cf7fea4fd89445dcaa3b636f637443fecf9b79293f,a4b8e89a41a0aff781eef0cf7fea4fd89445dcaa3b636f637443fecf9b79293f,true,outputs/sparse_error_precision_study/matrices/matrix_value_bits_10.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bv10_bp10,8x8,6,3.6001830079181887,true,2582.915511527587,0.0,0.0,4.588179634495026e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.893143957865204,1134521.3658711074,6.8804115465620574,0.00046942224353833364,0.0004685312740558569,3.18090091766301,1,9.262552445832997e-17,9.262552445832997e-17,9.262552445832997e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_12,precision_sensitivity,ieee14,,827d94ceb49c0738530b73e8b993dc21e62d839189d9def6bf0639650df7580a,827d94ceb49c0738530b73e8b993dc21e62d839189d9def6bf0639650df7580a,true,outputs/sparse_error_precision_study/matrices/matrix_value_bits_12.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bv12_bp10,8x8,6,3.59996108843828,true,2583.293861496207,0.0,0.0,4.58885171904947e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.894268594272384,1134521.3658711074,6.882134418614506,0.00046942224353833364,0.00046852125350180143,3.181050548568163,1,3.0871804219517887e-17,3.0871804219517887e-17,3.0871804219517887e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_4,precision_sensitivity,ieee14,,7e32c2320079a4a657e99c0305fe5c45d09a083d2ad724441a7d329e924a2920,7e32c2320079a4a657e99c0305fe5c45d09a083d2ad724441a7d329e924a2920,true,outputs/sparse_error_precision_study/matrices/matrix_value_bits_4.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bv4_bp10,8x8,6,3.6552448465855103,true,2539.455561581647,0.0,0.0,4.510979255168563e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.756296508021078,1134521.3658711074,6.6841896003398915,0.00046942224353833364,0.00046808837239495056,3.2028956827755968,1,6.248711350235708e-17,6.248711350235708e-17,6.248711350235708e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_6,precision_sensitivity,ieee14,,26159050694e76abc32692332daba94e9cd5e22d958a242236b4d57509aeab21,26159050694e76abc32692332daba94e9cd5e22d958a242236b4d57509aeab21,true,outputs/sparse_error_precision_study/matrices/matrix_value_bits_6.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bv6_bp10,8x8,6,3.6051151406534996,true,2578.334539830205,0.0,0.0,4.580042194089282e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.841310337117887,1134521.3658711074,6.859571445071127,0.00046942224353833364,0.0004682869386371413,3.1804752226090516,1,1.5479259255747942e-17,1.5479259255747942e-17,1.5479259255747942e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_8,precision_sensitivity,ieee14,,a3c9d7f9ad57e5e1b8e76682aa016a432f204fe6f6837204e8707954e7ee5014,a3c9d7f9ad57e5e1b8e76682aa016a432f204fe6f6837204e8707954e7ee5014,true,outputs/sparse_error_precision_study/matrices/matrix_value_bits_8.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bv8_bp10,8x8,6,3.6005543469082797,true,2585.138083499652,0.0,0.0,4.592127715418663e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.907676627893837,1134521.3658711074,6.8905359667942125,0.00046942224353833364,0.00046854738745895824,3.181300709448617,1,1.543763876970458e-17,1.543763876970458e-17,1.543763876970458e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_exact,precision_sensitivity,ieee14,,c6e29a98365f6e79e50bac5551c646e1178a4c898cb7ef47a73294a0d80ea88c,c6e29a98365f6e79e50bac5551c646e1178a4c898cb7ef47a73294a0d80ea88c,true,outputs/sparse_error_precision_study/matrices/matrix_value_bits_exact.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bvexact_bp10,8x8,6,3.5999041810165795,true,2583.4612699906643,0.0,0.0,4.5891490962735735e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.894736392766221,1134521.3658711074,6.882896818269386,0.00046942224353833364,0.0004685242916964852,3.1809934250679412,1,1.5435799159957173e-17,1.5435799159957173e-17,1.5435799159957173e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_original,precision_sensitivity,ieee14,,b158d34b86b778f0c290519ca98985345107012e225798a4cfc7fbf9178df7f9,b158d34b86b778f0c290519ca98985345107012e225798a4cfc7fbf9178df7f9,true,outputs/sparse_error_precision_study/matrix_original.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bv10_bp10,8x8,8,3.6164884091848224,false,2710.8811047794657,20.40722466179977,20.40722466179977,4.815492191275911e-12,"max(m,n)*float64_epsilon*sigma_max",132.83928362164585,132.83928362164585,1134521.3658711074,7.474768727830003,0.00046942224353833364,0.00046312830061585907,3.262177246280636,1,1.3961511931738427e-16,1.3961511931738427e-16,1.3961511931738427e-16,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
precision_sensitivity:value_bits_sparse_exact,precision_sensitivity,ieee14,,c6e29a98365f6e79e50bac5551c646e1178a4c898cb7ef47a73294a0d80ea88c,c6e29a98365f6e79e50bac5551c646e1178a4c898cb7ef47a73294a0d80ea88c,true,outputs/sparse_error_precision_study/matrix_sparse_exact.npy,array,cfg:precision:ieee14_sparse_quantized_8x8_d31_selected_v1__bvexact_bp10,8x8,6,3.5999041810165795,true,2583.4612699906643,0.0,0.0,4.5891490962735735e-12,"max(m,n)*float64_epsilon*sigma_max",infinity,4.894736392766221,1134521.3658711074,6.882896818269386,0.00046942224353833364,0.0004685242916964852,3.1809934250679412,1,1.5435799159957173e-17,1.5435799159957173e-17,1.5435799159957173e-17,raw_matrix_conditioning,regularized_normal_system_conditioning,ridge_filter_amplification
