task_id,instance_id,ieee_case,structural_group_id,realization_order,residual_seed,functional_id,selector,reference_output,sparse_ridge_output,absolute_error,normalized_error,failure_above_frozen_threshold,near_zero_threshold,near_zero_flag,paired_sensitivity_vs_magnitude_outcome,included_in_original_primary_evidence
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502009_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502009.0,coordinate_e0,sensitivity_initial_mean,0.0006209256854542,0.0006209256854542,8.673617379884035e-19,1.3968849385799204e-15,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502009_signed_difference_e0_minus_e1,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502009.0,signed_difference_e0_minus_e1,balanced_magnitude,0.0013597166274509,0.0012710599980872,8.865662936366654e-05,0.0652022837507483,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502009_signed_difference_e0_minus_e1,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502009.0,signed_difference_e0_minus_e1,sensitivity_initial_mean,0.0013597166274509,0.0012710599980872,8.865662936366654e-05,0.0652022837507483,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502010_aggregate_e0_to_e3,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502010.0,aggregate_e0_to_e3,balanced_magnitude,0.0006093943798339,0.0004543793469321,0.0001550150329017,0.254375553880268,true,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502010_aggregate_e0_to_e3,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502010.0,aggregate_e0_to_e3,sensitivity_initial_mean,0.0006093943798339,0.0004543793469321,0.0001550150329017,0.254375553880268,true,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502010_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502010.0,coordinate_e0,balanced_magnitude,0.0004395633253387,0.0004395633253387,8.673617379884035e-19,1.9732349993483325e-15,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502010_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502010.0,coordinate_e0,sensitivity_initial_mean,0.0004395633253387,0.0004395633253387,8.673617379884035e-19,1.9732349993483325e-15,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502010_signed_difference_e0_minus_e1,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502010.0,signed_difference_e0_minus_e1,balanced_magnitude,0.0007978704728616,0.0008153386058273,1.7468132965655714e-05,0.021893444562504,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502010_signed_difference_e0_minus_e1,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502010.0,signed_difference_e0_minus_e1,sensitivity_initial_mean,0.0007978704728616,0.0008153386058273,1.7468132965655714e-05,0.021893444562504,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502011_aggregate_e0_to_e3,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502011.0,aggregate_e0_to_e3,balanced_magnitude,-0.0027017081079084,-0.0026752769509398,2.6431156968567855e-05,0.0097831282702964,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502011_aggregate_e0_to_e3,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502011.0,aggregate_e0_to_e3,sensitivity_initial_mean,-0.0027017081079084,-0.0026752769509398,2.6431156968567855e-05,0.0097831282702964,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502011_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502011.0,coordinate_e0,balanced_magnitude,0.0003158870014252,0.0003158870014252,9.215718466126788e-19,2.917409841033473e-15,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502011_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502011.0,coordinate_e0,sensitivity_initial_mean,0.0003158870014252,0.0003158870014252,9.215718466126788e-19,2.917409841033473e-15,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502011_signed_difference_e0_minus_e1,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502011.0,signed_difference_e0_minus_e1,balanced_magnitude,-0.0004058201418365,-0.0004065990528086,7.789109720862837e-07,0.0019193502041601,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502011_signed_difference_e0_minus_e1,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502011.0,signed_difference_e0_minus_e1,sensitivity_initial_mean,-0.0004058201418365,-0.0004065990528086,7.789109720862837e-07,0.0019193502041601,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502012_aggregate_e0_to_e3,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502012.0,aggregate_e0_to_e3,balanced_magnitude,-0.0057256213492775,-0.0060660572256479,0.0003404358763704,0.059458328730277,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502012_aggregate_e0_to_e3,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502012.0,aggregate_e0_to_e3,sensitivity_initial_mean,-0.0057256213492775,-0.0060660572256479,0.0003404358763704,0.059458328730277,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502012_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502012.0,coordinate_e0,balanced_magnitude,-0.0001688679814912,-0.0001688679814912,2.710505431213761e-19,1.6051032334712962e-15,false,1e-06,false,tie,true
ieee14_structural_group_01_realization_01_seed_14201_8x8_held_out_seed14502012_coordinate_e0,ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,ieee14_structural_group_01,1,14502012.0,coordinate_e0,sensitivity_initial_mean,-0.0001688679814912,-0.0001688679814912,2.710505431213761e-19,1.6051032334712962e-15,false,1e-06,false,tie,true
