component,configuration_sha256,evidence_label,exact_svd_selected_output,postselection_probability,production_selected_output,relative_l2_error_vs_exact_svd,relative_l2_error_vs_ridge,selected_abs_error_vs_exact_svd,status
real,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.004936843087993691,0.6744326861750681,0.08193789893501334,14.853548931179237,14.853797761544751,0.07700105584701965,failed_convention_validation
imag,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.004936843087993691,0.6744326861750681,-0.000953700910059979,0.9971662865094604,0.99697580965448,0.00589054399805367,failed_convention_validation
neg_imag,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.004936843087993691,0.6744326861750681,0.000953700910059979,1.083996356730571,1.0841805079675795,0.003983142177933712,failed_convention_validation
neg_real,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.004936843087993691,0.6744326861750681,-0.08193789893501334,15.923723847493074,15.925192788894808,0.08687474202300703,failed_convention_validation
