best_component,best_spectral_norm_error,classification,configuration_sha256,evidence_label,imag_error,neg_imag_error,neg_real_error,rank,real_error,shape
neg_imag,0.08852235437228125,LEFT_RIGHT_PROJECTOR_MISMATCH,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.09839441764419969,0.08852235437228125,0.3467975038858528,1,0.15988073186937188,2x1
neg_imag,0.08852235437228127,LEFT_RIGHT_PROJECTOR_MISMATCH,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.09839441764419954,0.08852235437228127,0.9794491844488846,2,0.9303400105176156,3x2
neg_imag,0.08852235437228118,LEFT_RIGHT_PROJECTOR_MISMATCH,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.09839441764419979,0.08852235437228118,0.9794491844488825,2,0.9303400105176134,4x2
neg_imag,0.08852235437228113,LEFT_RIGHT_PROJECTOR_MISMATCH,f2911a84b20204d4b87ce646239365be1aca0d9c44ff8d7d8d6ac13f643c57e3,FAILED_CONFIGURATION,0.0983944176441997,0.08852235437228113,0.9794491844489082,3,0.9303400105176395,4x3
