estimator,rmse,angle_rmse,voltage_magnitude_rmse,residual_norm,weighted_residual,condition_number,rank,effective_rank,runtime_seconds,iterations,converged,failed,failure_reason,case_name,dataset_source,dataset_source_detail,external_case,mode,n_measurements,n_states,scenario_name,noise_std,missing_ratio,bad_data_ratio,bad_data_count,bad_data_magnitude,bad_data_target,target_condition_number,achieved_condition_number,trial_id,sweep_name,sweep_parameter,sweep_value,seed
pseudoinverse,0.002131450105463189,0.0030275517149242243,3.456591431716848e-05,4.9600622857040415,4.9600622857040415,230.0964632456467,113,113,0.8577448330033803,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,230.0964632456467,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
ridge,0.002131450105463894,0.0030275517149252265,3.456591431715596e-05,4.960062285704036,4.960062285704036,230.09646324552784,113,113,0.8819123330031289,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,230.09646324552784,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
truncated_svd,0.0021314501054632497,0.0030275517149243106,3.456591431718748e-05,4.96006228570404,4.96006228570404,230.09646324564645,113,113,0.8601013330044225,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,230.09646324564645,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
qsvt_regularized,0.002131450105463894,0.0030275517149252265,3.456591431715596e-05,4.960062285704036,4.960062285704036,230.09646324552784,113,113,0.8568812079975032,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,230.09646324552784,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
huber_irls,0.0006499678134881584,0.0009232217296846029,1.0941340734406365e-05,4.979393529772633,4.979393529772633,229.34140066427608,113,113,0.8756421669968404,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,229.34140066427608,nonlinear_noise_sweep_0p0_seed303,nonlinear_noise_sweep,scenario.noise_std,0.0,303
pseudoinverse,0.0007929534544098548,0.0005380409338808296,0.0009808720147523142,4.956949091445127,4.956949091445127,228.142880879746,113,113,1.054815041999973,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,228.142880879746,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
ridge,0.0007929534544098192,0.0005380409338809042,0.000980872014752217,4.95694909144512,4.95694909144512,228.14288087975376,113,113,1.0446129579941044,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,228.14288087975376,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
truncated_svd,0.0007929534544098202,0.0005380409338808521,0.0009808720147522468,4.95694909144512,4.95694909144512,228.14288087974603,113,113,1.052497458003927,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,228.14288087974603,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
qsvt_regularized,0.0007929534544098192,0.0005380409338809042,0.000980872014752217,4.95694909144512,4.95694909144512,228.14288087975376,113,113,1.058709666998766,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,228.14288087975376,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
huber_irls,0.00024011205239261364,0.00016369335110457813,0.0002965985650675213,4.977934987542642,4.977934987542642,228.94332528355568,113,113,0.8647525830019731,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,228.94332528355568,nonlinear_noise_sweep_0p0_seed404,nonlinear_noise_sweep,scenario.noise_std,0.0,404
pseudoinverse,0.0010182864321211353,0.0012739048756770979,0.000679161463488509,6.968606145500325,6.968606145500325,228.74895039145252,113,113,0.8566733749976265,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,228.74895039145252,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
ridge,0.0010182864321211715,0.0012739048756770315,0.0006791614634887384,6.968606145500323,6.968606145500323,228.7489503913766,113,113,0.9153669579973212,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,228.7489503913766,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
truncated_svd,0.001018286432121142,0.0012739048756770963,0.0006791614634885325,6.968606145500325,6.968606145500325,228.74895039145275,113,113,0.8605291670028237,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,228.74895039145275,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
qsvt_regularized,0.0010182864321211715,0.0012739048756770315,0.0006791614634887384,6.968606145500323,6.968606145500323,228.7489503913766,113,113,0.8498357920034323,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,228.7489503913766,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
huber_irls,0.0003193954897309742,0.00040370587491170637,0.00020522691073389545,7.016721227234587,7.016721227234587,228.1413915497057,113,113,0.8664064580007107,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,228.1413915497057,nonlinear_noise_sweep_0p0_seed505,nonlinear_noise_sweep,scenario.noise_std,0.0,505
pseudoinverse,0.00181526773572644,0.00039625921988649816,0.002525532978088161,4.964864596341276,4.964864596341276,237.46281780276794,113,113,1.0415124589999323,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,237.46281780276794,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
ridge,0.0018152677357266675,0.00039625921988667624,0.002525532978088457,4.9648645963412665,4.9648645963412665,237.46281780279193,113,113,1.04430970899557,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,237.46281780279193,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
truncated_svd,0.0018152677357265576,0.0003962592198864952,0.0025255329780883287,4.964864596341268,4.964864596341268,237.46281780276828,113,113,1.0573637080015033,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,237.46281780276828,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
qsvt_regularized,0.0018152677357266675,0.00039625921988667624,0.002525532978088457,4.9648645963412665,4.9648645963412665,237.46281780279193,113,113,1.0347315409962903,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,237.46281780279193,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
huber_irls,0.0005591335707867517,0.00012195052871235109,0.0007779234773448308,4.981777485591841,4.981777485591841,239.91720476233442,113,113,0.8712333329967805,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,239.91720476233442,nonlinear_noise_sweep_0p0_seed606,nonlinear_noise_sweep,scenario.noise_std,0.0,606
pseudoinverse,0.00045114539946194537,0.0006161771193816453,0.00017458611695583058,7.061735622554598,7.061735622554598,232.0039283644921,113,113,1.0839590830000816,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,232.0039283644921,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
ridge,0.000451145399461997,0.0006161771193816826,0.00017458611695596535,7.061735622554598,7.061735622554598,232.00392836449552,113,113,1.0401028329943074,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,232.00392836449552,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
truncated_svd,0.00045114539946201145,0.0006161771193817236,0.00017458611695589775,7.061735622554599,7.061735622554599,232.00392836449183,113,113,1.0437067920065601,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,232.00392836449183,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
qsvt_regularized,0.000451145399461997,0.0006161771193816826,0.00017458611695596535,7.061735622554598,7.061735622554598,232.00392836449552,113,113,1.025931459000276,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,232.00392836449552,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
huber_irls,0.0001380397743771516,0.0001891167737675137,5.136112792315072e-05,7.066250919807346,7.066250919807346,232.18033508705767,113,113,0.8903790409967769,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,232.18033508705767,nonlinear_noise_sweep_0p0_seed707,nonlinear_noise_sweep,scenario.noise_std,0.0,707
pseudoinverse,0.008858418073167725,0.006459534006466778,0.01070387291710099,6.205456019813989,6.205456019813989,248.03582803677267,113,113,1.0523449999964214,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,248.03582803677267,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
ridge,0.008858418073168327,0.006459534006467183,0.010703872917101736,6.2054560198139885,6.2054560198139885,248.03582803677168,113,113,1.0574476659967331,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,248.03582803677168,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
truncated_svd,0.008858418073167737,0.006459534006466784,0.010703872917101004,6.205456019813994,6.205456019813994,248.03582803677142,113,113,1.0467291249951813,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,248.03582803677142,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
qsvt_regularized,0.008858418073168327,0.006459534006467183,0.010703872917101736,6.2054560198139885,6.2054560198139885,248.03582803677168,113,113,1.037700084001699,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,248.03582803677168,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
huber_irls,0.0039063894168611816,0.0033250691132104934,0.004403398821204928,6.489310367341291,6.489310367341291,248.04219135988816,113,113,0.902849916004925,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,248.04219135988816,nonlinear_noise_sweep_0p0_seed808,nonlinear_noise_sweep,scenario.noise_std,0.0,808
pseudoinverse,0.007287530951672036,0.006838774387715188,0.007702997099475879,4.297536649320066,4.297536649320066,262.10764122861724,113,113,1.2389085839968175,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,262.10764122861724,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
ridge,0.007287530951672027,0.006838774387715006,0.007702997099476023,4.297536649320062,4.297536649320062,262.1076412286167,113,113,1.2808479580053245,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,262.1076412286167,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
truncated_svd,0.007287530951672148,0.006838774387715263,0.007702997099476024,4.297536649320063,4.297536649320063,262.1076412286168,113,113,1.2269040410028538,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,262.1076412286168,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
qsvt_regularized,0.007287530951672027,0.006838774387715006,0.007702997099476023,4.297536649320062,4.297536649320062,262.1076412286167,113,113,1.2338770829956047,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,262.1076412286167,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
huber_irls,0.0029621563670289286,0.0027526149200956355,0.0031544957347782233,4.546627591898406,4.546627591898406,262.09059034615495,113,113,1.1117014160045073,5,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,1,5.0,weak_area,,262.09059034615495,nonlinear_noise_sweep_0p0_seed909,nonlinear_noise_sweep,scenario.noise_std,0.0,909
pseudoinverse,0.012879336410028048,0.0016516108228479933,0.018060025545247157,5.5300937714934,5.5300937714934,421.7956063107849,113,113,1.437109042002703,7,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,421.7956063107849,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
ridge,0.012879336410030234,0.001651610822848172,0.018060025545250234,5.530093771493401,5.530093771493401,421.79560631070404,113,113,1.4116191249995609,7,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,421.79560631070404,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
truncated_svd,0.012879336410028005,0.0016516108228479566,0.0180600255452471,5.5300937714934015,5.5300937714934015,421.7956063107854,113,113,1.4280450830046902,7,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,421.7956063107854,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
qsvt_regularized,0.012879336410030234,0.001651610822848172,0.018060025545250234,5.530093771493401,5.530093771493401,421.79560631070404,113,113,1.4269487499987008,7,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,421.79560631070404,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
huber_irls,0.012853360916496186,0.0015765838167198002,0.018029901911884194,5.547748380731476,5.547748380731476,421.80060755336945,113,113,1.4509340830045403,7,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.0,0.1,0.05,2,5.0,weak_area,,421.80060755336945,nonlinear_noise_sweep_0p0_seed1001,nonlinear_noise_sweep,scenario.noise_std,0.0,1001
pseudoinverse,0.0021735947680746504,0.003018458762817353,0.0006441216163246699,5.236630745457022,5.236630745457022,227.9628938181202,113,113,0.8582693749995087,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,227.9628938181202,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
ridge,0.0021735947680750606,0.0030184587628179177,0.0006441216163248145,5.236630745457026,5.236630745457026,227.96289381807657,113,113,0.8659384170023259,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,227.96289381807657,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
truncated_svd,0.0021735947680747323,0.0030184587628174645,0.000644121616324704,5.236630745457052,5.236630745457052,227.96289381811928,113,113,0.9212657499956549,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,227.96289381811928,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
qsvt_regularized,0.0021735947680750606,0.0030184587628179177,0.0006441216163248145,5.236630745457026,5.236630745457026,227.96289381807657,113,113,0.8465412090008613,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,227.96289381807657,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
huber_irls,0.0008827292269050491,0.0010357928993166338,0.0007005046082505307,5.254678882820863,5.254678882820863,228.6454288041138,113,113,0.8807731659981073,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,228.6454288041138,nonlinear_noise_sweep_0p002_seed101,nonlinear_noise_sweep,scenario.noise_std,0.002,101
pseudoinverse,0.003737806823568569,0.003594872994953003,0.003873099578116848,7.0707680737038485,7.0707680737038485,235.47728662527183,113,113,1.2428232500024023,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,2,5.0,weak_area,,235.47728662527183,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
ridge,0.00373780682356865,0.0035948729949534025,0.003873099578116638,7.070768073703853,7.070768073703853,235.47728662527155,113,113,1.2501895829991554,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,2,5.0,weak_area,,235.47728662527155,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
truncated_svd,0.003737806823568562,0.003594872994953007,0.0038730995781168323,7.0707680737038565,7.0707680737038565,235.47728662527274,113,113,1.2282453750012792,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,2,5.0,weak_area,,235.47728662527274,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
qsvt_regularized,0.00373780682356865,0.0035948729949534025,0.003873099578116638,7.070768073703853,7.070768073703853,235.47728662527155,113,113,1.2347198329953244,6,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,2,5.0,weak_area,,235.47728662527155,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
huber_irls,0.0014259768717988278,0.001283295693262871,0.001553444704016198,7.157942768008047,7.157942768008047,235.06949140878882,113,113,0.8848419999994803,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,2,5.0,weak_area,,235.06949140878882,nonlinear_noise_sweep_0p002_seed202,nonlinear_noise_sweep,scenario.noise_std,0.002,202
pseudoinverse,0.0023256708386066582,0.0032845717739997437,0.0003513660219696856,5.2823921797910485,5.2823921797910485,230.378427526558,113,113,0.8499869170045713,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,230.378427526558,nonlinear_noise_sweep_0p002_seed303,nonlinear_noise_sweep,scenario.noise_std,0.002,303
ridge,0.0023256708386070204,0.0032845717740002545,0.0003513660219697446,5.282392179791037,5.282392179791037,230.37842752649803,113,113,0.8481755000029807,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,230.37842752649803,nonlinear_noise_sweep_0p002_seed303,nonlinear_noise_sweep,scenario.noise_std,0.002,303
truncated_svd,0.0023256708386065147,0.0032845717739995437,0.00035136602196963963,5.28239217979105,5.28239217979105,230.37842752655692,113,113,0.8418969170015771,4,True,False,,ieee57,pypower,pypower.case57.case57,True,nonlinear_ac_state_estimation,298,113,nonlinear_ac_ieee57,0.002,0.1,0.05,1,5.0,weak_area,,230.37842752655692,nonlinear_noise_sweep_0p002_seed303,nonlinear_noise_sweep,scenario.noise_std,0.002,303
