seed,dim,rows,cols,rank,spectral_family,condition_number,sv_assignment_matches_svd,is_complex,target,degree,component,tolerance,best_imag_rel,best_real_rel,full_block_rel,degenerate_zero_reference,status
770305,5x3,5,3,3,clustered_singular_values,1.0281690140845072,False,True,ridge_filter_d255,255,imag,1e-06,1.152661480197149,1.305870043550242,1.5627172713838904,False,complex_unsupported
770306,5x3,5,3,3,random_decay,1.993396109070987,True,True,monomial_x1,1,neg_imag,1e-08,0.7358399268756408,0.6101145064282997,0.5568526539089731,False,complex_unsupported
770306,5x3,5,3,3,random_decay,1.993396109070987,True,True,monomial_x3,3,imag,1e-08,0.7447125832307386,1.0369461750659477,1.1686644244568878,False,complex_unsupported
770306,5x3,5,3,3,random_decay,1.993396109070987,True,True,ridge_filter_d7,7,imag,1e-08,0.4972027269418159,0.6217240242006964,0.881166883849833,False,complex_unsupported
770306,5x3,5,3,3,random_decay,1.993396109070987,True,True,ridge_filter_d31,31,imag,1e-08,1.1654457533158096,1.3814334119562446,1.61446786117864,False,complex_unsupported
770306,5x3,5,3,3,random_decay,1.993396109070987,True,True,ridge_filter_d255,255,imag,1e-06,1.320644784837091,1.4125601087098505,1.7182813594827946,False,complex_unsupported
770400,6x4,6,4,4,well_conditioned,1.111111111111111,False,True,monomial_x1,1,neg_imag,1e-08,0.5960589729140872,0.4838177813216995,0.5136610813337968,False,complex_unsupported
770400,6x4,6,4,4,well_conditioned,1.111111111111111,False,True,monomial_x3,3,imag,1e-08,0.38076209805356176,0.5878387719572046,0.5734383187464331,False,complex_unsupported
770400,6x4,6,4,4,well_conditioned,1.111111111111111,False,True,ridge_filter_d7,7,imag,1e-08,0.7834286868326877,0.8654764995856609,1.210092325765354,False,complex_unsupported
770400,6x4,6,4,4,well_conditioned,1.111111111111111,False,True,ridge_filter_d31,31,imag,1e-08,0.7500491754105827,0.7442228707411458,0.9889742610446586,False,complex_unsupported
770400,6x4,6,4,4,well_conditioned,1.111111111111111,False,True,ridge_filter_d255,255,imag,1e-06,1.4523831353697483,1.0975284136520391,1.4476284192249431,False,complex_unsupported
770401,6x4,6,4,4,moderate_condition,3.3333333333333335,False,True,monomial_x1,1,neg_imag,1e-08,0.6702697439175751,0.6300066288821798,0.5506861591367204,False,complex_unsupported
770401,6x4,6,4,4,moderate_condition,3.3333333333333335,False,True,monomial_x3,3,imag,1e-08,0.43863349426524467,0.676352375197267,0.8173218800242606,False,complex_unsupported
770401,6x4,6,4,4,moderate_condition,3.3333333333333335,False,True,ridge_filter_d7,7,imag,1e-08,0.4212993039601199,0.48530740039971676,0.6984321019131784,False,complex_unsupported
770401,6x4,6,4,4,moderate_condition,3.3333333333333335,False,True,ridge_filter_d31,31,imag,1e-08,0.5647638845059803,0.7208419374808264,0.7552691405950839,False,complex_unsupported
770401,6x4,6,4,4,moderate_condition,3.3333333333333335,False,True,ridge_filter_d255,255,imag,1e-06,0.5858204627318441,0.5923194933290844,0.6780453265965868,False,complex_unsupported
770402,6x4,6,4,4,nearly_rank_deficient,3333.333333332705,False,True,monomial_x1,1,neg_imag,1e-08,0.6025732767249027,0.6994546931669722,0.6117264201886911,False,complex_unsupported
770402,6x4,6,4,4,nearly_rank_deficient,3333.333333332705,False,True,monomial_x3,3,imag,1e-08,0.4135190763096157,0.6266456088286143,0.753233104888539,False,complex_unsupported
770402,6x4,6,4,4,nearly_rank_deficient,3333.333333332705,False,True,ridge_filter_d7,7,imag,1e-08,0.7358368209709569,0.7583718152587161,1.1093565480194587,False,complex_unsupported
770402,6x4,6,4,4,nearly_rank_deficient,3333.333333332705,False,True,ridge_filter_d31,31,imag,1e-08,0.9803719297264447,1.019444367566472,1.3254376772334453,False,complex_unsupported
