case,seed,degree,lambda,alpha,matrix_shape,beta,s_min,condition,C_global,global_max_abs,phase_count,component,convention_block_error_vs_exact_svd,rmse_qsvt,rmse_ridge,rmse_ratio,postselection_probability_est,pad_dim,dilation_dim,qubits,selected,perturbation,status,wall_time_s
ieee57,123,31,0.001,39912.14066000867,331x113,6317.605611306286,0.006228374206343176,160.55554256543672,18.43069598897876,18.43069598897876,32,imag,2.8797434978937306e-15,0.15607333416887173,0.01727668936291341,9.033752409990239,0.25621873810826795,512,1024,10,[],none,APPLICATION_FAILED,1.818244667025283
ieee57,123,31,0.0001,3991.214066000867,331x113,6317.605611306286,0.006228374206343176,160.55554256543672,66.03163017658062,66.03163017658062,32,imag,3.2162507988914915e-15,0.7240092510870405,0.005819221839280944,124.41685006744875,0.45634981830067545,512,1024,10,[],none,APPLICATION_FAILED,1.4731145830010064
ieee57,123,63,0.001,39912.14066000867,331x113,6317.605611306286,0.006228374206343176,160.55554256543672,18.635713130005747,18.635713130005747,64,imag,6.3812499623897264e-15,0.07606124942304619,0.01727668936291341,4.402536147134835,0.06506944983941276,512,1024,10,[],none,APPLICATION_FAILED,3.8911938330275007
ieee57,123,63,0.0001,3991.214066000867,331x113,6317.605611306286,0.006228374206343176,160.55554256543672,72.8941983009883,72.8941983009883,64,imag,6.472932844381964e-15,0.7455632424199682,0.005819221839280944,128.12078023684595,0.3988954413340783,512,1024,10,[],none,APPLICATION_FAILED,4.101690500043333
ieee57,123,127,0.001,39912.14066000867,331x113,6317.605611306286,0.006228374206343176,160.55554256543672,16.120063207750988,16.120063207750988,128,imag,9.12714427599082e-15,0.018546174001014586,0.01727668936291341,1.0734796239855007,0.024883658389640483,512,1024,10,[],none,STATEVECTOR_PASSED,10.203120541991666
ieee57,123,255,0.001,39912.14066000867,331x113,6317.605611306286,0.006228374206343176,160.55554256543672,15.807719482240826,15.807719482240826,256,imag,2.047979582078183e-14,0.017274189878923374,0.01727668936291341,0.9998553262180311,0.027208330784355878,512,1024,10,[],none,STATEVECTOR_PASSED,30.105157915968448
