seed,dim,rows,cols,rank,spectral_family,condition_number,sv_assignment_matches_svd,is_complex,target,degree,component,tolerance,convention_error_vs_encoded,end_to_end_error_vs_target,status
770405,6x4,6,4,4,clustered_singular_values,1.0422535211267605,False,False,ridge_filter_d7,7,imag,1e-08,1.6106233633209452e-15,1.3962091670688316e-07,pass
770405,6x4,6,4,4,clustered_singular_values,1.0422535211267605,False,False,ridge_filter_d31,31,imag,1e-08,3.2882361444557975e-15,3.779177288595319e-09,pass
770405,6x4,6,4,4,clustered_singular_values,1.0422535211267605,False,False,ridge_filter_d255,255,imag,1e-06,1.9653349042599962e-14,1.310154261255222e-09,pass
770406,6x4,6,4,4,random_decay,1.2978145165785482,True,False,monomial_x1,1,neg_imag,1e-08,2.4268083231544264e-15,6.027878738156939e-14,pass
770406,6x4,6,4,4,random_decay,1.2978145165785482,True,False,monomial_x3,3,imag,1e-08,5.647661400899185e-15,7.111594685078475e-14,pass
770406,6x4,6,4,4,random_decay,1.2978145165785482,True,False,ridge_filter_d7,7,imag,1e-08,1.4710921915544996e-14,9.272384306143059e-07,pass
770406,6x4,6,4,4,random_decay,1.2978145165785482,True,False,ridge_filter_d31,31,imag,1e-08,3.179441058210809e-15,1.3561802929543423e-08,pass
770406,6x4,6,4,4,random_decay,1.2978145165785482,True,False,ridge_filter_d255,255,imag,1e-06,1.820173212471196e-14,5.149199214509077e-09,pass
770500,8x5,8,5,5,well_conditioned,1.1111111111111114,False,False,monomial_x1,1,neg_imag,1e-08,1.8279702225406125e-16,4.2617820045512415e-14,pass
770500,8x5,8,5,5,well_conditioned,1.1111111111111114,False,False,monomial_x3,3,imag,1e-08,4.012147575285353e-16,4.195560035869235e-14,pass
770500,8x5,8,5,5,well_conditioned,1.1111111111111114,False,False,ridge_filter_d7,7,imag,1e-08,2.7729472884917168e-15,2.3017508003635492e-08,pass
770500,8x5,8,5,5,well_conditioned,1.1111111111111114,False,False,ridge_filter_d31,31,imag,1e-08,1.96570125765341e-15,6.837431831143726e-10,pass
770500,8x5,8,5,5,well_conditioned,1.1111111111111114,False,False,ridge_filter_d255,255,imag,1e-06,1.3475799501268482e-14,8.786497932024518e-11,pass
770501,8x5,8,5,5,moderate_condition,3.333333333333333,False,False,monomial_x1,1,neg_imag,1e-08,2.4985197282914407e-16,4.7186329725726155e-14,pass
770501,8x5,8,5,5,moderate_condition,3.333333333333333,False,False,monomial_x3,3,imag,1e-08,4.686641043263137e-16,4.747567376824875e-14,pass
770501,8x5,8,5,5,moderate_condition,3.333333333333333,False,False,ridge_filter_d7,7,imag,1e-08,8.90731660316579e-16,4.5447649811216313e-07,pass
770501,8x5,8,5,5,moderate_condition,3.333333333333333,False,False,ridge_filter_d31,31,imag,1e-08,2.3715761715122322e-15,5.3164142838564865e-08,pass
770501,8x5,8,5,5,moderate_condition,3.333333333333333,False,False,ridge_filter_d255,255,imag,1e-06,2.0203543425646005e-14,2.0271305384960826e-08,pass
770502,8x5,8,5,5,nearly_rank_deficient,3333.3333333327614,False,False,monomial_x1,1,neg_imag,1e-08,2.910105801880953e-16,5.638329991143571e-14,pass
770502,8x5,8,5,5,nearly_rank_deficient,3333.3333333327614,False,False,monomial_x3,3,imag,1e-08,7.031788750609588e-16,6.647384298908643e-14,pass
770502,8x5,8,5,5,nearly_rank_deficient,3333.3333333327614,False,False,ridge_filter_d7,7,imag,1e-08,1.075239511590987e-15,6.578128708251154e-07,pass
770502,8x5,8,5,5,nearly_rank_deficient,3333.3333333327614,False,False,ridge_filter_d31,31,imag,1e-08,1.9740473010794267e-15,1.49359893839215e-08,pass
770502,8x5,8,5,5,nearly_rank_deficient,3333.3333333327614,False,False,ridge_filter_d255,255,imag,1e-06,5.4716621462507696e-15,7.941868493726014e-09,pass
770503,8x5,8,5,5,exact_zero_singular_values,inf,True,False,monomial_x1,1,neg_imag,1e-08,3.500348128679489e-16,6.160612706475053e-14,pass
770503,8x5,8,5,5,exact_zero_singular_values,inf,True,False,monomial_x3,3,imag,1e-08,8.547874895476432e-16,6.253445318268698e-14,pass
770503,8x5,8,5,5,exact_zero_singular_values,inf,True,False,ridge_filter_d7,7,imag,1e-08,3.9090943149287885e-15,4.3952265162993956e-07,pass
770503,8x5,8,5,5,exact_zero_singular_values,inf,True,False,ridge_filter_d31,31,imag,1e-08,3.1818994748349024e-15,9.087257077780714e-09,pass
770503,8x5,8,5,5,exact_zero_singular_values,inf,True,False,ridge_filter_d255,255,imag,1e-06,5.872985138756448e-15,4.645004143466955e-09,pass
770504,8x5,8,5,5,repeated_singular_values,1.0000000000000007,True,False,monomial_x1,1,neg_imag,1e-08,2.0392244830248266e-16,5.326808997396292e-14,pass
770504,8x5,8,5,5,repeated_singular_values,1.0000000000000007,True,False,monomial_x3,3,imag,1e-08,3.256969005718544e-16,6.484987175829613e-14,pass
770504,8x5,8,5,5,repeated_singular_values,1.0000000000000007,True,False,ridge_filter_d7,7,imag,1e-08,1.7399791246396313e-15,1.4934395204765093e-07,pass
770504,8x5,8,5,5,repeated_singular_values,1.0000000000000007,True,False,ridge_filter_d31,31,imag,1e-08,4.013404724431367e-15,3.701471671023437e-09,pass
770504,8x5,8,5,5,repeated_singular_values,1.0000000000000007,True,False,ridge_filter_d255,255,imag,1e-06,3.045535969389491e-14,1.8095786167155482e-09,pass
770505,8x5,8,5,5,clustered_singular_values,1.0563380281690142,False,False,monomial_x1,1,neg_imag,1e-08,2.0400562443901378e-16,4.0699122075577646e-14,pass
770505,8x5,8,5,5,clustered_singular_values,1.0563380281690142,False,False,monomial_x3,3,imag,1e-08,3.8181950298746743e-16,4.8745623214725414e-14,pass
770505,8x5,8,5,5,clustered_singular_values,1.0563380281690142,False,False,ridge_filter_d7,7,imag,1e-08,1.5090423656251635e-15,1.154360243861426e-07,pass
770505,8x5,8,5,5,clustered_singular_values,1.0563380281690142,False,False,ridge_filter_d31,31,imag,1e-08,2.3719765380796145e-15,3.51689265933061e-09,pass
770505,8x5,8,5,5,clustered_singular_values,1.0563380281690142,False,False,ridge_filter_d255,255,imag,1e-06,1.0264507903686033e-14,1.1971182369586382e-09,pass
770506,8x5,8,5,5,random_decay,5.017250454539601,True,False,monomial_x1,1,neg_imag,1e-08,4.704775695096685e-16,6.39849494533061e-14,pass
770506,8x5,8,5,5,random_decay,5.017250454539601,True,False,monomial_x3,3,imag,1e-08,9.10712226125097e-16,7.81391090015215e-14,pass
770506,8x5,8,5,5,random_decay,5.017250454539601,True,False,ridge_filter_d7,7,imag,1e-08,1.6378345684186364e-15,4.85071190415634e-07,pass
770506,8x5,8,5,5,random_decay,5.017250454539601,True,False,ridge_filter_d31,31,imag,1e-08,2.954144422170649e-15,3.8251450597382884e-07,pass
770506,8x5,8,5,5,random_decay,5.017250454539601,True,False,ridge_filter_d255,255,imag,1e-06,2.295196537025574e-14,1.47687284926719e-07,pass
770600,12x7,12,7,7,well_conditioned,1.1111111111111107,False,False,monomial_x1,1,neg_imag,1e-08,2.4279129862316705e-16,3.297547274026924e-14,pass
770600,12x7,12,7,7,well_conditioned,1.1111111111111107,False,False,monomial_x3,3,imag,1e-08,4.122183374237018e-16,3.4917317993532194e-14,pass
770600,12x7,12,7,7,well_conditioned,1.1111111111111107,False,False,ridge_filter_d7,7,imag,1e-08,2.83209840824232e-15,2.2158353241056953e-08,pass
770600,12x7,12,7,7,well_conditioned,1.1111111111111107,False,False,ridge_filter_d31,31,imag,1e-08,9.48434148563304e-16,5.977550569398135e-10,pass
770600,12x7,12,7,7,well_conditioned,1.1111111111111107,False,False,ridge_filter_d255,255,imag,1e-06,2.52099566263788e-15,7.083985239816706e-11,pass
770601,12x7,12,7,7,moderate_condition,3.3333333333333353,False,False,monomial_x1,1,neg_imag,1e-08,3.3418734660497823e-16,3.43301546966885e-14,pass
770601,12x7,12,7,7,moderate_condition,3.3333333333333353,False,False,monomial_x3,3,imag,1e-08,7.276138613937714e-16,4.4114188967924535e-14,pass
770601,12x7,12,7,7,moderate_condition,3.3333333333333353,False,False,ridge_filter_d7,7,imag,1e-08,2.970545449203105e-15,3.991110832800252e-07,pass
770601,12x7,12,7,7,moderate_condition,3.3333333333333353,False,False,ridge_filter_d31,31,imag,1e-08,5.394667022249292e-15,4.4942747273047506e-08,pass
770601,12x7,12,7,7,moderate_condition,3.3333333333333353,False,False,ridge_filter_d255,255,imag,1e-06,3.261994801071384e-14,1.7573404891238595e-08,pass
770602,12x7,12,7,7,nearly_rank_deficient,3333.333333334089,False,False,monomial_x1,1,neg_imag,1e-08,2.386893643705969e-16,3.892946536314748e-14,pass
770602,12x7,12,7,7,nearly_rank_deficient,3333.333333334089,False,False,monomial_x3,3,imag,1e-08,5.198304954713656e-16,4.2418168430457256e-14,pass
770602,12x7,12,7,7,nearly_rank_deficient,3333.333333334089,False,False,ridge_filter_d7,7,imag,1e-08,1.8407474251195186e-15,5.579299842885592e-07,pass
770602,12x7,12,7,7,nearly_rank_deficient,3333.333333334089,False,False,ridge_filter_d31,31,imag,1e-08,3.6304245141694576e-15,8.807823114209405e-09,pass
770602,12x7,12,7,7,nearly_rank_deficient,3333.333333334089,False,False,ridge_filter_d255,255,imag,1e-06,3.2072900218042496e-14,5.429931307154082e-09,pass
770603,12x7,12,7,7,exact_zero_singular_values,inf,True,False,monomial_x1,1,neg_imag,1e-08,3.055788303303643e-16,4.516455112282163e-14,pass
770603,12x7,12,7,7,exact_zero_singular_values,inf,True,False,monomial_x3,3,imag,1e-08,4.760661866106007e-16,5.411285654473045e-14,pass
770603,12x7,12,7,7,exact_zero_singular_values,inf,True,False,ridge_filter_d7,7,imag,1e-08,5.561977021376534e-15,2.514956564513247e-07,pass
770603,12x7,12,7,7,exact_zero_singular_values,inf,True,False,ridge_filter_d31,31,imag,1e-08,8.01064541321731e-15,7.416215631387406e-09,pass
770603,12x7,12,7,7,exact_zero_singular_values,inf,True,False,ridge_filter_d255,255,imag,1e-06,2.0702463489855796e-14,2.770446191703946e-09,pass
770604,12x7,12,7,7,repeated_singular_values,1.0000000000000007,True,False,monomial_x1,1,neg_imag,1e-08,1.7983922589652084e-16,3.7766237438264186e-14,pass
770604,12x7,12,7,7,repeated_singular_values,1.0000000000000007,True,False,monomial_x3,3,imag,1e-08,3.9760373072361246e-16,4.603027805684126e-14,pass
770604,12x7,12,7,7,repeated_singular_values,1.0000000000000007,True,False,ridge_filter_d7,7,imag,1e-08,1.077558746792057e-15,1.0544139141955362e-07,pass
770604,12x7,12,7,7,repeated_singular_values,1.0000000000000007,True,False,ridge_filter_d31,31,imag,1e-08,2.2867052216633938e-15,2.6133477484461127e-09,pass
770604,12x7,12,7,7,repeated_singular_values,1.0000000000000007,True,False,ridge_filter_d255,255,imag,1e-06,2.1505763751543755e-14,1.2775796500219357e-09,pass
770605,12x7,12,7,7,clustered_singular_values,1.5000000000000002,False,False,monomial_x1,1,neg_imag,1e-08,2.808028974046669e-16,3.375874833242309e-14,pass
770605,12x7,12,7,7,clustered_singular_values,1.5000000000000002,False,False,monomial_x3,3,imag,1e-08,5.301347100840986e-16,4.135050738655286e-14,pass
770605,12x7,12,7,7,clustered_singular_values,1.5000000000000002,False,False,ridge_filter_d7,7,imag,1e-08,1.3796773653878248e-15,8.157537061904428e-07,pass
770605,12x7,12,7,7,clustered_singular_values,1.5000000000000002,False,False,ridge_filter_d31,31,imag,1e-08,3.0201146770794204e-15,1.0698134632524863e-08,pass
770605,12x7,12,7,7,clustered_singular_values,1.5000000000000002,False,False,ridge_filter_d255,255,imag,1e-06,2.5528752130174756e-14,6.351771860641176e-09,pass
770606,12x7,12,7,7,random_decay,4.455328801180883,True,False,monomial_x1,1,neg_imag,1e-08,1.6336953454842138e-15,3.700820068341281e-14,pass
770606,12x7,12,7,7,random_decay,4.455328801180883,True,False,monomial_x3,3,imag,1e-08,2.8574410765346724e-15,4.6727565839794565e-14,pass
770606,12x7,12,7,7,random_decay,4.455328801180883,True,False,ridge_filter_d7,7,imag,1e-08,1.293841630331841e-15,5.634795955374698e-07,pass
770606,12x7,12,7,7,random_decay,4.455328801180883,True,False,ridge_filter_d31,31,imag,1e-08,1.5869485031983126e-15,4.0114145266055634e-07,pass
770606,12x7,12,7,7,random_decay,4.455328801180883,True,False,ridge_filter_d255,255,imag,1e-06,7.731144273165219e-15,1.5565524535582199e-07,pass
