arm,case_name,scenario,seed,iterations,converged,failed,classification,final_state_rmse,final_angle_rmse,final_voltage_rmse,final_max_state_error,final_selected_coordinate_rmse,final_frozen_coordinate_rmse,final_state_vector_json,final_weighted_residual,final_selected_output_error,final_step_norm,functional_queries,unique_functional_circuits,physical_circuit_executions,sampling_calls,readout_signal_attempted_shots,diagnostic_attempted_shots,total_attempted_shots,interference_accepted_shots,postselection_accepted_shots,total_circuit_queries,total_accepted_shots,failure_code,failure_stage,runtime_seconds
sparse_quantized_ridge,ieee14,random_missing_measurement_stress,202,8,False,False,closed_loop_stalled,0.006013861831003404,0.005302081677776924,0.003937387652362685,0.009058601769076552,0.0023437328243964837,0.004936672346361995,"[-0.07785879498024106,-0.22565114865022853,-0.18572064416209844,-0.15694610311290705,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.0188739888066567,1.0189790921088426,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",21.009754739716485,0.0037061947878049306,5.503518221878476e-05,0,0,0,0,0,0,0,0,0,0,0,,,1.4408713330049068
sparse_exact_polynomial,ieee14,random_missing_measurement_stress,202,8,False,False,closed_loop_stalled,0.006013861935347828,0.005302081492815199,0.003937388066988721,0.009058601769076552,0.002343733902456536,0.004936672346361995,"[-0.07785879498024106,-0.22565114865022853,-0.18572064416209844,-0.15694609967302472,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.018873969466438,1.0189790721088618,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",21.009757377101554,0.003706191347922613,5.5034416715158835e-05,0,0,0,0,0,0,0,0,0,0,0,,,1.44996662507765
sparse_qsvt_statevector_closed_loop,ieee14,random_missing_measurement_stress,202,8,False,False,closed_loop_stalled,0.0060138619353159815,0.005302081492810472,0.003937388066938674,0.009058601769076552,0.0023437339021275144,0.004936672346361995,"[-0.07785879498024106,-0.22565114865022853,-0.18572064416209844,-0.15694609967293682,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.0476792391943213,1.0173603751811715,1.018873969469016,1.0189790721112464,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",21.00975737668846,0.003706191347834695,5.503441674132973e-05,0,0,8,0,0,0,0,0,0,8,0,,,1.9293659999966621
sparse_qsvt_finite_shot_closed_loop,ieee14,random_missing_measurement_stress,202,8,False,False,closed_loop_stalled,0.006014141433589527,0.005302156588485681,0.003937785273824631,0.009058601769076552,0.0023466198968132017,0.004936672346361995,"[-0.07785879498024106,-0.22565114865022853,-0.18572064416209844,-0.1569474960352189,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.0476855272147345,1.0173603751811715,1.0188693251451097,1.0189747386706363,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",21.014262494716753,0.003707587710116795,5.579114448714498e-05,32,32,64,64,3200000,3200000,6400000,1934157,671758,64,1934157,,,67.33588408282958
full_system_exact_ridge,ieee14,random_missing_measurement_stress,303,4,True,False,closed_loop_converged_accurate,0.0010148222700955127,0.0009907583076448196,0.0005227807527571509,0.0019756990812764275,0.0003685910799329418,0.0008351928908601343,"[-0.08675829436046084,-0.22143569329464363,-0.17986384195530758,-0.1528331434202289,-0.2469567312736586,-0.23275819041930734,-0.2326016823854286,-0.2599591118775101,-0.2626483316778949,-0.25722141916998675,-0.26104541919426905,-0.2630987180617885,-0.2787378908830826,1.060296319594101,1.0452790130835343,1.010166099035841,1.0194134169870284,1.0204042926970853,1.0705387989107547,1.0624603947339906,1.0905732483149089,1.056354412296036,1.0513530526277604,1.0576668791717114,1.0561360376176654,1.0506114954402472,1.0356710381167087]",0.7258490803713848,,3.107850297148198e-10,0,0,0,0,0,0,0,0,0,0,0,,,0.04198041604831815
block_full_support_ridge,ieee14,random_missing_measurement_stress,303,8,False,False,closed_loop_stalled,0.006107820312439903,0.004599355978349515,0.004824342657376203,0.009614476404682604,0.001825650226500539,0.005054102657486001,"[-0.09042287408251062,-0.2242376574128707,-0.17946400941144477,-0.15206097831185397,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0184516831660257,1.019762184481994,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",24.41606769362689,0.0035054773331930117,0.0006941435380161387,0,0,0,0,0,0,0,0,0,0,0,,,1.5784330000169575
sparse_exact_ridge,ieee14,random_missing_measurement_stress,303,8,False,False,closed_loop_stalled,0.006120778511147582,0.004622770991744883,0.0048224545410032425,0.009614476404682604,0.0019927472295031773,0.005054102657486001,"[-0.09075781823660167,-0.2242376574128707,-0.17927608604653464,-0.15206097831185397,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0186808410189672,1.0199814189469192,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",24.48542348949661,0.003840421487284057,0.0006515236695684243,0,0,0,0,0,0,0,0,0,0,0,,,1.5293734590522945
sparse_quantized_ridge,ieee14,random_missing_measurement_stress,303,8,False,False,closed_loop_stalled,0.0061207060050498495,0.004622778692130785,0.00482234181588836,0.009614476404682604,0.001991850311757472,0.005054102657486001,"[-0.09075781823660167,-0.2242376574128707,-0.1792756308638643,-0.15206097831185397,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0187053718025028,1.0200134530689529,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",24.47644270642068,0.003840421487284057,0.0006530084196867466,0,0,0,0,0,0,0,0,0,0,0,,,1.5474081251304597
sparse_exact_polynomial,ieee14,random_missing_measurement_stress,303,8,False,False,closed_loop_stalled,0.006120706822146383,0.004622778988532896,0.004822342745148966,0.009614476404682604,0.0019918604216275907,0.005054102657486001,"[-0.09075781823660167,-0.2242376574128707,-0.17927561334709766,-0.15206097831185397,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0187051479339524,1.0200132095771335,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",24.476515506206212,0.003840421487284057,0.0006529954867798922,0,0,0,0,0,0,0,0,0,0,0,,,1.5451419160235673
sparse_qsvt_statevector_closed_loop,ieee14,random_missing_measurement_stress,303,8,False,False,closed_loop_stalled,0.006120706821968002,0.00462277898836215,0.004822342745040487,0.009614476404682604,0.001991860419420496,0.005054102657486001,"[-0.09075781823660166,-0.2242376574128707,-0.17927561335718825,-0.15206097831185397,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0187051479601186,1.0200132096067647,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",24.476515497949865,0.003840421487284049,0.0006529954891699302,0,0,8,0,0,0,0,0,0,8,0,,,2.3520644169766456
sparse_qsvt_finite_shot_closed_loop,ieee14,random_missing_measurement_stress,303,8,False,False,closed_loop_stalled,0.006118945684363192,0.004619826176947219,0.0048223991399707474,0.009614476404682604,0.001969952716119979,0.005054102657486001,"[-0.09071016936137481,-0.2242376574128707,-0.1792712362023512,-0.15206097831185397,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.018692222446283,1.0200000143135743,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",24.457665385965225,0.003792772612057198,0.00065283668454854,32,32,64,64,3200000,3200000,6400000,2503703,1806780,64,2503703,,,68.97729941713624
full_system_exact_ridge,ieee14,sparse_signed_bad_data_stress,101,6,True,False,closed_loop_converged_inaccurate,0.011766363136745938,0.010343440662773788,0.0077413923560553655,0.03144098611703197,0.0001892250458637554,0.009845972241501808,"[-0.08693549809730092,-0.22217302227803198,-0.18051916604511214,-0.15352031481061776,-0.24915374471955307,-0.2330238819187381,-0.23269111428884803,-0.2602922131704147,-0.263134797651306,-0.25785392366227017,-0.2315801321585135,-0.2845213775856388,-0.2781581227776337,1.0600508076008137,1.0450368490284598,1.0101698584862964,1.0191146041691095,1.0200095068992232,1.069333572557042,1.0623935768779333,1.0903228519882777,1.0565572266672323,1.0513364849061353,1.057103232014502,1.0797769358974967,1.0352284787258001,1.0383937684633147]",4.2174338097112605,,1.019864224742052e-08,0,0,0,0,0,0,0,0,0,0,0,,,0.05941325007006526
block_full_support_ridge,ieee14,sparse_signed_bad_data_stress,101,8,False,False,closed_loop_stalled,0.005932041767552264,0.005280801525776797,0.003819383872018441,0.010173127409159377,0.0009599760152375403,0.004947861770400394,"[-0.09086815924913269,-0.2321790082628381,-0.18162117957585594,-0.15392333823068707,-0.24973425363292504,-0.23151391412691416,-0.22462401660905418,-0.2554482010476237,-0.2600065219471134,-0.2546954494274341,-0.26733895554430726,-0.25977183094397255,-0.2881931260982648,1.0583395409361567,1.0428135307953295,1.00135740647077,1.017847495115521,1.019645720995805,1.0682993633118745,1.0559619832987033,1.089544731407468,1.060269621582505,1.0519660905782517,1.056986671417684,1.0479538887079618,1.0525050787122772,1.0384286554339186]",14.533296419920344,0.0013286678448417067,0.0007183508384036954,0,0,0,0,0,0,0,0,0,0,0,,,0.3796365838497877
sparse_exact_ridge,ieee14,sparse_signed_bad_data_stress,101,8,False,False,closed_loop_stalled,0.005945373552063268,0.005306350909504371,0.0038103394103324775,0.010173127409159377,0.0012486552068794103,0.004947861770400394,"[-0.09086815924913269,-0.2321790082628381,-0.18216517917022132,-0.15473723567804296,-0.24973425363292504,-0.23151391412691416,-0.22462401660905418,-0.2554482010476237,-0.2600065219471134,-0.2546954494274341,-0.26733895554430726,-0.25977183094397255,-0.2881931260982648,1.0583395409361567,1.0428135307953295,1.00135740647077,1.0185458837301358,1.0205305329173404,1.0682993633118745,1.0559619832987033,1.089544731407468,1.060269621582505,1.0519660905782517,1.056986671417684,1.0479538887079618,1.0525050787122772,1.0384286554339186]",14.57734461885684,0.00187266743920707,0.0007351899659546662,0,0,0,0,0,0,0,0,0,0,0,,,0.374588250182569
sparse_quantized_ridge,ieee14,sparse_signed_bad_data_stress,101,8,False,False,closed_loop_stalled,0.005945948236474277,0.005307137769195637,0.0038103534458254168,0.010173127409159377,0.0012596253400043098,0.004947861770400394,"[-0.09086815924913269,-0.2321790082628381,-0.1821778627906369,-0.15475743630350502,-0.24973425363292504,-0.23151391412691416,-0.22462401660905418,-0.2554482010476237,-0.2600065219471134,-0.2546954494274341,-0.26733895554430726,-0.25977183094397255,-0.2881931260982648,1.0583395409361567,1.0428135307953295,1.00135740647077,1.0185548143043013,1.0205394385060536,1.0682993633118745,1.0559619832987033,1.089544731407468,1.060269621582505,1.0519660905782517,1.056986671417684,1.0479538887079618,1.0525050787122772,1.0384286554339186]",14.576587089779538,0.0018853510596226648,0.0007356507901023794,0,0,0,0,0,0,0,0,0,0,0,,,0.4235776250716299
sparse_exact_polynomial,ieee14,sparse_signed_bad_data_stress,101,8,False,False,closed_loop_stalled,0.005945946500768455,0.0053071349143533,0.0038103540221233706,0.010173127409159377,0.001259592349425207,0.004947861770400394,"[-0.09086815924913269,-0.2321790082628381,-0.18217780679006884,-0.15475737608310713,-0.24973425363292504,-0.23151391412691416,-0.22462401660905418,-0.2554482010476237,-0.2600065219471134,-0.2546954494274341,-0.26733895554430726,-0.25977183094397255,-0.2881931260982648,1.0583395409361567,1.0428135307953295,1.00135740647077,1.0185549306499606,1.0205395914790814,1.0682993633118745,1.0559619832987033,1.089544731407468,1.060269621582505,1.0519660905782517,1.056986671417684,1.0479538887079618,1.0525050787122772,1.0384286554339186]",14.576638331456646,0.0018852950590545912,0.0007356479239375997,0,0,0,0,0,0,0,0,0,0,0,,,0.3896048329770565
sparse_qsvt_statevector_closed_loop,ieee14,sparse_signed_bad_data_stress,101,8,False,False,closed_loop_stalled,0.005945946501217822,0.005307134915040275,0.003810354022041593,0.010173127409159377,0.0012595923579664426,0.004947861770400394,"[-0.09086815924913269,-0.2321790082628381,-0.1821778068029201,-0.15475737609837462,-0.24973425363292504,-0.23151391412691416,-0.22462401660905418,-0.2554482010476237,-0.2600065219471134,-0.2546954494274341,-0.26733895554430726,-0.25977183094397255,-0.2881931260982648,1.0583395409361567,1.0428135307953295,1.00135740647077,1.018554930634121,1.0205395914579318,1.0682993633118745,1.0559619832987033,1.089544731407468,1.060269621582505,1.0519660905782517,1.056986671417684,1.0479538887079618,1.0525050787122772,1.0384286554339186]",14.576638323224408,0.0018852950719058614,0.0007356479243975825,0,0,8,0,0,0,0,0,0,8,0,,,0.7374009999912232
sparse_qsvt_finite_shot_closed_loop,ieee14,sparse_signed_bad_data_stress,101,8,False,False,closed_loop_stalled,0.005946118838573386,0.00530745411339663,0.0038102505655006123,0.010173127409159377,0.0012628638174151036,0.004947861770400394,"[-0.09086815924913269,-0.2321790082628381,-0.18218508175523018,-0.15476282353165133,-0.24973425363292504,-0.23151391412691416,-0.22462401660905418,-0.2554482010476237,-0.2600065219471134,-0.2546954494274341,-0.26733895554430726,-0.25977183094397255,-0.2881931260982648,1.0583395409361567,1.0428135307953295,1.00135740647077,1.0185411491282428,1.0205173624840798,1.0682993633118745,1.0559619832987033,1.089544731407468,1.060269621582505,1.0519660905782517,1.056986671417684,1.0479538887079618,1.0525050787122772,1.0384286554339186]",14.569821829304026,0.0018925700242159414,0.000735487050773551,32,32,64,64,3200000,3200000,6400000,2289846,1373963,64,2289846,,,24.62740624998696
full_system_exact_ridge,ieee14,sparse_signed_bad_data_stress,202,4,True,False,closed_loop_converged_inaccurate,0.004602895390142272,0.000526857941199417,0.004910805748918032,0.017528364421157683,0.00018179548085773411,0.003851033265274184,"[-0.08689763401154274,-0.2219239649525581,-0.1803918426705549,-0.15338349158541556,-0.24868623205557983,-0.23324934383476012,-0.23272347762224588,-0.2609777765981089,-0.26383138687715935,-0.2586816471901812,-0.263653566792071,-0.26511137121982753,-0.28136606273900716,1.0600693910936694,1.0450781843707586,1.0101307157667003,1.019207507135395,1.0202421908090928,1.0714303036228388,1.0616829744441834,1.089526783065452,1.0557437120193063,1.05103890657811,1.058089226387107,1.0725283644211576,1.0453917311305716,1.0336781617693975]",5.031206860317538,,1.532560309004224e-08,0,0,0,0,0,0,0,0,0,0,0,,,0.0428294581361115
block_full_support_ridge,ieee14,sparse_signed_bad_data_stress,202,8,False,False,closed_loop_stalled,0.005875046917367143,0.005012144630976835,0.004047378197083987,0.009058601769076552,0.0021022561430110755,0.004837537010952493,"[-0.07785879498024106,-0.22565114865022853,-0.17847077982204956,-0.15223711111800672,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.021844711687243,1.0222937370366012,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",22.134527498487348,0.0018217319089646865,0.0006167260335809248,0,0,0,0,0,0,0,0,0,0,0,,,0.3894990000408143
sparse_exact_ridge,ieee14,sparse_signed_bad_data_stress,202,8,False,False,closed_loop_stalled,0.0058523124120914,0.005028422997729123,0.003990335566718096,0.009058601769076552,0.0018291940451802542,0.004837537010952493,"[-0.07785879498024106,-0.22565114865022853,-0.17820004995610544,-0.1518009206056827,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.0211970374767847,1.0214518084616093,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",22.08616309849107,0.0020924617749088,0.000632709480576967,0,0,0,0,0,0,0,0,0,0,0,,,0.4366205830592662
sparse_quantized_ridge,ieee14,sparse_signed_bad_data_stress,202,8,False,False,closed_loop_stalled,0.00585177337729553,0.0050273649107783844,0.003990664089834406,0.009058601769076552,0.0018222370829861752,0.004837537010952493,"[-0.07785879498024106,-0.22565114865022853,-0.17821618924874968,-0.15182581914397272,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.0212022476857892,1.0214565485966254,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",22.089334500248366,0.0020763224822645614,0.00063298109656378,0,0,0,0,0,0,0,0,0,0,0,,,0.3853968330658972
sparse_exact_polynomial,ieee14,sparse_signed_bad_data_stress,202,8,False,False,closed_loop_stalled,0.005851767357067345,0.00502736052232868,0.0039906590675937775,0.009058601769076552,0.0018221592375629928,0.004837537010952493,"[-0.07785879498024106,-0.22565114865022853,-0.17821626470979837,-0.15182591117202948,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.0212021801109716,1.0214564581233183,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",22.08935242258646,0.002076247021215864,0.0006329789196987334,0,0,0,0,0,0,0,0,0,0,0,,,0.3897270830348134
sparse_qsvt_statevector_closed_loop,ieee14,sparse_signed_bad_data_stress,202,8,False,False,closed_loop_stalled,0.005851767358077131,0.0050273605231817035,0.0039906590682993745,0.009058601769076552,0.0018221592506204606,0.004837537010952493,"[-0.07785879498024106,-0.22565114865022853,-0.17821626469527832,-0.15182591115392285,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.0212021801203934,1.021456458136139,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",22.089352419297033,0.0020762470357359245,0.0006329789200450138,0,0,8,0,0,0,0,0,0,8,0,,,0.7579818328376859
sparse_qsvt_finite_shot_closed_loop,ieee14,sparse_signed_bad_data_stress,202,8,False,False,closed_loop_stalled,0.005851299577771923,0.005027453219120065,0.0039897614392713785,0.009058601769076552,0.0018161005935916313,0.004837537010952493,"[-0.07785879498024106,-0.22565114865022853,-0.1782142193863865,-0.1518246319531872,-0.253948781734858,-0.22580939800187028,-0.22877648619072577,-0.25756402469375744,-0.25649536106655657,-0.26114088208746533,-0.2695917659193668,-0.262856559306115,-0.27840438550360264,1.0557223886531655,1.047679239194321,1.0173603751811715,1.021190497891754,1.021439547905336,1.0717212167170116,1.0644290933502947,1.0951145231283603,1.0589424064896973,1.0579982984504226,1.0529486965467918,1.0526394189769475,1.0540985826032043,1.0337878476456852]",22.089657794219413,0.002078292344627724,0.0006329068147624587,32,32,64,64,3200000,3200000,6400000,2325244,1448448,64,2325244,,,23.975998458918184
full_system_exact_ridge,ieee14,sparse_signed_bad_data_stress,303,5,True,False,closed_loop_converged_inaccurate,0.007911451576994601,0.004148663589825174,0.007484961784028693,0.02560876607383089,0.00048672811366865903,0.006617321960124223,"[-0.08674265676156503,-0.22142221696124148,-0.17983629939190976,-0.15272949344450024,-0.24663398429756023,-0.2328291636063059,-0.23270786438199523,-0.260032939747879,-0.26269343900446973,-0.25718392673686247,-0.24867737067456525,-0.2680225730572413,-0.2793576787748796,1.0604213745101836,1.0453961508972467,1.0102695986855632,1.0194989991445405,1.0204795454426836,1.069808252567441,1.0625663714912896,1.090725220517247,1.0565751293985115,1.0514759560094025,1.0575876134246653,1.029391233926169,1.0611474250577178,1.0372644880417723]",4.786381672138926,,4.160049054955431e-09,0,0,0,0,0,0,0,0,0,0,0,,,0.06870625005103648
block_full_support_ridge,ieee14,sparse_signed_bad_data_stress,303,8,False,False,closed_loop_stalled,0.006109730825386914,0.004602641981217948,0.004824215711886266,0.009614476404682604,0.0002953715002478534,0.005111240365453798,"[-0.09075781823660167,-0.2242376574128707,-0.18038145698834604,-0.1532716295542722,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.019439746336979,1.0196170078896816,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",25.457761726407693,8.894525733179884e-05,0.000568166724384067,0,0,0,0,0,0,0,0,0,0,0,,,0.5875533330254257
sparse_exact_ridge,ieee14,sparse_signed_bad_data_stress,303,8,False,False,closed_loop_stalled,0.006113002005851504,0.0046073730944785314,0.00482478946766166,0.009614476404682604,0.0004982320806680165,0.005111240365453798,"[-0.09075781823660167,-0.2242376574128707,-0.17990206514305265,-0.15258958065765782,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0192520325533876,1.0194049825181009,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",25.562842539982316,0.0003904465879615887,0.0005723996775023151,0,0,0,0,0,0,0,0,0,0,0,,,0.4297971671912819
sparse_quantized_ridge,ieee14,sparse_signed_bad_data_stress,303,8,False,False,closed_loop_stalled,0.006112836232394352,0.0046071774738862155,0.00482472129858962,0.009614476404682604,0.0004899740871162408,0.005111240365453798,"[-0.09075781823660167,-0.2242376574128707,-0.17991080062027368,-0.15260254028769346,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0192624034811304,1.019417332470358,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",25.558121226228117,0.00038171111074056035,0.0005725862010819817,0,0,0,0,0,0,0,0,0,0,0,,,0.458758374908939
sparse_exact_polynomial,ieee14,sparse_signed_bad_data_stress,303,8,False,False,closed_loop_stalled,0.0061128366926655716,0.0046071772384705355,0.004824722178213151,0.009614476404682604,0.0004899972078544457,0.005111240365453798,"[-0.09075781823660167,-0.2242376574128707,-0.17991081803088924,-0.15260255198300518,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.019262283155393,1.019417176344259,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",25.558167665343543,0.00038169370012501006,0.000572582339749782,0,0,0,0,0,0,0,0,0,0,0,,,0.44317766604945064
sparse_qsvt_statevector_closed_loop,ieee14,sparse_signed_bad_data_stress,303,8,False,False,closed_loop_stalled,0.006112836692626638,0.0046071772385410815,0.0048247221780938505,0.009614476404682604,0.0004899972058987777,0.005111240365453798,"[-0.09075781823660167,-0.2242376574128707,-0.1799108180267118,-0.15260255197887762,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0192622831716749,1.0194171763654125,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",25.558167659246923,0.00038169370430243875,0.0005725823402477631,0,0,8,0,0,0,0,0,0,8,0,,,0.7841816670261323
sparse_qsvt_finite_shot_closed_loop,ieee14,sparse_signed_bad_data_stress,303,8,False,False,closed_loop_stalled,0.006112982077478417,0.004607234796900536,0.004824883049791923,0.009614476404682604,0.0004972465907822122,0.005111240365453798,"[-0.09075781823660167,-0.2242376574128707,-0.17990739226292646,-0.1525992126446126,-0.25157162015592677,-0.22522921095872322,-0.23841849814502653,-0.26580192652661605,-0.2701312700202127,-0.2561256191276267,-0.2688434666557434,-0.2592570196447976,-0.28388483194003206,1.0637114469589297,1.0546144764046825,1.0061031325765633,1.0192419132422166,1.019390338855002,1.073192613387489,1.0617215880649216,1.090034679505508,1.0618987059616576,1.042823503380189,1.0568523524671531,1.0641591106948132,1.047147033455737,1.035664859759392]",25.566359264409098,0.00038511946808777683,0.0005751886208789111,32,32,64,64,3200000,3200000,6400000,2367820,1536058,64,2367820,,,24.35195945808664
